date,股票代码,open,close,high,low,volume,money,振幅,涨跌幅,涨跌额,turnover
2020-01-02,002135,5.23,5.24,5.37,5.13,113848,64446364.0,4.77,4.17,0.21,1.19
2020-01-03,002135,5.22,5.26,5.3,5.19,71091,40290113.0,2.1,0.38,0.02,0.74
2020-01-06,002135,5.21,5.58,5.75,5.21,150357,89219629.0,10.27,6.08,0.32,1.57
2020-01-07,002135,5.65,5.67,5.74,5.46,125397,75578979.0,5.02,1.61,0.09,1.31
2020-01-08,002135,5.62,5.7,5.85,5.58,113462,70048543.0,4.76,0.53,0.03,1.18
2020-01-09,002135,5.73,5.78,5.83,5.63,94296,58146551.0,3.51,1.4,0.08,0.98
2020-01-10,002135,5.82,5.75,5.82,5.7,54051,33319539.0,2.08,-0.52,-0.03,0.56
2020-01-13,002135,5.77,5.89,5.95,5.72,71894,45084455.0,4.0,2.43,0.14,0.75
2020-01-14,002135,5.9,5.69,5.94,5.66,81724,50554336.0,4.75,-3.4,-0.2,0.85
2020-01-15,002135,5.69,5.77,5.79,5.68,56134,34605442.0,1.93,1.41,0.08,0.59
2020-01-16,002135,5.77,5.73,5.82,5.68,43631,26854871.0,2.43,-0.69,-0.04,0.46
2020-01-17,002135,5.73,5.68,5.79,5.68,30900,18994427.0,1.92,-0.87,-0.05,0.32
2020-01-20,002135,5.73,5.91,5.95,5.7,63160,39723488.0,4.4,4.05,0.23,0.66
2020-01-21,002135,5.91,5.94,6.0,5.81,71678,45464650.0,3.21,0.51,0.03,0.75
2020-01-22,002135,5.83,5.89,5.98,5.79,46676,29423255.0,3.2,-0.84,-0.05,0.49
2020-01-23,002135,5.82,5.65,5.88,5.55,53698,33023567.0,5.6,-4.07,-0.24,0.56
2020-02-03,002135,5.04,5.04,5.17,5.04,58494,31971396.0,2.3,-10.8,-0.61,0.61
2020-02-04,002135,4.86,5.13,5.14,4.86,84262,46155788.0,5.56,1.79,0.09,0.88
2020-02-05,002135,5.15,5.15,5.33,5.09,58936,33105370.0,4.68,0.39,0.02,0.61
2020-02-06,002135,5.15,5.33,5.35,5.06,91235,51023661.0,5.63,3.5,0.18,0.95
2020-02-07,002135,5.26,5.23,5.31,5.15,76404,43069243.0,3.0,-1.88,-0.1,0.8
2020-02-10,002135,5.23,5.79,5.8,5.23,146726,87946269.0,10.9,10.71,0.56,1.53
2020-02-11,002135,5.85,6.17,6.28,5.65,248037,159780260.0,10.88,6.56,0.38,2.59
2020-02-12,002135,6.06,6.07,6.2,5.93,162269,105175423.0,4.38,-1.62,-0.1,1.69
2020-02-13,002135,6.02,5.99,6.09,5.84,116770,74461814.0,4.12,-1.32,-0.08,1.22
2020-02-14,002135,5.93,5.96,6.1,5.88,74392,47810747.0,3.67,-0.5,-0.03,0.78
2020-02-17,002135,5.94,6.08,6.26,5.91,92845,60213971.0,5.87,2.01,0.12,0.97
2020-02-18,002135,6.06,6.12,6.23,5.95,91377,59376878.0,4.61,0.66,0.04,0.95
2020-02-19,002135,6.11,6.36,6.65,6.03,182966,124020504.0,10.13,3.92,0.24,1.91
2020-02-20,002135,6.35,6.4,6.5,6.26,118128,80255474.0,3.77,0.63,0.04,1.23
2020-02-21,002135,6.48,6.4,6.53,6.34,100585,68959973.0,2.97,0.0,0.0,1.05
2020-02-24,002135,6.39,6.59,6.75,6.31,121058,83692655.0,6.88,2.97,0.19,1.26
2020-02-25,002135,6.42,6.71,6.81,6.37,179174,126017545.0,6.68,1.82,0.12,1.87
2020-02-26,002135,6.63,7.42,7.42,6.62,190004,142866238.0,11.92,10.58,0.71,1.98
2020-02-27,002135,7.9,7.0,7.9,6.98,617581,484694176.0,12.4,-5.66,-0.42,6.44
2020-02-28,002135,6.43,6.28,6.75,6.26,317226,219045783.0,7.0,-10.29,-0.72,3.31
2020-03-02,002135,6.48,6.93,6.95,6.42,226708,162710776.0,8.44,10.35,0.65,2.37
2020-03-03,002135,7.08,6.98,7.41,6.84,269307,203517599.0,8.23,0.72,0.05,2.81
2020-03-04,002135,6.84,7.46,7.59,6.76,244383,186734423.0,11.89,6.88,0.48,2.55
2020-03-05,002135,7.56,7.47,7.73,7.29,191885,152333812.0,5.9,0.13,0.01,2.0
2020-03-06,002135,7.34,7.14,7.44,7.13,144403,110566713.0,4.15,-4.42,-0.33,1.51
2020-03-09,002135,6.89,6.98,7.14,6.86,128511,94951228.0,3.92,-2.24,-0.16,1.34
2020-03-10,002135,7.72,7.72,7.72,7.3,350349,284256704.0,6.02,10.6,0.74,3.66
2020-03-11,002135,8.21,7.28,8.21,7.28,405439,328987488.0,12.05,-5.7,-0.44,4.23
2020-03-12,002135,7.0,7.16,7.24,6.98,139315,104730147.0,3.57,-1.65,-0.12,1.45
2020-03-13,002135,6.6,6.87,7.07,6.59,137506,99194821.0,6.7,-4.05,-0.29,1.43
2020-03-16,002135,6.99,6.78,7.16,6.75,138435,102744586.0,5.97,-1.31,-0.09,1.44
2020-03-17,002135,7.01,6.73,7.06,6.41,97905,69398369.0,9.59,-0.74,-0.05,1.02
2020-03-18,002135,6.78,6.7,7.03,6.68,85846,62418760.0,5.2,-0.45,-0.03,0.9
2020-03-19,002135,6.65,6.8,6.88,6.47,72081,51272565.0,6.12,1.49,0.1,0.75
2020-03-20,002135,6.96,7.07,7.14,6.9,99369,73821904.0,3.53,3.97,0.27,1.04
2020-03-23,002135,6.89,7.01,7.27,6.83,109273,81646586.0,6.22,-0.85,-0.06,1.14
2020-03-24,002135,7.18,7.25,7.25,7.03,111144,83962241.0,3.14,3.42,0.24,1.16
2020-03-25,002135,7.41,7.46,7.56,7.2,125455,97950958.0,4.97,2.9,0.21,1.31
2020-03-26,002135,7.38,7.63,7.84,7.34,165025,133298720.0,6.7,2.28,0.17,1.72
2020-03-27,002135,7.69,7.52,7.73,7.5,102264,81948276.0,3.01,-1.44,-0.11,1.07
2020-03-30,002135,7.47,7.61,7.69,7.3,97150,77113010.0,5.19,1.2,0.09,1.01
2020-03-31,002135,7.67,7.94,8.08,7.59,143606,119068923.0,6.44,4.34,0.33,1.5
2020-04-01,002135,7.94,8.12,8.57,7.85,223846,193008536.0,9.07,2.27,0.18,2.34
2020-04-02,002135,8.13,8.97,8.97,8.02,353253,318637760.0,11.7,10.47,0.85,3.69
2020-04-03,002135,8.87,8.98,9.76,8.6,417985,399511760.0,12.93,0.11,0.01,4.36
2020-04-07,002135,9.08,9.08,9.42,8.81,347825,329664544.0,6.79,1.11,0.1,3.63
2020-04-08,002135,8.96,8.68,9.08,8.67,234339,216363401.0,4.52,-4.41,-0.4,2.44
2020-04-09,002135,8.78,9.59,9.59,8.58,487254,477374928.0,11.64,10.48,0.91,5.08
2020-04-10,002135,9.53,9.09,9.88,9.09,386400,376077232.0,8.24,-5.21,-0.5,4.03
2020-04-13,002135,9.2,9.24,9.5,8.97,254669,245856440.0,5.83,1.65,0.15,2.66
2020-04-14,002135,9.16,9.52,9.78,9.03,326999,319979632.0,8.12,3.03,0.28,3.41
2020-04-15,002135,9.48,9.16,9.59,9.08,195885,191066328.0,5.36,-3.78,-0.36,2.04
2020-04-16,002135,9.08,8.88,9.15,8.79,146471,136745607.0,3.93,-3.06,-0.28,1.53
2020-04-17,002135,9.01,8.81,9.2,8.78,163791,153069192.0,4.73,-0.79,-0.07,1.71
2020-04-20,002135,8.81,8.7,9.2,8.67,271940,251680878.0,6.02,-1.25,-0.11,2.84
2020-04-21,002135,8.72,8.39,8.78,8.28,225027,199264093.0,5.75,-3.56,-0.31,2.35
2020-04-22,002135,8.34,9.27,9.27,8.25,258801,238349238.0,12.16,10.49,0.88,2.7
2020-04-23,002135,9.48,10.24,10.24,9.1,495698,499556976.0,12.3,10.46,0.97,5.17
2020-04-24,002135,10.12,9.76,10.52,9.58,505398,525841792.0,9.18,-4.69,-0.48,5.27
2020-04-27,002135,9.55,9.38,9.97,9.3,260438,258381646.0,6.86,-3.89,-0.38,2.72
2020-04-28,002135,9.25,8.88,9.37,8.4,215298,201298430.0,10.34,-5.33,-0.5,2.25
2020-04-29,002135,8.98,8.8,9.08,8.71,135679,125894206.0,4.17,-0.9,-0.08,1.42
2020-04-30,002135,8.77,9.72,9.72,8.77,309986,308447376.0,10.8,10.45,0.92,3.23
2020-05-06,002135,9.78,9.23,10.08,9.18,697020,687379120.0,9.26,-5.04,-0.49,7.27
2020-05-07,002135,9.25,10.19,10.19,8.96,887800,906436240.0,13.33,10.4,0.96,9.26
2020-05-08,002135,10.23,9.13,10.55,9.13,1401848,1423130928.0,13.94,-10.4,-1.06,14.63
2020-05-11,002135,8.3,8.18,8.58,8.18,857754,739762400.0,4.38,-10.41,-0.95,8.95
2020-05-12,002135,8.13,7.9,8.14,7.5,703304,580391120.0,7.82,-3.42,-0.28,7.34
2020-05-13,002135,7.7,7.82,7.91,7.65,308686,253075659.0,3.29,-1.01,-0.08,3.22
2020-05-14,002135,7.77,7.86,8.07,7.71,307212,255477622.0,4.6,0.51,0.04,3.21
2020-05-15,002135,7.85,7.61,7.95,7.59,422867,343314080.0,4.58,-3.18,-0.25,4.41
2020-05-18,002135,7.61,7.8,7.89,7.51,332407,271218240.0,4.99,2.5,0.19,3.47
2020-05-19,002135,7.79,7.67,7.83,7.63,211995,171495183.0,2.56,-1.67,-0.13,2.21
2020-05-20,002135,7.77,7.6,7.77,7.58,175354,141337991.0,2.48,-0.91,-0.07,1.83
2020-05-21,002135,7.6,7.19,7.65,7.11,354669,273365840.0,7.11,-5.39,-0.41,3.7
2020-05-22,002135,7.16,6.87,7.18,6.83,240721,176885034.0,4.87,-4.45,-0.32,2.51
2020-05-25,002135,6.83,6.77,6.88,6.72,135529,97316730.0,2.33,-1.46,-0.1,1.41
2020-05-26,002135,6.81,7.07,7.19,6.79,251192,185735618.0,5.91,4.43,0.3,2.62
2020-05-27,002135,7.05,6.88,7.05,6.86,152795,112067228.0,2.69,-2.69,-0.19,1.59
2020-05-28,002135,6.85,7.0,7.15,6.8,190714,141100458.0,5.09,1.74,0.12,1.99
2020-05-29,002135,6.96,7.0,7.1,6.91,158700,117735496.0,2.71,0.0,0.0,1.66
2020-06-01,002135,6.99,7.17,7.18,6.98,177022,133146311.0,2.86,2.43,0.17,1.85
2020-06-02,002135,7.23,7.45,7.58,7.12,303766,236088884.0,6.42,3.91,0.28,3.17
2020-06-03,002135,7.38,7.81,7.91,7.36,413510,336895488.0,7.38,4.83,0.36,4.31
2020-06-04,002135,7.82,7.68,7.87,7.53,294499,237579008.0,4.35,-1.66,-0.13,3.07
2020-06-05,002135,7.62,7.72,7.85,7.59,192421,156265581.0,3.39,0.52,0.04,2.01
2020-06-08,002135,7.7,7.43,7.7,7.38,224372,177844757.0,4.15,-3.76,-0.29,2.34
2020-06-09,002135,7.41,7.36,7.45,7.23,156858,121447509.0,2.96,-0.94,-0.07,1.64
2020-06-10,002135,7.37,7.38,7.42,7.31,108388,84091264.0,1.49,0.27,0.02,1.13
2020-06-11,002135,7.37,7.15,7.37,7.11,156851,119744848.0,3.52,-3.12,-0.23,1.64
2020-06-12,002135,6.95,7.12,7.18,6.93,121677,91212254.0,3.5,-0.42,-0.03,1.27
2020-06-15,002135,7.11,7.1,7.28,7.02,113576,85989159.0,3.65,-0.28,-0.02,1.18
2020-06-16,002135,7.2,7.25,7.3,7.11,104682,79743404.0,2.68,2.11,0.15,1.09
2020-06-17,002135,7.25,7.28,7.35,7.22,106415,81680391.0,1.79,0.41,0.03,1.11
2020-06-18,002135,7.32,7.22,7.32,7.21,87646,66955811.0,1.51,-0.82,-0.06,0.91
2020-06-19,002135,7.27,7.27,7.44,7.23,138696,106904181.0,2.91,0.69,0.05,1.45
2020-06-22,002135,7.28,7.17,7.29,7.1,137962,104339216.0,2.61,-1.38,-0.1,1.44
2020-06-23,002135,7.18,7.03,7.18,7.01,125487,93585016.0,2.37,-1.95,-0.14,1.31
2020-06-24,002135,7.05,6.95,7.09,6.91,108151,79544062.0,2.56,-1.14,-0.08,1.13
2020-06-29,002135,6.95,6.9,7.01,6.85,65743,48168428.0,2.3,-0.72,-0.05,0.69
2020-06-30,002135,6.93,6.95,6.98,6.92,73483,54023713.0,0.87,0.72,0.05,0.77
2020-07-01,002135,6.97,7.19,7.2,6.93,171993,128760495.0,3.88,3.45,0.24,1.8
2020-07-02,002135,7.24,7.45,7.5,7.19,236185,183980229.0,4.31,3.62,0.26,2.47
2020-07-03,002135,7.48,7.46,7.57,7.38,203593,160243179.0,2.55,0.13,0.01,2.13
