date,股票代码,open,close,high,low,volume,money,振幅,涨跌幅,涨跌额,turnover
2020-01-02,300291,6.09,6.2,6.22,6.01,133742,82118091.0,3.48,2.65,0.16,1.92
2020-01-03,300291,6.2,6.25,6.36,6.11,101962,63393406.0,4.03,0.81,0.05,1.47
2020-01-06,300291,6.18,6.41,6.58,6.17,183881,118084586.0,6.56,2.56,0.16,2.64
2020-01-07,300291,6.44,6.72,6.83,6.42,210414,139591896.0,6.4,4.84,0.31,3.02
2020-01-08,300291,6.62,6.49,6.67,6.43,168812,110581468.0,3.57,-3.42,-0.23,2.43
2020-01-09,300291,6.54,6.54,6.64,6.44,103364,67384471.0,3.08,0.77,0.05,1.49
2020-01-10,300291,6.54,6.38,6.56,6.32,82906,53139581.0,3.67,-2.45,-0.16,1.19
2020-01-13,300291,6.39,6.44,6.44,6.25,81001,51390457.0,2.98,0.94,0.06,1.16
2020-01-14,300291,6.43,6.34,6.56,6.3,120289,77181926.0,4.04,-1.55,-0.1,1.73
2020-01-15,300291,6.34,6.26,6.4,6.21,72471,45526878.0,3.0,-1.26,-0.08,1.04
2020-01-16,300291,6.28,6.34,6.4,6.24,82013,51743102.0,2.56,1.28,0.08,1.18
2020-01-17,300291,6.33,6.4,6.52,6.28,114494,73364496.0,3.79,0.95,0.06,1.65
2020-01-20,300291,6.45,6.19,6.48,6.17,151429,95270906.0,4.84,-3.28,-0.21,2.18
2020-01-21,300291,6.11,6.01,6.14,5.95,105840,63965118.0,3.07,-2.91,-0.18,1.52
2020-01-22,300291,5.98,5.94,5.99,5.85,86542,51183791.0,2.33,-1.16,-0.07,1.24
2020-01-23,300291,5.99,5.65,5.99,5.55,110558,63766857.0,7.41,-4.88,-0.29,1.59
2020-02-03,300291,5.09,5.09,5.09,5.09,30475,15511775.0,0.0,-9.91,-0.56,0.44
2020-02-04,300291,4.65,4.9,4.94,4.65,133350,64747335.0,5.7,-3.73,-0.19,1.92
2020-02-05,300291,4.91,5.1,5.16,4.91,100160,50868347.0,5.1,4.08,0.2,1.44
2020-02-06,300291,5.1,5.13,5.19,5.07,88345,45216792.0,2.35,0.59,0.03,1.27
2020-02-07,300291,5.13,5.21,5.22,5.08,75811,39059941.0,2.73,1.56,0.08,1.09
2020-02-10,300291,5.16,5.26,5.27,5.15,61834,32209206.0,2.3,0.96,0.05,0.89
2020-02-11,300291,5.27,5.18,5.32,5.13,77765,40264080.0,3.61,-1.52,-0.08,1.12
2020-02-12,300291,5.16,5.27,5.28,5.14,69737,36466346.0,2.7,1.74,0.09,1.0
2020-02-13,300291,5.28,5.13,5.28,5.12,78788,40804887.0,3.04,-2.66,-0.14,1.13
2020-02-14,300291,5.14,5.11,5.16,5.05,56515,28931462.0,2.14,-0.39,-0.02,0.81
2020-02-17,300291,5.16,5.34,5.37,5.14,91564,48365083.0,4.5,4.5,0.23,1.32
2020-02-18,300291,5.34,5.45,5.45,5.32,74014,39869655.0,2.43,2.06,0.11,1.06
2020-02-19,300291,5.43,5.36,5.45,5.34,75084,40487539.0,2.02,-1.65,-0.09,1.08
2020-02-20,300291,5.36,5.52,5.54,5.36,104569,57295799.0,3.36,2.99,0.16,1.5
2020-02-21,300291,5.5,5.53,5.61,5.46,90758,50255371.0,2.72,0.18,0.01,1.3
2020-02-24,300291,5.51,5.54,5.56,5.42,88798,48794823.0,2.53,0.18,0.01,1.28
2020-02-25,300291,5.42,5.47,5.5,5.29,106241,57485062.0,3.79,-1.26,-0.07,1.53
2020-02-26,300291,5.42,5.45,5.58,5.39,115204,63286111.0,3.47,-0.37,-0.02,1.66
2020-02-27,300291,5.47,5.41,5.53,5.39,67212,36597421.0,2.57,-0.73,-0.04,0.97
2020-02-28,300291,5.28,5.04,5.33,5.0,114216,59126129.0,6.1,-6.84,-0.37,1.64
2020-03-02,300291,5.1,5.23,5.26,5.06,63184,32788569.0,3.97,3.77,0.19,0.91
2020-03-03,300291,5.28,5.25,5.38,5.23,86494,45981591.0,2.87,0.38,0.02,1.24
