date,股票代码,open,close,high,low,volume,money,振幅,涨跌幅,涨跌额,turnover
2022-03-07,688281,60.42,62.62,67.02,56.4,116994,2962831856.0,23.4,37.99,17.24,75.88
2022-03-08,688281,62.62,62.94,65.8,60.91,50766,1341096576.0,7.81,0.51,0.32,32.93
2022-03-09,688281,63.77,70.33,70.33,63.11,41754,1154673904.0,11.47,11.74,7.39,27.08
2022-03-10,688281,70.45,70.73,71.46,67.78,41681,1198926192.0,5.23,0.57,0.4,27.03
2022-03-11,688281,69.22,69.59,70.45,67.29,21698,618375216.0,4.47,-1.61,-1.14,14.07
2022-03-14,688281,67.97,66.31,73.04,65.09,22373,648369648.0,11.42,-4.71,-3.28,14.51
2022-03-15,688281,65.31,66.41,68.61,63.43,21509,592695168.0,7.81,0.15,0.1,13.95
2022-03-16,688281,67.02,64.6,67.02,60.18,23986,631196112.0,10.3,-2.73,-1.81,15.56
2022-03-17,688281,64.09,64.92,68.0,63.97,12484,341395600.0,6.24,0.5,0.32,8.1
2022-03-18,688281,64.82,64.93,66.01,60.53,15466,406652320.0,8.44,0.02,0.01,10.03
2022-03-21,688281,63.97,65.07,66.64,61.98,10409,278073216.0,7.18,0.22,0.14,6.75
2022-03-22,688281,67.76,65.07,68.24,63.43,11148,303540192.0,7.39,0.0,0.0,7.23
2022-03-23,688281,64.34,68.25,70.9,64.09,13830,390997472.0,10.47,4.89,3.18,8.97
2022-03-24,688281,67.95,66.53,69.2,66.53,7005,196437024.0,3.91,-2.52,-1.72,4.54
2022-03-25,688281,66.05,65.28,67.88,64.12,8912,243383219.0,5.65,-1.88,-1.25,5.78
2022-03-28,688281,64.34,63.97,64.82,62.03,6678,174961761.0,4.27,-2.01,-1.31,4.33
2022-03-29,688281,64.09,64.76,65.46,63.41,4913,131473801.0,3.2,1.23,0.79,3.19
2022-03-30,688281,64.94,64.04,65.19,63.14,4781,127620779.0,3.17,-1.11,-0.72,3.1
2022-03-31,688281,64.09,60.51,64.09,59.28,10044,255689084.0,7.51,-5.51,-3.53,6.51
2022-04-01,688281,59.62,62.65,63.1,59.62,5964,154088548.0,5.75,3.54,2.14,3.87
2022-04-06,688281,61.82,63.6,64.09,60.56,4430,114618261.0,5.63,1.52,0.95,2.87
2022-04-07,688281,63.35,61.95,63.6,61.64,4652,120548724.0,3.08,-2.59,-1.65,3.02
2022-04-08,688281,61.1,64.82,65.24,61.0,4859,128563582.0,6.84,4.63,2.87,3.15
2022-04-11,688281,65.43,63.6,65.43,62.62,3693,97726419.0,4.34,-1.88,-1.22,2.4
2022-04-12,688281,62.62,67.51,67.51,62.62,6303,173170788.0,7.69,6.15,3.91,4.09
