date,股票代码,open,close,high,low,volume,money,振幅,涨跌幅,涨跌额,turnover
2025-10-28,688759,48.9,31.01,48.91,30.3,340343,1107252840.0,104.67,74.41,13.23,73.25
2025-10-29,688759,29.89,31.86,33.38,29.79,232273,729215144.0,11.58,2.74,0.85,49.99
2025-10-30,688759,31.5,34.82,35.92,31.09,219841,732257237.0,15.16,9.29,2.96,47.32
2025-10-31,688759,34.35,34.15,37.4,33.21,196946,691974210.0,12.03,-1.92,-0.67,42.39
2025-11-03,688759,32.55,33.85,34.69,32.2,132546,441336823.0,7.29,-0.88,-0.3,28.53
2025-11-04,688759,33.33,31.67,33.88,31.34,120123,386863210.0,7.5,-6.44,-2.18,25.85
2025-11-05,688759,31.04,33.87,36.85,31.02,168255,576914875.0,18.41,6.95,2.2,36.21
2025-11-06,688759,33.0,32.13,33.44,32.07,105836,343830420.0,4.04,-5.14,-1.74,22.78
2025-11-07,688759,32.13,31.13,32.35,30.84,75714,238379958.0,4.7,-3.11,-1.0,16.3
2025-11-10,688759,31.07,31.28,31.49,30.8,47728,148161225.0,2.22,0.48,0.15,10.27
2025-11-11,688759,31.45,30.14,31.45,30.05,63638,194593105.0,4.48,-3.64,-1.14,13.7
2025-11-12,688759,30.15,30.45,31.13,29.79,72482,220519070.0,4.45,1.03,0.31,15.6
2025-11-13,688759,30.37,29.97,30.45,29.8,54865,164537546.0,2.13,-1.58,-0.48,11.81
2025-11-14,688759,29.9,29.7,30.28,29.47,54153,161929981.0,2.7,-0.9,-0.27,11.66
2025-11-17,688759,29.57,29.13,29.7,28.9,45288,132478206.0,2.69,-1.92,-0.57,9.75
2025-11-18,688759,29.1,28.41,29.19,28.35,37264,106666846.0,2.88,-2.47,-0.72,8.02
2025-11-19,688759,28.07,27.83,28.4,27.6,33678,93975848.0,2.82,-2.04,-0.58,7.25
2025-11-20,688759,28.0,29.98,30.3,27.99,97936,288235576.0,8.3,7.73,2.15,21.08
2025-11-21,688759,29.23,28.58,29.88,28.34,50881,146959948.0,5.14,-4.67,-1.4,10.95
2025-11-24,688759,28.65,28.09,28.66,27.53,36647,102558133.0,3.95,-1.71,-0.49,7.89
2025-11-25,688759,28.09,29.56,30.5,28.03,57156,167857179.0,8.79,5.23,1.47,12.3
2025-11-26,688759,29.41,32.24,33.49,29.41,144285,465703468.0,13.8,9.07,2.68,31.05
2025-11-27,688759,32.6,33.07,34.56,31.7,128743,425613434.0,8.87,2.57,0.83,27.71
2025-11-28,688759,33.0,34.88,36.3,32.5,115301,398568135.0,11.49,5.47,1.81,24.82
2025-12-01,688759,34.85,34.49,36.84,33.33,95427,330442715.0,10.06,-1.12,-0.39,20.54
2025-12-02,688759,34.8,33.25,34.83,33.0,65752,221542788.0,5.31,-3.6,-1.24,14.15
2025-12-03,688759,33.5,32.43,33.5,31.68,57646,185032859.0,5.47,-2.47,-0.82,12.41
2025-12-04,688759,32.3,32.28,32.79,31.8,43481,140605914.0,3.05,-0.46,-0.15,9.36
2025-12-05,688759,32.01,32.09,32.5,31.28,39324,125490844.0,3.78,-0.59,-0.19,8.46
2025-12-08,688759,31.5,31.74,32.02,31.0,48171,151834525.0,3.18,-1.09,-0.35,10.37
2025-12-09,688759,32.32,31.98,33.94,31.64,73062,238918690.0,7.25,0.76,0.24,15.73
2025-12-10,688759,31.9,31.63,32.17,31.11,39795,125771043.0,3.31,-1.09,-0.35,8.57
2025-12-11,688759,31.55,32.03,33.43,30.21,85100,270876781.0,10.18,1.26,0.4,18.32
2025-12-12,688759,32.0,30.08,32.03,29.92,78639,239531877.0,6.59,-6.09,-1.95,16.93
2025-12-15,688759,29.6,29.68,30.3,29.52,31467,94039368.0,2.59,-1.33,-0.4,6.77
2025-12-16,688759,29.68,28.9,29.68,28.76,31212,90698255.0,3.1,-2.63,-0.78,6.72
2025-12-17,688759,28.88,29.18,29.28,28.61,20815,60252734.0,2.32,0.97,0.28,4.48
2025-12-18,688759,29.13,28.92,29.24,28.88,17961,52120936.0,1.23,-0.89,-0.26,3.87
2025-12-19,688759,28.81,29.3,30.1,28.81,37828,111779524.0,4.46,1.31,0.38,8.14
2025-12-22,688759,29.27,29.29,29.8,29.08,25212,74226936.0,2.46,-0.03,-0.01,5.43
2025-12-23,688759,29.27,29.3,29.64,29.01,19216,56277702.0,2.15,0.03,0.01,4.14
2025-12-24,688759,29.29,29.55,29.86,29.07,21736,64275348.0,2.7,0.85,0.25,4.68
2025-12-25,688759,29.42,29.63,29.69,29.33,20071,59285961.0,1.22,0.27,0.08,4.32
2025-12-26,688759,29.7,29.08,29.7,28.84,28180,82262872.0,2.9,-1.86,-0.55,6.07
2025-12-29,688759,29.0,28.49,29.19,28.49,19978,57474237.0,2.41,-2.03,-0.59,4.3
2025-12-30,688759,28.6,28.04,28.72,28.03,21771,61515286.0,2.42,-1.58,-0.45,4.69
2025-12-31,688759,28.01,29.06,29.2,27.83,33237,94950100.0,4.89,3.64,1.02,7.15
2026-01-05,688759,28.91,32.5,33.07,28.91,103307,321975943.0,14.32,11.84,3.44,22.23
2026-01-06,688759,32.0,34.5,35.74,31.51,99573,343540774.0,13.02,6.15,2.0,21.43
2026-01-07,688759,35.99,41.4,41.4,35.99,100247,403727191.0,15.68,20.0,6.9,21.58
2026-01-08,688759,43.92,49.68,49.68,43.92,140501,682395159.0,13.91,20.0,8.28,30.24
2026-01-09,688759,46.0,49.08,51.66,45.55,122106,583314560.0,12.3,-1.21,-0.6,26.28
2026-01-12,688759,50.78,47.7,53.53,47.65,125784,634828304.0,11.98,-2.81,-1.38,27.07
2026-01-13,688759,47.22,49.89,51.99,46.36,95112,466578243.0,11.8,4.59,2.19,20.47
2026-01-14,688759,47.38,48.09,50.5,45.6,81831,393980644.0,9.82,-3.61,-1.8,17.61
2026-01-15,688759,47.7,49.38,49.79,46.6,43964,212622605.0,6.63,2.68,1.29,9.46
