amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
48329262.75,5.13,2024-01-08,5.21,5.13,5.2,88048,1.54,0.45,-1.54,-0.08,12
42294202.62,5.18,2024-01-09,5.21,5.09,5.12,77262,2.34,0.39,0.97,0.05,12
44481167.93,5.17,2024-01-10,5.23,5.13,5.17,80787,1.93,0.41,-0.19,-0.01,12
59527930.74,5.23,2024-01-11,5.27,5.14,5.18,107849,2.51,0.55,1.16,0.06,12
87066410.37,5.31,2024-01-12,5.35,5.22,5.24,154544,2.49,0.79,1.53,0.08,12
72264946.24,5.31,2024-01-15,5.34,5.25,5.28,128449,1.69,0.66,0.0,0.0,12
93499747.15,5.38,2024-01-16,5.4,5.27,5.27,164901,2.45,0.84,1.32,0.07,12
65471354.74,5.27,2024-01-17,5.36,5.27,5.36,116026,1.67,0.59,-2.04,-0.11,12
91370074.82,5.26,2024-01-18,5.28,5.1,5.25,165593,3.42,0.85,-0.19,-0.01,12
67617408.15,5.18,2024-01-19,5.28,5.17,5.25,122107,2.09,0.62,-1.52,-0.08,12
88816888.4,4.95,2024-01-22,5.19,4.88,5.18,165491,5.98,0.84,-4.44,-0.23,12
67723755.62,4.99,2024-01-23,5.02,4.83,4.95,128887,3.84,0.66,0.81,0.04,12
71491295.93,5.15,2024-01-24,5.15,4.97,5.03,132909,3.61,0.68,3.21,0.16,12
80185629.55,5.27,2024-01-25,5.28,5.11,5.15,144875,3.3,0.74,2.33,0.12,12
63186144.46,5.28,2024-01-26,5.34,5.24,5.27,112552,1.9,0.57,0.19,0.01,12
55410716.29,5.24,2024-01-29,5.36,5.22,5.3,98968,2.65,0.51,-0.76,-0.04,12
60858946.38,5.18,2024-01-30,5.31,5.16,5.22,109396,2.86,0.56,-1.15,-0.06,12
72543062.48,5.07,2024-01-31,5.2,5.04,5.14,133753,3.09,0.68,-2.12,-0.11,12
61118946.63,5.04,2024-02-01,5.16,4.96,5.07,113581,3.94,0.58,-0.59,-0.03,12
80862738.63,5.0,2024-02-02,5.14,4.86,5.05,151270,5.56,0.77,-0.79,-0.04,12
105762945.64,4.93,2024-02-05,5.09,4.75,4.97,202395,6.8,1.03,-1.4,-0.07,12
127924442.77,5.28,2024-02-06,5.31,4.88,4.89,233763,8.72,1.19,7.1,0.35,12
167014209.95,5.45,2024-02-07,5.49,5.24,5.27,289900,4.73,1.48,3.22,0.17,12
185347502.43,5.46,2024-02-08,5.58,5.4,5.49,317362,3.3,1.62,0.18,0.01,12
114934024.96,5.41,2024-02-19,5.54,5.35,5.53,200015,3.48,1.02,-0.92,-0.05,12
69735751.99,5.36,2024-02-20,5.39,5.32,5.35,122624,1.29,0.63,-0.92,-0.05,12
97116049.65,5.39,2024-02-21,5.5,5.3,5.35,169176,3.73,0.86,0.56,0.03,12
69888662.0,5.39,2024-02-22,5.42,5.33,5.38,122816,1.67,0.63,0.0,0.0,12
