amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
29049434.0,,,7.75,2025-12-15,7.8,7.65,7.69,,,37460,1.94,0.96,,0.13,0.01,,603839
26257358.0,,,7.65,2025-12-16,7.8,7.61,7.75,,,34150,2.45,0.88,,-1.29,-0.1,,603839
32968243.0,,,7.64,2025-12-17,7.72,7.49,7.6,,,43406,3.01,1.12,,-0.13,-0.01,,603839
119558098.0,,,7.87,2025-12-18,8.39,7.6,7.64,,,149734,10.34,3.85,,3.01,0.23,,603839
135270893.0,,,8.33,2025-12-19,8.49,7.82,7.85,,,164321,8.51,4.22,,5.84,0.46,,603839
79966613.0,,,8.1,2025-12-22,8.4,8.08,8.31,,,97909,3.84,2.52,,-2.76,-0.23,,603839
47953945.0,,,7.88,2025-12-23,8.11,7.85,8.08,,,60613,3.21,1.56,,-2.72,-0.22,,603839
48820567.0,,,7.92,2025-12-24,8.07,7.76,7.82,,,61851,3.93,1.59,,0.51,0.04,,603839
40710621.0,,,7.9,2025-12-25,7.97,7.79,7.9,,,51702,2.27,1.33,,-0.25,-0.02,,603839
51313521.0,,,7.94,2025-12-26,8.01,7.81,7.92,,,64750,2.53,1.66,,0.51,0.04,,603839
43318842.0,,,8.0,2025-12-29,8.04,7.83,7.98,,,54416,2.64,1.4,,0.76,0.06,,603839
59971385.0,,,8.1,2025-12-30,8.17,7.95,7.95,,,74193,2.75,1.91,,1.25,0.1,,603839
45073675.0,,,8.17,2025-12-31,8.25,8.02,8.08,,,55366,2.84,1.42,,0.86,0.07,,603839
60113727.0,,,8.22,2026-01-05,8.34,8.02,8.16,,,73155,3.92,1.88,,0.61,0.05,,603839
40978925.0,,,8.24,2026-01-06,8.29,8.16,8.26,,,49843,1.58,1.28,,0.24,0.02,,603839
34583687.0,,,8.12,2026-01-07,8.26,8.11,8.26,,,42358,1.82,1.09,,-1.46,-0.12,,603839
38836620.0,,,8.11,2026-01-08,8.18,8.07,8.11,,,47709,1.35,1.23,,-0.12,-0.01,,603839
47345266.0,,,8.18,2026-01-09,8.19,8.0,8.14,,,58589,2.34,1.51,,0.86,0.07,,603839
71780967.0,,,8.32,2026-01-12,8.57,8.1,8.2,,,86575,5.75,2.23,,1.71,0.14,,603839
61621906.0,,,8.24,2026-01-13,8.41,8.22,8.31,,,73940,2.28,1.9,,-0.96,-0.08,,603839
65759039.0,,,8.3,2026-01-14,8.39,8.17,8.2,,,79224,2.67,2.04,,0.73,0.06,,603839
48121545.0,,,8.22,2026-01-15,8.38,8.2,8.24,,,58125,2.17,1.49,,-0.96,-0.08,,603839
36198261.0,,,8.05,2026-01-16,8.28,7.95,8.22,,,44838,4.01,1.15,,-2.07,-0.17,,603839
741398.0,0.0,5.27,14.0,,14.0,14.0,14.0,60.37,0.04,307,,,2017-02-14,,,603839.0,603839
