amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
81736836.0,,,13.32,2025-12-15,13.5,13.24,13.32,,,61279,1.93,1.2,,-1.04,-0.14,,688707
78435969.0,,,13.01,2025-12-16,13.3,12.96,13.3,,,59939,2.55,1.18,,-2.33,-0.31,,688707
78434691.0,,,13.24,2025-12-17,13.27,12.9,13.08,,,59907,2.84,1.18,,1.77,0.23,,688707
68588516.0,,,13.05,2025-12-18,13.29,13.01,13.23,,,52156,2.11,1.03,,-1.44,-0.19,,688707
73225523.0,,,13.35,2025-12-19,13.39,13.06,13.08,,,55350,2.53,1.09,,2.3,0.3,,688707
64704823.0,,,13.35,2025-12-22,13.45,13.29,13.42,,,48417,1.2,0.95,,0.0,0.0,,688707
89535343.0,,,13.44,2025-12-23,13.64,13.24,13.35,,,66557,3.0,1.31,,0.67,0.09,,688707
91164651.0,,,13.7,2025-12-24,13.9,13.44,13.52,,,66688,3.42,1.31,,1.93,0.26,,688707
99663725.0,,,13.95,2025-12-25,13.95,13.56,13.7,,,72055,2.85,1.42,,1.82,0.25,,688707
166779129.0,,,14.12,2025-12-26,14.46,13.89,14.1,,,117771,4.09,2.31,,1.22,0.17,,688707
305310949.0,,,14.44,2025-12-29,15.04,14.44,14.56,,,207139,4.25,4.07,,2.27,0.32,,688707
159184254.0,,,14.17,2025-12-30,14.48,13.97,14.4,,,112401,3.53,2.21,,-1.87,-0.27,,688707
114924962.0,,,13.85,2025-12-31,14.22,13.81,14.2,,,82563,2.89,1.62,,-2.26,-0.32,,688707
141594495.0,,,14.26,2026-01-05,14.27,13.8,14.0,,,100719,3.39,1.98,,2.96,0.41,,688707
324012568.0,,,15.15,2026-01-06,15.42,14.25,14.28,,,216752,8.2,4.26,,6.24,0.89,,688707
191877070.0,,,14.85,2026-01-07,15.38,14.71,15.15,,,128615,4.42,2.53,,-1.98,-0.3,,688707
152231014.0,,,14.8,2026-01-08,14.92,14.6,14.86,,,103076,2.15,2.03,,-0.34,-0.05,,688707
149952899.0,,,14.77,2026-01-09,14.94,14.62,14.81,,,101471,2.16,1.99,,-0.2,-0.03,,688707
235690929.0,,,14.76,2026-01-12,14.84,14.29,14.4,,,160913,3.72,3.16,,-0.07,-0.01,,688707
188590552.0,,,14.53,2026-01-13,14.94,14.47,14.77,,,128415,3.18,2.52,,-1.56,-0.23,,688707
246205020.0,,,14.77,2026-01-14,15.22,14.4,14.55,,,166283,5.64,3.27,,1.65,0.24,,688707
2789731728.0,106.23,35.22,45.97,,57.2,45.78,57.0,327.63,77.21,567535,,,2021-09-14,,,688707.0,688707
