amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
27921798.11,6.41,2024-01-08,6.53,6.4,6.53,43325,2.01,0.9,-1.08,-0.07,159
26067602.72,6.36,2024-01-09,6.48,6.34,6.4,40783,2.18,0.85,-0.78,-0.05,159
26461051.0,6.31,2024-01-10,6.4,6.26,6.35,41826,2.2,0.87,-0.79,-0.05,159
23775356.16,6.33,2024-01-11,6.36,6.27,6.32,37621,1.43,0.78,0.32,0.02,159
23585336.99,6.38,2024-01-12,6.46,6.32,6.32,36880,2.21,0.77,0.79,0.05,159
23384562.36,6.36,2024-01-15,6.41,6.28,6.35,36809,2.04,0.77,-0.31,-0.02,159
31858933.0,6.32,2024-01-16,6.4,6.24,6.39,50469,2.52,1.05,-0.63,-0.04,159
25978396.0,6.2,2024-01-17,6.39,6.18,6.33,41319,3.32,0.86,-1.9,-0.12,159
52950197.29,5.94,2024-01-18,6.29,5.76,6.19,89397,8.55,1.86,-4.19,-0.26,159
23047481.58,5.94,2024-01-19,6.0,5.9,5.98,38762,1.68,0.81,0.0,0.0,159
35512001.72,5.49,2024-01-22,5.94,5.45,5.91,62520,8.25,1.3,-7.58,-0.45,159
44448878.23,5.44,2024-01-23,5.5,5.29,5.49,82484,3.83,1.72,-0.91,-0.05,159
35540765.0,5.6,2024-01-24,5.62,5.34,5.44,64851,5.15,1.35,2.94,0.16,159
35335092.0,5.89,2024-01-25,5.89,5.58,5.61,61271,5.54,1.27,5.18,0.29,159
42190874.0,5.98,2024-01-26,6.06,5.88,5.94,70386,3.06,1.46,1.53,0.09,159
35764177.52,5.78,2024-01-29,6.05,5.75,5.98,60903,5.02,1.27,-3.34,-0.2,159
30160334.28,5.57,2024-01-30,5.82,5.56,5.78,53118,4.5,1.11,-3.63,-0.21,159
47580004.84,5.28,2024-01-31,5.6,5.28,5.6,88179,5.75,1.83,-5.21,-0.29,159
45433515.5,5.08,2024-02-01,5.31,5.04,5.25,88533,5.11,1.84,-3.79,-0.2,159
56561779.0,4.8,2024-02-02,5.2,4.6,5.15,115423,11.81,2.4,-5.51,-0.28,159
58654171.0,4.32,2024-02-05,4.75,4.32,4.72,133878,8.96,2.79,-10.0,-0.48,159
144753576.74,4.05,2024-02-06,4.23,3.89,3.92,365785,7.87,7.61,-6.25,-0.27,159
75407159.84,3.81,2024-02-07,4.13,3.77,4.13,192360,8.89,4.0,-5.93,-0.24,159
84236000.66,4.19,2024-02-08,4.19,3.66,3.78,211346,13.91,4.4,9.97,0.38,159
90152064.0,4.4,2024-02-19,4.47,4.2,4.3,206537,6.44,4.3,5.01,0.21,159
39907461.66,4.48,2024-02-20,4.5,4.32,4.41,90192,4.09,1.88,1.82,0.08,159
60196149.34,4.67,2024-02-21,4.9,4.46,4.47,128262,9.82,2.67,4.24,0.19,159
41514445.52,4.84,2024-02-22,4.85,4.67,4.73,86983,3.85,1.81,3.64,0.17,159
45781966.18,5.11,2024-02-23,5.11,4.86,4.87,92098,5.17,1.92,5.58,0.27,159
53307401.34,5.28,2024-02-26,5.36,5.13,5.17,101365,4.5,2.11,3.33,0.17,159
37236765.55,5.31,2024-02-27,5.32,5.2,5.25,70738,2.27,1.47,0.57,0.03,159
71611474.22,4.89,2024-02-28,5.41,4.87,5.32,138812,10.17,2.89,-7.91,-0.42,159
46013660.77,5.13,2024-02-29,5.13,4.76,4.81,91436,7.57,1.9,4.91,0.24,159
31354758.32,5.17,2024-03-01,5.26,5.07,5.2,60871,3.7,1.27,0.78,0.04,159
27687387.24,5.2,2024-03-04,5.23,5.06,5.22,53732,3.29,1.12,0.58,0.03,159
28121531.0,5.13,2024-03-05,5.17,5.08,5.13,54867,1.73,1.14,-1.35,-0.07,159
22247151.98,5.1,2024-03-06,5.24,5.07,5.15,43286,3.31,0.9,-0.58,-0.03,159
31197489.49,5.18,2024-03-07,5.24,5.1,5.13,60211,2.75,1.25,1.57,0.08,159
20518039.8,5.2,2024-03-08,5.22,5.11,5.17,39664,2.12,0.83,0.39,0.02,159
26412934.0,5.18,2024-03-11,5.24,5.12,5.21,51252,2.31,1.07,-0.38,-0.02,159
30423397.4,5.25,2024-03-12,5.26,5.14,5.18,58473,2.32,1.22,1.35,0.07,159
21068874.0,5.26,2024-03-13,5.28,5.16,5.26,40281,2.29,0.84,0.19,0.01,159
68684255.42,5.49,2024-03-14,5.56,5.23,5.26,126050,6.27,2.62,4.37,0.23,159
40351656.0,5.51,2024-03-15,5.55,5.39,5.46,73971,2.91,1.54,0.36,0.02,159
42403336.34,5.7,2024-03-18,5.74,5.5,5.51,74980,4.36,1.56,3.45,0.19,159
30434154.0,5.64,2024-03-19,5.76,5.62,5.67,53491,2.46,1.11,-1.05,-0.06,159
31134340.22,5.75,2024-03-20,5.79,5.62,5.64,54321,3.01,1.13,1.95,0.11,159
33927054.41,5.8,2024-03-21,5.84,5.71,5.76,58609,2.26,1.22,0.87,0.05,159
38652255.93,5.7,2024-03-22,5.85,5.61,5.8,67738,4.14,1.41,-1.72,-0.1,159
32386177.93,5.61,2024-03-25,5.75,5.57,5.7,57424,3.16,1.19,-1.58,-0.09,159
22763754.05,5.64,2024-03-26,5.7,5.53,5.61,40734,3.03,0.85,0.53,0.03,159
18646429.0,5.52,2024-03-27,5.67,5.52,5.66,33290,2.66,0.69,-2.13,-0.12,159
19517161.0,5.63,2024-03-28,5.65,5.52,5.53,34823,2.36,0.72,1.99,0.11,159
19233939.0,5.7,2024-03-29,5.74,5.64,5.65,33732,1.78,0.7,1.24,0.07,159
24799549.62,5.75,2024-04-01,5.77,5.71,5.72,43186,1.05,0.9,0.88,0.05,159
41046278.13,5.9,2024-04-02,5.99,5.74,5.77,69671,4.35,1.45,2.61,0.15,159
69503911.0,6.09,2024-04-03,6.12,5.85,5.87,115710,4.58,2.41,3.22,0.19,159
56089666.0,5.88,2024-04-08,6.08,5.76,6.07,94511,5.25,1.97,-3.45,-0.21,159
54517710.0,6.03,2024-04-09,6.15,5.8,5.8,90961,5.95,1.89,2.55,0.15,159
35999792.0,5.95,2024-04-10,6.09,5.88,6.0,60326,3.48,1.25,-1.33,-0.08,159
33370874.0,5.97,2024-04-11,6.04,5.84,5.94,55857,3.36,1.16,0.34,0.02,159
30573723.18,5.97,2024-04-12,6.03,5.92,5.98,51049,1.84,1.06,0.0,0.0,159
58106382.04,5.68,2024-04-15,5.95,5.53,5.9,101917,7.04,2.12,-4.86,-0.29,159
63469467.7,5.2,2024-04-16,5.66,5.15,5.61,119561,8.98,2.49,-8.45,-0.48,159
36559483.06,5.59,2024-04-17,5.6,5.23,5.28,66450,7.12,1.38,7.5,0.39,159
29582270.98,5.5,2024-04-18,5.66,5.38,5.66,53790,5.01,1.12,-1.61,-0.09,159
31161278.75,5.63,2024-04-19,5.72,5.33,5.33,55368,7.09,1.15,2.36,0.13,159
28705260.96,5.4,2024-04-22,5.61,5.36,5.56,52823,4.44,1.1,-4.09,-0.23,159
18674097.76,5.45,2024-04-23,5.49,5.38,5.41,34321,2.04,0.71,0.93,0.05,159
18925167.0,5.56,2024-04-24,5.68,5.46,5.57,34223,4.04,0.71,2.02,0.11,159
27231077.7,5.63,2024-04-25,5.72,5.47,5.62,48507,4.5,1.01,1.26,0.07,159
31621490.71,5.62,2024-04-26,5.68,5.52,5.64,56617,2.84,1.18,-0.18,-0.01,159
38475512.4,5.78,2024-04-29,5.85,5.59,5.62,67117,4.63,1.4,2.85,0.16,159
24896059.7,5.78,2024-04-30,5.81,5.7,5.81,43337,1.9,0.9,0.0,0.0,159
35514743.72,5.84,2024-05-06,5.9,5.75,5.86,61142,2.6,1.27,1.04,0.06,159
27446559.0,5.87,2024-05-07,5.87,5.79,5.82,47031,1.37,0.98,0.51,0.03,159
24367563.26,5.84,2024-05-08,5.92,5.8,5.87,41616,2.04,0.87,-0.51,-0.03,159
23829525.87,5.88,2024-05-09,5.91,5.8,5.82,40558,1.88,0.84,0.68,0.04,159
16968243.0,5.84,2024-05-10,5.92,5.79,5.89,29097,2.21,0.61,-0.68,-0.04,159
25852601.15,5.68,2024-05-13,5.9,5.66,5.9,45051,4.11,0.94,-2.74,-0.16,159
18116430.52,5.77,2024-05-14,5.79,5.69,5.7,31461,1.76,0.65,1.58,0.09,159
17699402.6,5.74,2024-05-15,5.8,5.69,5.74,30824,1.91,0.64,-0.52,-0.03,159
13724766.2,5.75,2024-05-16,5.81,5.73,5.75,23798,1.39,0.5,0.17,0.01,159
35392892.0,5.84,2024-05-17,5.95,5.74,5.75,60711,3.65,1.26,1.57,0.09,159
28352327.0,5.88,2024-05-20,5.92,5.79,5.86,48274,2.23,1.0,0.68,0.04,159
27504340.0,5.72,2024-05-21,5.87,5.69,5.86,47724,3.06,0.99,-2.72,-0.16,159
18688866.0,5.68,2024-05-22,5.76,5.65,5.71,32823,1.92,0.68,-0.7,-0.04,159
21088852.1,5.58,2024-05-23,5.68,5.54,5.68,37577,2.46,0.78,-1.76,-0.1,159
18763387.22,5.64,2024-05-24,5.74,5.54,5.58,33181,3.58,0.69,1.08,0.06,159
40542680.61,5.71,2024-05-27,5.88,5.66,5.66,70581,3.9,1.47,1.24,0.07,159
15538793.0,5.66,2024-05-28,5.74,5.64,5.71,27324,1.75,0.57,-0.88,-0.05,159
12811478.1,5.64,2024-05-29,5.73,5.61,5.67,22567,2.12,0.47,-0.35,-0.02,159
25073053.0,5.48,2024-05-30,5.64,5.46,5.64,45400,3.19,0.94,-2.84,-0.16,159
14994792.0,5.43,2024-05-31,5.51,5.43,5.48,27477,1.46,0.57,-0.91,-0.05,159
19837123.0,5.32,2024-06-03,5.43,5.29,5.4,37034,2.58,0.77,-2.03,-0.11,159
80639139.09,5.66,2024-06-04,5.67,5.19,5.3,147716,9.02,3.07,6.39,0.34,159
81762649.15,5.73,2024-06-05,5.84,5.63,5.64,142154,3.71,2.96,1.24,0.07,159
91635075.6,5.34,2024-06-06,5.96,5.28,5.8,161982,11.87,3.37,-6.81,-0.39,159
37485557.0,5.3,2024-06-07,5.51,5.23,5.42,69966,5.24,1.46,-0.75,-0.04,159
21892862.6,5.31,2024-06-11,5.33,5.2,5.25,41616,2.45,0.87,0.19,0.01,159
17328589.37,5.3,2024-06-12,5.41,5.24,5.24,32473,3.2,0.68,-0.19,-0.01,159
29124594.32,5.14,2024-06-13,5.3,5.1,5.3,56343,3.77,1.17,-3.02,-0.16,159
19835026.0,5.16,2024-06-14,5.21,5.1,5.2,38425,2.14,0.8,0.39,0.02,159
22489334.8,4.99,2024-06-17,5.16,4.96,5.15,44776,3.88,0.93,-3.29,-0.17,159
20266670.52,5.16,2024-06-18,5.21,5.01,5.09,39547,4.01,0.82,3.41,0.17,159
26537797.64,5.23,2024-06-19,5.34,5.17,5.2,50327,3.29,1.05,1.36,0.07,159
14807984.05,5.15,2024-06-20,5.26,5.08,5.26,28744,3.44,0.6,-1.53,-0.08,159
11657847.96,5.17,2024-06-21,5.2,5.03,5.12,22691,3.3,0.47,0.39,0.02,159
15403482.0,5.05,2024-06-24,5.14,4.95,5.14,30708,3.68,0.64,-2.32,-0.12,159
14203909.2,5.13,2024-06-25,5.16,5.01,5.01,27828,2.97,0.58,1.58,0.08,159
20689363.0,5.25,2024-06-26,5.27,5.03,5.17,39727,4.68,0.83,2.34,0.12,159
14526439.99,5.25,2024-06-27,5.28,5.18,5.25,27729,1.9,0.58,0.0,0.0,159
20104026.38,5.22,2024-06-28,5.28,5.18,5.25,38427,1.9,0.8,-0.57,-0.03,159
20688032.74,5.27,2024-07-01,5.32,5.16,5.18,39376,3.07,0.82,0.96,0.05,159
31484974.3,5.45,2024-07-02,5.5,5.27,5.29,58347,4.36,1.21,3.42,0.18,159
21670701.76,5.46,2024-07-03,5.49,5.35,5.48,39743,2.57,0.83,0.18,0.01,159
25947310.21,5.48,2024-07-04,5.48,5.35,5.48,47952,2.38,1.0,0.37,0.02,159
19067686.43,5.37,2024-07-05,5.47,5.35,5.47,35364,2.19,0.74,-2.01,-0.11,159
17267025.91,5.28,2024-07-08,5.42,5.17,5.37,32931,4.66,0.69,-1.68,-0.09,159
46498754.67,4.99,2024-07-09,5.26,4.83,5.26,93466,8.14,1.94,-5.49,-0.29,159
15865184.0,4.97,2024-07-10,5.08,4.95,5.0,31628,2.61,0.66,-0.4,-0.02,159
25968992.38,5.24,2024-07-11,5.29,5.05,5.05,50120,4.83,1.04,5.43,0.27,159
28248799.02,5.41,2024-07-12,5.47,5.2,5.26,52558,5.15,1.09,3.24,0.17,159
26722581.0,5.43,2024-07-15,5.49,5.33,5.49,49457,2.96,1.03,0.37,0.02,159
16296387.0,5.4,2024-07-16,5.42,5.28,5.42,30408,2.58,0.63,-0.55,-0.03,159
60087146.67,5.34,2024-07-17,5.6,5.3,5.4,109887,5.56,2.29,-1.11,-0.06,159
41105128.12,5.18,2024-07-18,5.42,5.05,5.3,79413,6.93,1.65,-3.0,-0.16,159
17904600.73,5.14,2024-07-19,5.22,5.05,5.15,34976,3.28,0.73,-0.77,-0.04,159
21824715.29,5.13,2024-07-22,5.21,5.06,5.14,42713,2.92,0.89,-0.19,-0.01,159
14786041.6,5.13,2024-07-23,5.17,5.1,5.11,28786,1.36,0.6,0.0,0.0,159
14654603.0,5.13,2024-07-24,5.16,5.06,5.13,28746,1.95,0.6,0.0,0.0,159
10307146.0,5.09,2024-07-25,5.13,5.04,5.1,20285,1.75,0.42,-0.78,-0.04,159
16597184.88,5.06,2024-07-26,5.14,5.0,5.07,32861,2.75,0.68,-0.59,-0.03,159
16070919.0,5.16,2024-07-29,5.16,5.05,5.07,31335,2.17,0.65,1.98,0.1,159
144079757.0,5.68,2024-07-30,5.68,5.11,5.15,259625,11.05,5.4,10.08,0.52,159
111947080.51,5.75,2024-07-31,5.88,5.6,5.73,196701,4.93,4.09,1.23,0.07,159
132275111.86,6.06,2024-08-01,6.06,5.63,5.68,225618,7.48,4.69,5.39,0.31,159
78713316.09,6.05,2024-08-02,6.13,5.88,5.9,130403,4.13,2.71,-0.17,-0.01,159
78218176.06,6.0,2024-08-05,6.2,5.98,6.05,128708,3.64,2.68,-0.83,-0.05,159
98706400.6,6.24,2024-08-06,6.35,6.02,6.06,159963,5.5,3.33,4.0,0.24,159
65668322.74,6.28,2024-08-07,6.34,6.14,6.21,104985,3.21,2.18,0.64,0.04,159
107961500.6,6.45,2024-08-08,6.52,6.24,6.28,168179,4.46,3.5,2.71,0.17,159
176052725.88,6.66,2024-08-09,6.8,6.4,6.57,266636,6.2,5.55,3.26,0.21,159
132025864.38,6.14,2024-08-12,6.5,5.99,6.5,215998,7.66,4.49,-7.81,-0.52,159
53066070.6,6.19,2024-08-13,6.24,6.02,6.15,86178,3.58,1.79,0.81,0.05,159
42105463.0,6.08,2024-08-14,6.22,6.06,6.16,68688,2.58,1.43,-1.78,-0.11,159
44630488.12,6.0,2024-08-15,6.1,5.96,6.08,74059,2.3,1.54,-1.32,-0.08,159
47400591.0,6.02,2024-08-16,6.11,5.9,6.0,78755,3.5,1.64,0.33,0.02,159
42252105.0,5.97,2024-08-19,6.05,5.91,6.02,70711,2.33,1.47,-0.83,-0.05,159
48076430.0,5.95,2024-08-20,6.12,5.91,6.0,79685,3.52,1.66,-0.34,-0.02,159
23140696.0,5.98,2024-08-21,6.03,5.87,6.01,38823,2.69,0.81,0.5,0.03,159
26930754.98,5.94,2024-08-22,6.03,5.87,5.95,45379,2.68,0.94,-0.67,-0.04,159
52590953.2,5.8,2024-08-23,5.94,5.65,5.93,91374,4.88,1.9,-2.36,-0.14,159
40307009.0,5.86,2024-08-26,5.91,5.62,5.75,69667,5.0,1.45,1.03,0.06,159
25775712.0,5.77,2024-08-27,5.9,5.75,5.88,44370,2.56,0.92,-1.54,-0.09,159
26520072.8,5.85,2024-08-28,5.89,5.73,5.73,45506,2.77,0.95,1.39,0.08,159
25902182.0,5.88,2024-08-29,5.9,5.75,5.84,44280,2.56,0.92,0.51,0.03,159
57704846.0,5.91,2024-08-30,6.02,5.85,5.85,97002,2.89,2.02,0.51,0.03,159
88185933.02,6.25,2024-09-02,6.45,5.88,5.91,141149,9.64,2.94,5.75,0.34,159
82501596.3,6.55,2024-09-03,6.64,6.2,6.2,127272,7.04,2.65,4.8,0.3,159
45771952.64,6.41,2024-09-04,6.57,6.38,6.49,70796,2.9,1.47,-2.14,-0.14,159
24834253.0,6.42,2024-09-05,6.45,6.34,6.41,38832,1.72,0.81,0.16,0.01,159
29689006.0,6.31,2024-09-06,6.5,6.26,6.4,46458,3.74,0.97,-1.71,-0.11,159
43676638.0,6.19,2024-09-09,6.31,6.1,6.31,70767,3.33,1.47,-1.9,-0.12,159
18537524.0,6.18,2024-09-10,6.21,6.11,6.19,30067,1.62,0.63,-0.16,-0.01,159
20906344.0,6.16,2024-09-11,6.2,6.08,6.19,34024,1.94,0.71,-0.32,-0.02,159
28584343.0,5.98,2024-09-12,6.18,5.97,6.17,47061,3.41,0.98,-2.92,-0.18,159
36176554.0,5.94,2024-09-13,6.04,5.9,6.01,60812,2.34,1.27,-0.67,-0.04,159
39181422.0,5.69,2024-09-18,5.97,5.62,5.86,68360,5.89,1.42,-4.21,-0.25,159
53030703.6,5.89,2024-09-19,5.99,5.71,5.75,90151,4.92,1.88,3.51,0.2,159
38582431.0,5.75,2024-09-20,5.91,5.7,5.88,66648,3.57,1.39,-2.38,-0.14,159
81919601.22,6.0,2024-09-23,6.15,5.76,5.8,137438,6.78,2.86,4.35,0.25,159
63892884.49,6.1,2024-09-24,6.2,5.85,6.05,106301,5.83,2.21,1.67,0.1,159
67259052.45,6.13,2024-09-25,6.29,6.11,6.15,109040,2.95,2.27,0.49,0.03,159
101159607.98,6.37,2024-09-26,6.46,6.09,6.11,161540,6.04,3.36,3.92,0.24,159
185336246.59,6.33,2024-09-27,6.6,6.2,6.45,291386,6.28,6.06,-0.63,-0.04,159
310432395.67,6.93,2024-09-30,6.96,6.35,6.5,463835,9.64,9.65,9.48,0.6,159
315279718.83,7.41,2024-10-08,7.62,6.66,7.62,435675,13.85,9.06,6.93,0.48,159
175718398.56,6.77,2024-10-09,7.47,6.74,7.16,247472,9.85,5.15,-8.64,-0.64,159
