amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
107495625.0,,,48.9,2025-12-15,49.8,47.38,48.3,,,21883,5.01,2.41,,1.24,0.6,,688710
63703322.0,,,46.33,2025-12-16,49.27,46.21,48.66,,,13516,6.26,1.49,,-5.26,-2.57,,688710
157686337.0,,,50.34,2025-12-17,50.79,45.97,46.36,,,32075,10.4,3.54,,8.66,4.01,,688710
123793239.0,,,50.69,2025-12-18,51.94,49.52,49.96,,,24362,4.81,2.69,,0.7,0.35,,688710
105364245.0,,,48.58,2025-12-19,51.6,48.51,51.6,,,21368,6.1,2.36,,-4.16,-2.11,,688710
133884325.0,,,44.96,2025-12-22,49.0,44.71,48.32,,,29063,8.83,3.2,,-7.45,-3.62,,688710
87390019.0,,,46.13,2025-12-23,46.94,44.71,45.19,,,18987,4.96,2.09,,2.6,1.17,,688710
48929307.0,,,45.45,2025-12-24,46.4,45.0,45.74,,,10769,3.03,1.19,,-1.47,-0.68,,688710
71192279.0,,,44.6,2025-12-25,45.48,43.95,45.45,,,15968,3.37,1.76,,-1.87,-0.85,,688710
44983211.0,,,44.25,2025-12-26,45.36,44.01,44.55,,,10077,3.03,1.11,,-0.78,-0.35,,688710
53207142.0,,,44.46,2025-12-29,44.94,43.51,44.63,,,12052,3.23,1.33,,0.47,0.21,,688710
49266468.0,,,43.68,2025-12-30,44.66,43.6,43.98,,,11216,2.38,1.24,,-1.75,-0.78,,688710
60197800.0,,,44.15,2025-12-31,45.35,43.36,43.36,,,13493,4.56,1.49,,1.08,0.47,,688710
108605649.0,,,46.99,2026-01-05,47.91,44.26,44.26,,,23417,8.27,2.58,,6.43,2.84,,688710
81133072.0,,,46.09,2026-01-06,47.48,45.52,47.0,,,17619,4.17,1.94,,-1.92,-0.9,,688710
317001030.0,,,55.31,2026-01-07,55.31,46.1,46.1,,,59677,19.98,6.58,,20.0,9.22,,688710
266476360.0,,,57.03,2026-01-08,60.77,54.03,54.69,,,47059,12.19,5.19,,3.11,1.72,,688710
275664135.0,,,63.59,2026-01-09,65.65,54.7,56.99,,,46740,19.2,5.15,,11.5,6.56,,688710
281984971.0,,,63.28,2026-01-12,68.35,59.56,65.0,,,45771,13.82,5.05,,-0.49,-0.31,,688710
264348202.0,,,69.48,2026-01-13,72.0,61.2,63.38,,,40019,17.07,4.41,,9.8,6.2,,688710
220419273.0,,,65.0,2026-01-14,71.68,64.88,67.45,,,32117,9.79,3.54,,-6.45,-4.48,,688710
155574393.0,,,63.56,2026-01-15,65.2,59.72,59.72,,,24585,8.43,2.71,,-2.22,-1.44,,688710
97914082.0,,,63.16,2026-01-16,64.99,62.15,64.4,,,15365,4.47,1.69,,-0.63,-0.4,,688710
527712687.0,30.36,7.93,26.67,,31.68,25.99,30.23,42.32,71.33,189054,,,2024-09-03,,,688710.0,688710
