amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
51980311.0,,,22.86,2025-12-15,23.16,22.45,22.95,,,22757,3.07,1.98,,-1.21,-0.28,,688369
70304359.0,,,22.01,2025-12-16,22.9,21.93,22.9,,,31562,4.24,2.74,,-3.72,-0.85,,688369
65460699.0,,,22.54,2025-12-17,22.59,21.79,22.01,,,29515,3.63,2.56,,2.41,0.53,,688369
63250113.0,,,22.72,2025-12-18,23.3,22.24,22.3,,,27625,4.7,2.4,,0.8,0.18,,688369
61321508.0,,,22.79,2025-12-19,23.4,22.72,22.72,,,26723,2.99,2.32,,0.31,0.07,,688369
48925537.0,,,22.85,2025-12-22,23.35,22.68,22.95,,,21310,2.94,1.85,,0.26,0.06,,688369
49411478.0,,,22.6,2025-12-23,22.98,22.45,22.81,,,21748,2.32,1.89,,-1.09,-0.25,,688369
37289295.0,,,22.9,2025-12-24,22.96,22.39,22.39,,,16349,2.52,1.42,,1.33,0.3,,688369
47509223.0,,,23.27,2025-12-25,23.3,22.86,22.98,,,20538,1.92,1.78,,1.62,0.37,,688369
47125660.0,,,23.21,2025-12-26,23.53,23.0,23.16,,,20240,2.28,1.76,,-0.26,-0.06,,688369
53512445.0,,,23.28,2025-12-29,23.46,22.9,23.21,,,23085,2.41,2.0,,0.3,0.07,,688369
114765046.0,,,23.74,2025-12-30,24.54,23.61,23.65,,,47770,3.99,4.15,,1.98,0.46,,688369
199273157.0,,,25.43,2025-12-31,25.87,23.75,23.82,,,79723,8.93,6.92,,7.12,1.69,,688369
218019178.0,,,26.51,2026-01-05,26.68,25.16,25.3,,,83948,5.98,7.29,,4.25,1.08,,688369
135704235.0,,,26.37,2026-01-06,26.93,25.75,26.37,,,51787,4.45,4.49,,-0.53,-0.14,,688369
90804647.0,,,26.18,2026-01-07,26.5,25.79,26.37,,,34702,2.69,3.01,,-0.72,-0.19,,688369
207082922.0,,,27.21,2026-01-08,27.89,26.11,26.35,,,76379,6.8,6.63,,3.93,1.03,,688369
232026200.0,,,28.7,2026-01-09,29.21,27.21,27.36,,,82213,7.35,7.14,,5.48,1.49,,688369
483474023.0,,,33.59,2026-01-12,33.98,29.0,29.99,,,155353,17.35,13.48,,17.04,4.89,,688369
707662208.0,,,31.77,2026-01-13,35.92,31.25,35.0,,,216800,13.9,18.82,,-5.42,-1.82,,688369
677268756.0,,,32.43,2026-01-14,35.35,31.55,31.55,,,203002,11.96,17.62,,2.08,0.66,,688369
1048891798.0,25.75,18.47,50.35,,55.78,47.57,49.07,57.94,76.68,135409,,,2019-10-31,,,688369.0,688369
