amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
79425760.0,,,35.0,2025-12-15,35.49,34.31,34.7,,,22808,3.38,1.86,,0.34,0.12,,688090
94688963.0,,,34.1,2025-12-16,35.92,33.98,35.01,,,27235,5.54,2.23,,-2.57,-0.9,,688090
60850108.0,,,34.99,2025-12-17,35.0,33.89,33.89,,,17696,3.26,1.45,,2.61,0.89,,688090
241064666.0,,,37.3,2025-12-18,37.95,34.68,34.68,,,65308,9.35,5.34,,6.6,2.31,,688090
99109494.0,,,37.37,2025-12-19,37.74,37.0,37.0,,,26536,1.98,2.17,,0.19,0.07,,688090
254366296.0,,,39.86,2025-12-22,40.24,37.37,37.37,,,64706,7.68,5.29,,6.66,2.49,,688090
138765166.0,,,39.99,2025-12-23,40.38,39.15,40.38,,,34868,3.09,2.85,,0.33,0.13,,688090
129666633.0,,,39.64,2025-12-24,40.68,39.5,39.96,,,32518,2.95,2.66,,-0.88,-0.35,,688090
176397074.0,,,40.25,2025-12-25,40.7,39.22,39.77,,,44072,3.73,3.6,,1.54,0.61,,688090
182086710.0,,,40.58,2025-12-26,41.18,39.8,40.25,,,45162,3.43,3.69,,0.82,0.33,,688090
878894227.0,,,48.7,2025-12-29,48.7,42.0,45.83,,,191131,16.51,15.62,,20.01,8.12,,688090
686126025.0,,,45.18,2025-12-30,47.37,43.7,47.05,,,152509,7.54,12.46,,-7.23,-3.52,,688090
465816624.0,,,44.48,2025-12-31,45.14,42.35,44.96,,,106154,6.18,8.67,,-1.55,-0.7,,688090
494497014.0,,,47.42,2026-01-05,49.4,44.43,44.44,,,104473,11.17,8.54,,6.61,2.94,,688090
434429629.0,,,50.05,2026-01-06,50.77,47.42,47.45,,,88473,7.06,7.23,,5.55,2.63,,688090
314397112.0,,,48.5,2026-01-07,49.77,47.5,49.77,,,65148,4.54,5.32,,-3.1,-1.55,,688090
221413009.0,,,48.91,2026-01-08,49.55,47.74,48.02,,,45447,3.73,3.71,,0.85,0.41,,688090
199163373.0,,,48.94,2026-01-09,49.47,48.12,48.75,,,40965,2.76,3.35,,0.06,0.03,,688090
314942931.0,,,49.75,2026-01-12,50.91,47.56,48.94,,,63537,6.85,5.19,,1.66,0.81,,688090
308490246.0,,,48.04,2026-01-13,51.5,48.02,49.75,,,61963,6.99,5.06,,-3.44,-1.71,,688090
446661819.0,,,49.74,2026-01-14,50.82,47.9,48.2,,,90539,6.08,7.4,,3.54,1.7,,688090
238115587.0,,,48.6,2026-01-15,50.5,48.44,49.76,,,48331,4.14,3.95,,-2.29,-1.14,,688090
235347045.0,,,47.98,2026-01-16,49.29,47.15,48.4,,,48935,4.4,4.0,,-1.28,-0.62,,688090
1115701062.0,59.63,39.89,54.48,,57.67,48.97,49.52,273.41,75.7,116006,,,2020-02-17,,,688090.0,688090
