amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
22990357.0,,,44.32,2025-12-15,45.43,44.3,44.75,,,5123,2.54,0.53,,-0.49,-0.22,,688580
29842896.0,,,43.9,2025-12-16,44.76,43.69,44.2,,,6759,2.41,0.71,,-0.95,-0.42,,688580
46037110.0,,,44.72,2025-12-17,44.96,43.55,44.1,,,10401,3.21,1.09,,1.87,0.82,,688580
90035581.0,,,46.4,2025-12-18,46.99,44.15,44.15,,,19539,6.35,2.04,,3.76,1.68,,688580
63594360.0,,,46.61,2025-12-19,47.47,45.72,45.95,,,13733,3.77,1.43,,0.45,0.21,,688580
64391874.0,,,47.06,2025-12-22,47.42,46.5,46.72,,,13711,1.97,1.43,,0.97,0.45,,688580
40629038.0,,,46.5,2025-12-23,47.01,46.26,46.95,,,8743,1.59,0.91,,-1.19,-0.56,,688580
41184342.0,,,46.61,2025-12-24,47.0,45.79,46.46,,,8890,2.6,0.93,,0.24,0.11,,688580
163483502.0,,,49.28,2025-12-25,50.2,46.68,46.68,,,33536,7.55,3.5,,5.73,2.67,,688580
101329866.0,,,48.07,2025-12-26,49.45,47.91,49.45,,,20918,3.13,2.18,,-2.46,-1.21,,688580
111698197.0,,,49.35,2025-12-29,50.11,47.9,47.91,,,22604,4.6,2.36,,2.66,1.28,,688580
75166954.0,,,48.6,2025-12-30,49.2,48.05,49.02,,,15491,2.33,1.62,,-1.52,-0.75,,688580
38567313.0,,,48.4,2025-12-31,48.83,48.13,48.6,,,7974,1.44,0.83,,-0.41,-0.2,,688580
397267786.0,,,58.08,2026-01-05,58.08,51.9,51.98,,,70192,12.77,7.33,,20.0,9.68,,688580
698077209.0,,,69.7,2026-01-06,69.7,63.89,65.01,,,102886,10.0,10.74,,20.01,11.62,,688580
827092563.0,,,64.53,2026-01-07,72.27,59.66,72.27,,,126212,18.09,13.18,,-7.42,-5.17,,688580
687422005.0,,,67.43,2026-01-08,69.98,62.72,64.3,,,102974,11.25,10.75,,4.49,2.9,,688580
489617728.0,,,65.7,2026-01-09,68.99,64.44,66.0,,,73983,6.75,7.72,,-2.57,-1.73,,688580
568820446.0,,,68.11,2026-01-12,69.5,65.49,65.5,,,84907,6.1,8.87,,3.67,2.41,,688580
582878160.0,,,68.0,2026-01-13,70.7,64.16,68.05,,,86215,9.6,9.0,,-0.16,-0.11,,688580
550846988.0,,,67.06,2026-01-14,70.5,66.0,66.0,,,80632,6.62,8.42,,-1.38,-0.94,,688580
1890251544.0,33.91,81.27,125.65,,125.65,110.6,114.18,183.12,70.81,110992,,,2020-07-21,,,688580.0,688580
