amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
403288153.0,,,57.8,2025-12-15,59.95,57.18,57.5,,,68593,4.8,3.41,,0.09,0.05,,688503
317495492.0,,,56.14,2025-12-16,57.65,54.8,57.5,,,56671,4.93,2.82,,-2.87,-1.66,,688503
499580592.0,,,58.05,2025-12-17,58.5,54.28,56.35,,,87802,7.52,4.37,,3.4,1.91,,688503
345635444.0,,,56.03,2025-12-18,59.5,55.68,57.75,,,60261,6.58,3.0,,-3.48,-2.02,,688503
287435028.0,,,56.77,2025-12-19,57.38,55.51,56.6,,,50869,3.34,2.53,,1.32,0.74,,688503
729257475.0,,,59.2,2025-12-22,60.16,56.2,56.9,,,124745,6.98,6.21,,4.28,2.43,,688503
879572228.0,,,60.45,2025-12-23,61.78,58.85,60.8,,,145497,4.95,7.24,,2.11,1.25,,688503
1282443202.0,,,64.89,2025-12-24,66.0,62.2,62.2,,,199492,6.29,9.93,,7.34,4.44,,688503
872060542.0,,,64.07,2025-12-25,65.93,62.78,64.28,,,135720,4.85,6.75,,-1.26,-0.82,,688503
771263195.0,,,62.31,2025-12-26,64.93,61.31,64.93,,,123014,5.65,6.12,,-2.75,-1.76,,688503
548430830.0,,,62.65,2025-12-29,64.9,62.01,62.31,,,86993,4.64,4.33,,0.55,0.34,,688503
441002019.0,,,62.25,2025-12-30,63.36,61.06,61.5,,,70869,3.67,3.53,,-0.64,-0.4,,688503
364622148.0,,,61.0,2025-12-31,63.36,60.94,62.5,,,59058,3.89,2.94,,-2.01,-1.25,,688503
466448574.0,,,62.83,2026-01-05,63.5,60.06,61.5,,,74632,5.64,3.71,,3.0,1.83,,688503
493435611.0,,,62.82,2026-01-06,64.18,62.06,63.03,,,78470,3.37,3.91,,-0.02,-0.01,,688503
1836545342.0,,,70.2,2026-01-07,72.68,67.05,69.0,,,264791,8.96,13.18,,11.75,7.38,,688503
1671629223.0,,,73.73,2026-01-08,75.2,69.28,70.93,,,232991,8.43,11.6,,5.03,3.53,,688503
1156337075.0,,,72.91,2026-01-09,74.64,69.61,72.26,,,159396,6.82,7.93,,-1.11,-0.82,,688503
992248217.0,,,71.9,2026-01-12,73.4,70.08,71.0,,,138696,4.55,6.9,,-1.39,-1.01,,688503
1412637136.0,,,74.5,2026-01-13,76.19,68.83,71.12,,,193719,10.24,9.64,,3.62,2.6,,688503
1341143329.0,,,73.89,2026-01-14,77.77,71.34,73.47,,,179848,8.63,8.95,,-0.82,-0.61,,688503
2500723808.0,15.08,17.99,67.45,,74.89,67.43,73.04,36.37,68.66,163077,,,2022-12-09,,,688503.0,688503
