amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
43939247.0,6.41,2024-01-08,6.57,6.38,6.52,64713,2.91,0.22,-1.69,-0.11,600673
39316279.0,6.34,2024-01-09,6.51,6.33,6.41,58486,2.81,0.2,-1.09,-0.07,600673
29300327.0,6.31,2024-01-10,6.42,6.26,6.37,43935,2.52,0.15,-0.47,-0.03,600673
41316889.0,6.45,2024-01-11,6.51,6.29,6.31,61359,3.49,0.2,2.22,0.14,600673
32040129.0,6.47,2024-01-12,6.57,6.42,6.46,46917,2.33,0.16,0.31,0.02,600673
25364293.0,6.39,2024-01-15,6.49,6.37,6.49,37620,1.85,0.13,-1.24,-0.08,600673
29965022.0,6.41,2024-01-16,6.44,6.34,6.39,44550,1.56,0.15,0.31,0.02,600673
31981610.0,6.28,2024-01-17,6.45,6.28,6.41,47840,2.65,0.16,-2.03,-0.13,600673
79297316.0,6.28,2024-01-18,6.35,6.01,6.28,122190,5.41,0.41,0.0,0.0,600673
53106034.0,6.27,2024-01-19,6.48,6.25,6.28,79194,3.66,0.26,-0.16,-0.01,600673
91496807.0,6.17,2024-01-22,6.27,5.89,6.25,143390,6.06,0.48,-1.59,-0.1,600673
58945527.0,6.18,2024-01-23,6.19,5.92,6.08,91734,4.38,0.31,0.16,0.01,600673
61612065.0,6.21,2024-01-24,6.27,6.07,6.18,94956,3.24,0.32,0.49,0.03,600673
38873500.0,6.26,2024-01-25,6.35,6.16,6.21,58875,3.06,0.2,0.81,0.05,600673
36393863.0,6.16,2024-01-26,6.29,6.15,6.25,55726,2.24,0.19,-1.6,-0.1,600673
36137398.0,6.06,2024-01-29,6.21,5.99,6.2,56441,3.57,0.19,-1.62,-0.1,600673
30086314.0,5.85,2024-01-30,6.09,5.85,6.05,47768,3.96,0.16,-3.47,-0.21,600673
47134290.0,5.86,2024-01-31,5.92,5.67,5.85,76735,4.27,0.26,0.17,0.01,600673
57828182.0,5.93,2024-02-01,6.07,5.74,5.79,92722,5.63,0.31,1.19,0.07,600673
92617751.0,5.86,2024-02-02,5.93,5.67,5.91,151254,4.38,0.5,-1.18,-0.07,600673
125136218.0,6.19,2024-02-05,6.33,5.68,5.83,198863,11.09,0.66,5.63,0.33,600673
136232459.0,6.62,2024-02-06,6.69,6.08,6.14,201552,9.85,0.67,6.95,0.43,600673
272313146.0,7.14,2024-02-07,7.17,6.62,6.64,371935,8.31,1.24,7.85,0.52,600673
