amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
398151399.0,,,83.6,2025-12-15,89.1,83.0,87.3,,,46660,6.99,2.18,,-4.25,-3.71,,688698
302944146.0,,,81.79,2025-12-16,84.47,80.62,83.8,,,36968,4.61,1.73,,-2.17,-1.81,,688698
265956808.0,,,82.69,2025-12-17,83.2,80.69,81.69,,,32466,3.07,1.52,,1.1,0.9,,688698
326553163.0,,,79.0,2025-12-18,83.94,79.0,82.0,,,40322,5.97,1.89,,-4.46,-3.69,,688698
232634009.0,,,78.64,2025-12-19,80.49,78.36,79.9,,,29377,2.7,1.37,,-0.46,-0.36,,688698
560110275.0,,,76.25,2025-12-22,79.74,75.57,78.64,,,73200,5.3,3.42,,-3.04,-2.39,,688698
291200138.0,,,75.66,2025-12-23,77.12,75.36,76.0,,,38311,2.31,1.79,,-0.77,-0.59,,688698
388623412.0,,,78.08,2025-12-24,78.23,74.66,76.26,,,50334,4.72,2.35,,3.2,2.42,,688698
671310527.0,,,83.68,2025-12-25,85.68,77.8,77.91,,,81668,10.09,3.82,,7.17,5.6,,688698
951717317.0,,,90.5,2025-12-26,95.3,84.55,84.7,,,105169,12.85,4.92,,8.15,6.82,,688698
935841279.0,,,93.45,2025-12-29,95.7,88.3,90.0,,,101424,8.18,4.74,,3.26,2.95,,688698
1196177842.0,,,103.55,2025-12-30,103.55,92.0,92.75,,,123946,12.36,5.8,,10.81,10.1,,688698
860912063.0,,,98.88,2025-12-31,101.0,97.12,100.07,,,87025,3.75,4.07,,-4.51,-4.67,,688698
608205649.0,,,98.05,2026-01-05,99.8,97.0,97.89,,,61919,2.83,2.9,,-0.84,-0.83,,688698
607632390.0,,,95.8,2026-01-06,99.99,94.36,98.31,,,63234,5.74,2.95,,-2.29,-2.25,,688698
645221911.0,,,96.06,2026-01-07,99.0,92.51,92.51,,,67466,6.77,3.15,,0.27,0.26,,688698
502272163.0,,,94.57,2026-01-08,96.82,93.5,95.4,,,53050,3.46,2.48,,-1.55,-1.49,,688698
806601392.0,,,98.57,2026-01-09,100.0,94.5,95.86,,,82580,5.82,3.86,,4.23,4.0,,688698
1068317241.0,,,103.85,2026-01-12,107.38,93.0,97.58,,,107057,14.59,5.0,,5.36,5.28,,688698
965158561.0,,,106.03,2026-01-13,106.61,101.12,103.89,,,92471,5.29,4.32,,2.1,2.18,,688698
860375604.0,,,99.22,2026-01-14,106.44,98.1,105.0,,,84574,7.87,3.95,,-6.42,-6.81,,688698
618694016.0,34.72,9.27,18.63,,21.56,18.31,18.61,99.04,80.91,296337,,,2020-12-29,,,688698.0,688698
