amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
843833148.95,9.04,2024-01-08,9.33,8.82,8.93,924032,5.64,5.83,-0.11,-0.01,158
692098492.44,8.82,2024-01-09,9.18,8.72,9.0,774029,5.09,4.89,-2.43,-0.22,158
634076342.16,8.26,2024-01-10,8.75,8.26,8.75,755277,5.56,4.77,-6.35,-0.56,158
955211193.1,9.09,2024-01-11,9.09,8.26,8.26,1076050,10.05,6.79,10.05,0.83,158
1684341388.88,9.21,2024-01-12,9.44,9.09,9.09,1820962,3.85,11.49,1.32,0.12,158
1048525043.77,9.32,2024-01-15,9.43,9.15,9.23,1128957,3.04,7.13,1.19,0.11,158
825534350.38,9.28,2024-01-16,9.28,8.99,9.22,905199,3.11,5.71,-0.43,-0.04,158
1375270454.42,9.31,2024-01-17,9.75,9.05,9.15,1464799,7.54,9.25,0.32,0.03,158
2071880187.44,9.72,2024-01-18,9.99,8.96,9.05,2166720,11.06,13.68,4.4,0.41,158
1324619851.16,9.05,2024-01-19,9.63,9.05,9.5,1422091,5.97,8.98,-6.89,-0.67,158
986970050.17,8.39,2024-01-22,9.03,8.19,8.88,1147059,9.28,7.24,-7.29,-0.66,158
702233472.51,8.41,2024-01-23,8.57,8.15,8.34,837453,5.01,5.29,0.24,0.02,158
712467578.38,8.31,2024-01-24,8.48,8.01,8.41,865745,5.59,5.46,-1.19,-0.1,158
1266442883.69,9.14,2024-01-25,9.14,8.21,8.31,1438233,11.19,9.08,9.99,0.83,158
1728364045.49,9.14,2024-01-26,9.45,9.1,9.23,1862394,3.83,11.76,0.0,0.0,158
957761680.82,8.8,2024-01-29,9.42,8.8,9.09,1057207,6.78,6.67,-3.72,-0.34,158
672855849.47,8.46,2024-01-30,8.88,8.4,8.6,783394,5.45,4.94,-3.86,-0.34,158
817103572.22,7.61,2024-01-31,8.49,7.61,8.35,1027150,10.4,6.48,-10.05,-0.85,158
659435948.2,7.48,2024-02-01,7.87,7.07,7.26,877651,10.51,5.54,-1.71,-0.13,158
649610037.72,7.06,2024-02-02,7.63,6.8,7.5,905464,11.1,5.72,-5.61,-0.42,158
572668076.79,6.35,2024-02-05,7.02,6.35,7.02,880605,9.49,5.56,-10.06,-0.71,158
573550687.99,6.62,2024-02-06,6.83,5.9,6.06,901906,14.65,5.69,4.25,0.27,158
587834277.34,6.67,2024-02-07,7.03,6.55,6.62,863794,7.25,5.45,0.76,0.05,158
597828056.9,7.12,2024-02-08,7.16,6.7,6.82,859046,6.9,5.42,6.75,0.45,158
676780976.22,7.46,2024-02-19,7.5,7.23,7.31,917640,3.79,5.79,4.78,0.34,158
608901395.7,7.52,2024-02-20,7.75,7.22,7.37,810273,7.1,5.11,0.8,0.06,158
769585710.54,7.62,2024-02-21,7.9,7.38,7.38,1004140,6.91,6.34,1.33,0.1,158
875167756.52,7.95,2024-02-22,8.15,7.72,7.77,1107369,5.64,6.99,4.33,0.33,158
1039001178.59,8.4,2024-02-23,8.4,8.09,8.09,1255964,3.9,7.93,5.66,0.45,158
1003988468.9,8.24,2024-02-26,8.53,8.13,8.39,1210136,4.76,7.64,-1.9,-0.16,158
