amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
52336651.24,5.53,2024-01-08,5.7,5.52,5.7,93108,3.16,0.58,-2.98,-0.17,59
56814058.38,5.51,2024-01-09,5.59,5.45,5.53,102812,2.53,0.64,-0.36,-0.02,59
52703601.0,5.49,2024-01-10,5.53,5.45,5.51,95432,1.45,0.6,-0.36,-0.02,59
68045063.0,5.43,2024-01-11,5.52,5.41,5.49,124203,2.0,0.78,-1.09,-0.06,59
72332439.0,5.39,2024-01-12,5.51,5.38,5.44,132323,2.39,0.83,-0.74,-0.04,59
64330984.75,5.37,2024-01-15,5.44,5.29,5.37,119136,2.78,0.74,-0.37,-0.02,59
90445589.42,5.26,2024-01-16,5.4,5.19,5.37,170559,3.91,1.07,-2.05,-0.11,59
57982500.04,5.12,2024-01-17,5.27,5.12,5.26,110842,2.85,0.69,-2.66,-0.14,59
87103934.84,5.03,2024-01-18,5.16,4.89,5.14,173216,5.27,1.08,-1.76,-0.09,59
60871816.38,4.99,2024-01-19,5.09,4.96,5.02,120602,2.58,0.75,-0.8,-0.04,59
89613203.21,4.7,2024-01-22,5.02,4.7,4.99,182806,6.41,1.14,-5.81,-0.29,59
71555556.19,4.78,2024-01-23,4.79,4.64,4.71,150245,3.19,0.94,1.7,0.08,59
78859359.56,4.89,2024-01-24,4.89,4.71,4.79,162561,3.77,1.02,2.3,0.11,59
88594063.81,5.22,2024-01-25,5.23,4.87,4.9,173617,7.36,1.09,6.75,0.33,59
129233661.95,5.33,2024-01-26,5.48,5.22,5.23,240025,4.98,1.5,2.11,0.11,59
91208498.78,5.24,2024-01-29,5.41,5.21,5.33,171726,3.75,1.07,-1.69,-0.09,59
82157363.05,5.05,2024-01-30,5.24,5.03,5.18,159177,4.01,1.0,-3.63,-0.19,59
131420236.27,4.99,2024-01-31,5.26,4.96,5.24,257092,5.94,1.61,-1.19,-0.06,59
121662193.0,4.85,2024-02-01,4.94,4.77,4.94,248741,3.41,1.56,-2.81,-0.14,59
232316772.2,4.53,2024-02-02,4.9,4.36,4.84,506523,11.13,3.17,-6.6,-0.32,59
169741042.9,4.14,2024-02-05,4.5,4.07,4.5,399163,9.49,2.5,-8.61,-0.39,59
186131328.44,4.39,2024-02-06,4.46,4.0,4.1,438599,11.11,2.74,6.04,0.25,59
155253662.97,4.62,2024-02-07,4.68,4.34,4.41,338143,7.74,2.11,5.24,0.23,59
150444685.0,4.9,2024-02-08,4.95,4.63,4.64,307211,6.93,1.92,6.06,0.28,59
121142424.36,4.98,2024-02-19,5.08,4.91,4.97,241276,3.47,1.51,1.63,0.08,59
85473226.47,4.94,2024-02-20,4.99,4.88,4.99,171696,2.21,1.07,-0.8,-0.04,59
85106489.52,4.95,2024-02-21,5.1,4.89,4.93,169128,4.25,1.06,0.2,0.01,59
59525031.0,4.99,2024-02-22,5.03,4.92,4.95,118923,2.22,0.74,0.81,0.04,59
73210649.68,5.03,2024-02-23,5.04,4.95,5.01,145686,1.8,0.91,0.8,0.04,59
71759425.0,5.0,2024-02-26,5.1,4.97,5.04,141751,2.58,0.89,-0.6,-0.03,59
72314739.08,5.05,2024-02-27,5.07,4.94,4.99,143115,2.6,0.89,1.0,0.05,59
125880650.05,4.9,2024-02-28,5.19,4.89,5.05,247497,5.94,1.55,-2.97,-0.15,59
95306386.85,5.07,2024-02-29,5.07,4.83,4.88,189886,4.9,1.19,3.47,0.17,59
95981966.0,5.12,2024-03-01,5.15,5.04,5.07,187623,2.17,1.17,0.99,0.05,59
65342882.0,5.09,2024-03-04,5.14,5.01,5.12,127976,2.54,0.8,-0.59,-0.03,59
74822470.0,5.03,2024-03-05,5.09,5.0,5.07,147453,1.77,0.92,-1.18,-0.06,59
59710253.0,5.04,2024-03-06,5.1,5.01,5.02,117487,1.79,0.73,0.2,0.01,59
73587514.0,5.04,2024-03-07,5.16,5.02,5.05,143848,2.78,0.9,0.0,0.0,59
60462204.0,5.1,2024-03-08,5.12,5.0,5.04,118956,2.38,0.74,1.19,0.06,59
60367736.72,5.09,2024-03-11,5.12,5.03,5.1,118365,1.76,0.74,-0.2,-0.01,59
75439479.5,5.08,2024-03-12,5.12,5.03,5.09,147826,1.77,0.92,-0.2,-0.01,59
74199956.7,5.11,2024-03-13,5.14,5.03,5.09,145030,2.17,0.91,0.59,0.03,59
76110502.98,5.12,2024-03-14,5.19,5.07,5.1,147481,2.35,0.92,0.2,0.01,59
71928453.39,5.21,2024-03-15,5.22,5.06,5.12,138782,3.13,0.87,1.76,0.09,59
102911035.15,5.26,2024-03-18,5.3,5.19,5.22,195763,2.11,1.22,0.96,0.05,59
80437460.0,5.23,2024-03-19,5.31,5.22,5.25,152067,1.71,0.95,-0.57,-0.03,59
77620909.0,5.24,2024-03-20,5.28,5.18,5.25,147852,1.91,0.92,0.19,0.01,59
62866174.6,5.23,2024-03-21,5.27,5.2,5.23,119409,1.34,0.75,-0.19,-0.01,59
78767617.0,5.14,2024-03-22,5.26,5.1,5.24,151749,3.06,0.95,-1.72,-0.09,59
78411675.9,5.09,2024-03-25,5.2,5.09,5.17,151562,2.14,0.95,-0.97,-0.05,59
68327725.83,5.12,2024-03-26,5.15,5.04,5.09,133356,2.16,0.83,0.59,0.03,59
58138103.78,4.98,2024-03-27,5.15,4.97,5.11,113938,3.52,0.71,-2.73,-0.14,59
57048666.88,5.09,2024-03-28,5.14,4.95,4.96,111874,3.82,0.7,2.21,0.11,59
62492040.37,5.18,2024-03-29,5.18,5.07,5.1,120652,2.16,0.75,1.77,0.09,59
109561648.8,5.32,2024-04-01,5.32,5.17,5.18,206901,2.9,1.29,2.7,0.14,59
128851843.76,5.5,2024-04-02,5.55,5.28,5.28,235018,5.08,1.47,3.38,0.18,59
102148708.12,5.55,2024-04-03,5.57,5.48,5.5,183712,1.64,1.15,0.91,0.05,59
124574484.58,5.52,2024-04-08,5.71,5.49,5.49,221854,3.96,1.39,-0.54,-0.03,59
78137125.96,5.53,2024-04-09,5.57,5.48,5.51,140872,1.63,0.88,0.18,0.01,59
73105768.96,5.44,2024-04-10,5.58,5.4,5.53,132609,3.25,0.83,-1.63,-0.09,59
91588238.82,5.51,2024-04-11,5.6,5.38,5.42,164985,4.04,1.03,1.29,0.07,59
282552795.74,6.06,2024-04-12,6.06,5.42,5.49,478246,11.62,2.99,9.98,0.55,59
419712615.88,5.45,2024-04-15,5.94,5.45,5.94,753290,8.09,4.71,-10.07,-0.61,59
