amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
43239423.0,,,22.36,2025-12-15,22.67,22.26,22.67,,,19245,1.8,1.32,,-1.76,-0.4,,688589
42710887.0,,,21.62,2025-12-16,22.5,21.58,22.25,,,19583,4.11,1.35,,-3.31,-0.74,,688589
48581016.0,,,21.93,2025-12-17,21.94,21.1,21.7,,,22572,3.89,1.55,,1.43,0.31,,688589
57988206.0,,,22.31,2025-12-18,22.46,21.71,21.73,,,26117,3.42,1.8,,1.73,0.38,,688589
42880658.0,,,22.28,2025-12-19,22.6,22.18,22.55,,,19195,1.88,1.32,,-0.13,-0.03,,688589
45586357.0,,,22.48,2025-12-22,22.75,22.21,22.29,,,20218,2.42,1.39,,0.9,0.2,,688589
35347112.0,,,22.34,2025-12-23,22.67,22.21,22.48,,,15792,2.05,1.09,,-0.62,-0.14,,688589
53395925.0,,,22.6,2025-12-24,22.67,22.24,22.32,,,23744,1.92,1.63,,1.16,0.26,,688589
49715389.0,,,22.83,2025-12-25,22.9,22.46,22.68,,,21900,1.95,1.51,,1.02,0.23,,688589
58366602.0,,,22.66,2025-12-26,22.95,22.44,22.7,,,25701,2.23,1.77,,-0.74,-0.17,,688589
37066850.0,,,22.58,2025-12-29,22.79,22.48,22.66,,,16392,1.37,1.13,,-0.35,-0.08,,688589
52053680.0,,,22.75,2025-12-30,22.95,22.49,22.52,,,22868,2.04,1.57,,0.75,0.17,,688589
42452195.0,,,22.75,2025-12-31,22.93,22.45,22.7,,,18746,2.11,1.29,,0.0,0.0,,688589
81930219.0,,,23.15,2026-01-05,23.17,22.87,22.87,,,35556,1.32,2.45,,1.76,0.4,,688589
81795198.0,,,23.23,2026-01-06,23.31,22.9,23.14,,,35334,1.77,2.43,,0.35,0.08,,688589
101943798.0,,,23.48,2026-01-07,23.53,23.16,23.28,,,43624,1.59,3.0,,1.08,0.25,,688589
142848063.0,,,23.99,2026-01-08,24.33,23.33,23.48,,,59678,4.26,4.11,,2.17,0.51,,688589
118295042.0,,,23.95,2026-01-09,24.08,23.73,23.8,,,49530,1.46,3.41,,-0.17,-0.04,,688589
137423222.0,,,24.54,2026-01-12,24.56,23.81,24.1,,,56800,3.13,3.91,,2.46,0.59,,688589
136061847.0,,,23.7,2026-01-13,24.58,23.61,24.5,,,56745,3.95,3.9,,-3.42,-0.84,,688589
155393847.0,,,23.86,2026-01-14,24.31,23.52,23.74,,,64841,3.33,4.46,,0.68,0.16,,688589
1318248481.0,421.58,42.51,54.05,,83.19,34.54,35.23,368.37,77.89,191288,,,2020-07-22,,,688589.0,688589
