amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
54592757.0,4.07,2024-01-08,4.17,4.06,4.09,132521,2.69,1.3,-0.49,-0.02,428
178506802.95,4.26,2024-01-09,4.4,4.06,4.07,421680,8.35,4.14,4.67,0.19,428
262548839.07,4.38,2024-01-10,4.4,4.21,4.29,609029,4.46,5.98,2.82,0.12,428
152027821.0,4.26,2024-01-11,4.33,4.21,4.31,357114,2.74,3.5,-2.74,-0.12,428
93757206.18,4.11,2024-01-12,4.22,4.1,4.22,225544,2.82,2.21,-3.52,-0.15,428
110384938.56,4.18,2024-01-15,4.24,4.05,4.07,262910,4.62,2.58,1.7,0.07,428
305276064.04,4.6,2024-01-16,4.6,4.18,4.19,683941,10.05,6.71,10.05,0.42,428
473701244.97,4.45,2024-01-17,4.75,4.43,4.65,1032981,6.96,10.14,-3.26,-0.15,428
266454295.57,4.35,2024-01-18,4.47,4.23,4.44,615488,5.39,6.04,-2.25,-0.1,428
347426372.92,4.44,2024-01-19,4.62,4.26,4.34,778800,8.28,7.64,2.07,0.09,428
270702991.73,4.0,2024-01-22,4.35,4.0,4.31,648265,7.88,6.36,-9.91,-0.44,428
191741099.35,3.83,2024-01-23,3.88,3.6,3.83,513019,7.0,5.04,-4.25,-0.17,428
145308900.42,3.93,2024-01-24,3.97,3.77,3.8,374508,5.22,3.68,2.61,0.1,428
105866138.24,4.01,2024-01-25,4.03,3.85,3.91,267423,4.58,2.62,2.04,0.08,428
82053457.59,3.98,2024-01-26,4.06,3.97,4.01,204369,2.24,2.01,-0.75,-0.03,428
82635705.0,3.81,2024-01-29,4.02,3.8,4.0,212937,5.53,2.09,-4.27,-0.17,428
100562199.0,3.58,2024-01-30,3.79,3.57,3.79,273947,5.77,2.69,-6.04,-0.23,428
114990351.58,3.23,2024-01-31,3.57,3.22,3.56,344447,9.78,3.38,-9.78,-0.35,428
72820438.98,3.14,2024-02-01,3.24,3.08,3.2,231083,4.95,2.27,-2.79,-0.09,428
80773387.47,3.07,2024-02-02,3.25,2.93,3.13,259131,10.19,2.54,-2.23,-0.07,428
80862725.47,2.76,2024-02-05,3.06,2.76,3.02,287412,9.77,2.82,-10.1,-0.31,428
86065453.27,2.77,2024-02-06,2.88,2.48,2.59,327658,14.49,3.22,0.36,0.01,428
65511043.58,2.68,2024-02-07,2.77,2.65,2.75,242044,4.33,2.38,-3.25,-0.09,428
76866197.48,2.93,2024-02-08,2.95,2.67,2.7,274556,10.45,2.69,9.33,0.25,428
70901327.03,3.0,2024-02-19,3.04,2.94,2.94,236448,3.41,2.32,2.39,0.07,428
45050472.89,3.01,2024-02-20,3.01,2.91,3.0,151196,3.33,1.48,0.33,0.01,428
76410136.55,3.11,2024-02-21,3.18,2.97,3.01,246013,6.98,2.41,3.32,0.1,428
67875515.04,3.19,2024-02-22,3.24,3.08,3.12,214101,5.14,2.1,2.57,0.08,428
86778631.84,3.3,2024-02-23,3.34,3.16,3.18,268175,5.64,2.63,3.45,0.11,428
64715584.73,3.33,2024-02-26,3.39,3.26,3.33,194388,3.94,1.91,0.91,0.03,428
