amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
121191438.0,3.4,2024-01-08,3.54,3.38,3.52,351257,4.57,3.89,-2.86,-0.1,56
155829378.0,3.51,2024-01-09,3.52,3.4,3.4,447217,3.53,4.95,3.24,0.11,56
117899205.0,3.41,2024-01-10,3.5,3.39,3.5,343697,3.13,3.8,-2.85,-0.1,56
158293744.62,3.57,2024-01-11,3.58,3.39,3.4,450849,5.57,4.99,4.69,0.16,56
170099154.0,3.39,2024-01-12,3.55,3.38,3.54,495104,4.76,5.48,-5.04,-0.18,56
563770377.52,3.55,2024-01-15,3.73,3.38,3.4,1571238,10.32,17.39,4.72,0.16,56
542415834.1,3.49,2024-01-16,3.66,3.43,3.54,1526902,6.48,16.9,-1.69,-0.06,56
306098197.54,3.35,2024-01-17,3.5,3.33,3.48,904913,4.87,10.01,-4.01,-0.14,56
200516854.2,3.31,2024-01-18,3.33,3.21,3.31,613706,3.58,6.79,-1.19,-0.04,56
114475560.0,3.25,2024-01-19,3.38,3.24,3.35,348703,4.23,3.86,-1.81,-0.06,56
162541595.0,3.06,2024-01-22,3.23,3.0,3.21,517952,7.08,5.73,-5.85,-0.19,56
92087473.0,3.02,2024-01-23,3.06,2.95,3.05,306544,3.59,3.39,-1.31,-0.04,56
110046645.0,3.11,2024-01-24,3.12,3.0,3.01,357807,3.97,3.96,2.98,0.09,56
123666821.2,3.2,2024-01-25,3.23,3.07,3.1,389980,5.14,4.32,2.89,0.09,56
145428036.0,3.26,2024-01-26,3.34,3.18,3.19,443750,5.0,4.91,1.88,0.06,56
112327824.0,3.08,2024-01-29,3.29,3.07,3.28,356593,6.75,3.95,-5.52,-0.18,56
86992162.0,2.96,2024-01-30,3.12,2.95,3.1,286715,5.52,3.17,-3.9,-0.12,56
127161523.0,2.75,2024-01-31,2.97,2.73,2.89,447652,8.11,4.95,-7.09,-0.21,56
94037150.0,2.66,2024-02-01,2.78,2.58,2.72,352953,7.27,3.91,-3.27,-0.09,56
99826583.21,2.52,2024-02-02,2.76,2.41,2.67,384602,13.16,4.26,-5.26,-0.14,56
70981895.0,2.27,2024-02-05,2.49,2.27,2.45,308858,8.73,3.42,-9.92,-0.25,56
122041068.8,2.04,2024-02-06,2.18,2.04,2.08,590987,6.17,6.54,-10.13,-0.23,56
116824940.0,1.84,2024-02-07,2.06,1.84,2.05,628225,10.78,6.95,-9.8,-0.2,56
181661744.06,1.9,2024-02-08,1.93,1.66,1.7,1041924,14.67,11.53,3.26,0.06,56
155028838.43,2.09,2024-02-19,2.09,1.79,1.91,781522,15.79,8.65,10.0,0.19,56
147399262.94,2.16,2024-02-20,2.19,2.08,2.19,691086,5.26,7.65,3.35,0.07,56
187057323.95,2.38,2024-02-21,2.38,2.12,2.15,811166,12.04,8.98,10.19,0.22,56
286211491.52,2.51,2024-02-22,2.62,2.29,2.37,1171126,13.87,12.96,5.46,0.13,56
202676759.56,2.51,2024-02-23,2.6,2.45,2.51,810999,5.98,8.97,0.0,0.0,56
202073600.94,2.76,2024-02-26,2.76,2.51,2.52,765188,9.96,8.47,9.96,0.25,56
512089378.7,3.04,2024-02-27,3.04,2.69,2.8,1744877,12.68,19.31,10.14,0.28,56
568868292.78,2.74,2024-02-28,3.28,2.74,3.04,1890643,17.76,20.92,-9.87,-0.3,56
312758879.19,2.81,2024-02-29,2.89,2.48,2.48,1142747,14.96,12.64,2.55,0.07,56
207769417.0,2.74,2024-03-01,2.86,2.68,2.83,758114,6.41,8.39,-2.49,-0.07,56
180126505.99,2.67,2024-03-04,2.76,2.61,2.74,672742,5.47,7.44,-2.55,-0.07,56
520795917.75,2.94,2024-03-05,2.94,2.55,2.67,1859705,14.61,20.58,10.11,0.27,56
432077603.49,2.9,2024-03-06,3.04,2.82,2.89,1475303,7.48,16.32,-1.36,-0.04,56
473028495.83,3.05,2024-03-07,3.18,2.86,2.9,1563259,11.03,17.3,5.17,0.15,56
830410806.99,3.36,2024-03-08,3.36,2.91,3.0,2524224,14.75,27.93,10.16,0.31,56
647397618.09,3.17,2024-03-11,3.3,3.13,3.22,2030580,5.06,22.47,-5.65,-0.19,56
348924939.79,3.18,2024-03-12,3.28,3.08,3.15,1094696,6.31,12.11,0.32,0.01,56
286619721.64,3.07,2024-03-13,3.17,3.04,3.15,928430,4.09,10.27,-3.46,-0.11,56
