amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
289466552.0,,,31.16,2025-12-15,33.16,30.81,33.02,,,91579,7.09,4.92,,-6.03,-2.0,,603829
264538008.0,,,29.39,2025-12-16,31.78,29.34,31.05,,,88298,7.83,4.74,,-5.68,-1.77,,603829
260341565.0,,,29.71,2025-12-17,30.77,28.01,28.97,,,89261,9.39,4.79,,1.09,0.32,,603829
201328128.0,,,30.46,2025-12-18,30.71,29.51,29.62,,,66670,4.04,3.58,,2.52,0.75,,603829
142751111.0,,,30.46,2025-12-19,31.36,30.3,30.49,,,46356,3.48,2.49,,0.0,0.0,,603829
212924665.0,,,27.41,2025-12-22,30.85,27.41,30.51,,,76524,11.29,4.11,,-10.01,-3.05,,603829
247614376.0,,,27.47,2025-12-23,28.26,26.59,27.29,,,89487,6.09,4.8,,0.22,0.06,,603829
426223440.0,,,24.73,2025-12-24,27.66,24.72,27.51,,,170428,10.7,9.15,,-9.97,-2.74,,603829
710205070.0,,,23.6,2025-12-25,24.72,22.5,24.72,,,303038,8.98,16.27,,-4.57,-1.13,,603829
356225558.0,,,23.57,2025-12-26,23.77,23.1,23.15,,,151934,2.84,8.16,,-0.13,-0.03,,603829
232899232.0,,,22.79,2025-12-29,23.57,22.69,23.48,,,101545,3.73,5.45,,-3.31,-0.78,,603829
199141249.0,,,22.29,2025-12-30,23.1,22.17,22.71,,,88479,4.08,4.75,,-2.19,-0.5,,603829
140481979.0,,,22.23,2025-12-31,22.55,22.18,22.2,,,62910,1.66,3.38,,-0.27,-0.06,,603829
125337290.0,,,22.28,2026-01-05,22.39,22.14,22.34,,,56323,1.12,3.02,,0.22,0.05,,603829
241340786.0,,,22.27,2026-01-06,22.38,22.0,22.3,,,108707,1.71,5.84,,-0.04,-0.01,,603829
283946155.0,,,22.76,2026-01-07,22.84,22.13,22.22,,,125532,3.19,6.74,,2.2,0.49,,603829
230253025.0,,,23.13,2026-01-08,23.43,22.41,22.76,,,100126,4.48,5.38,,1.63,0.37,,603829
291145169.0,,,23.45,2026-01-09,23.57,22.87,23.13,,,125356,3.03,6.73,,1.38,0.32,,603829
263088075.0,,,23.23,2026-01-12,23.92,23.11,23.45,,,112683,3.45,6.05,,-0.94,-0.22,,603829
449925044.0,,,24.08,2026-01-13,24.5,22.77,23.23,,,188403,7.45,10.11,,3.66,0.85,,603829
503134478.0,,,26.49,2026-01-14,26.49,24.05,24.32,,,196995,10.13,10.58,,10.01,2.41,,603829
566317932.0,,,26.0,2026-01-15,27.24,25.13,26.53,,,216061,7.97,11.6,,-1.85,-0.49,,603829
410436444.0,,,26.75,2026-01-16,27.27,26.11,26.5,,,152806,4.46,8.2,,2.88,0.75,,603829
175939.0,0.0,3.18,9.57,,9.57,9.57,9.57,49.77,0.04,169,,,2017-10-17,,,603829.0,603829
