amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
223804970.0,,,25.36,2025-12-15,26.16,25.11,25.51,,,86915,4.16,3.36,,0.36,0.09,,688510
155586196.0,,,24.32,2025-12-16,25.3,23.85,25.3,,,63650,5.72,2.45,,-4.1,-1.04,,688510
126841207.0,,,24.42,2025-12-17,24.52,23.46,24.3,,,52819,4.36,2.04,,0.41,0.1,,688510
88487666.0,,,24.37,2025-12-18,24.99,24.0,24.0,,,36033,4.05,1.39,,-0.2,-0.05,,688510
121126794.0,,,24.39,2025-12-19,24.97,24.05,24.13,,,49427,3.78,1.9,,0.08,0.02,,688510
84196294.0,,,24.55,2025-12-22,24.93,24.09,24.48,,,34231,3.44,1.32,,0.66,0.16,,688510
106182376.0,,,24.34,2025-12-23,24.59,23.83,24.59,,,43942,3.1,1.69,,-0.86,-0.21,,688510
211806540.0,,,25.59,2025-12-24,25.98,24.1,24.12,,,83267,7.72,3.21,,5.14,1.25,,688510
297573058.0,,,27.1,2025-12-25,27.65,25.63,25.75,,,111507,7.89,4.3,,5.9,1.51,,688510
187697300.0,,,26.51,2025-12-26,27.29,26.35,27.29,,,70315,3.47,2.71,,-2.18,-0.59,,688510
153026499.0,,,26.35,2025-12-29,26.56,25.99,26.36,,,58296,2.15,2.25,,-0.6,-0.16,,688510
192189668.0,,,26.42,2025-12-30,26.97,25.95,26.11,,,72478,3.87,2.79,,0.27,0.07,,688510
202690479.0,,,26.9,2025-12-31,27.04,26.02,26.2,,,76131,3.86,2.93,,1.82,0.48,,688510
209778646.0,,,26.89,2026-01-05,27.22,26.06,27.18,,,78412,4.31,3.02,,-0.04,-0.01,,688510
265084723.0,,,27.01,2026-01-06,27.13,26.1,26.33,,,99292,3.83,3.83,,0.45,0.12,,688510
407655813.0,,,28.27,2026-01-07,28.7,25.94,26.87,,,148394,10.22,5.72,,4.66,1.26,,688510
659051051.0,,,30.31,2026-01-08,31.66,27.77,28.2,,,217297,13.76,8.37,,7.22,2.04,,688510
563968824.0,,,31.0,2026-01-09,32.29,29.8,30.29,,,181401,8.22,6.99,,2.28,0.69,,688510
547727988.0,,,31.9,2026-01-12,33.13,30.51,31.0,,,171494,8.45,6.61,,2.9,0.9,,688510
508240320.0,,,31.36,2026-01-13,33.0,29.85,31.01,,,161455,9.87,6.22,,-1.69,-0.54,,688510
412158921.0,,,31.1,2026-01-14,32.75,30.25,31.2,,,131501,7.97,5.07,,-0.83,-0.26,,688510
323670767.0,,,31.51,2026-01-15,31.58,29.73,30.5,,,105636,5.95,4.07,,1.32,0.41,,688510
220321651.0,,,31.12,2026-01-16,32.39,30.8,31.6,,,70555,5.05,2.72,,-1.24,-0.39,,688510
1723514912.0,194.26,29.01,36.68,,45.0,30.1,34.5,378.23,98.96,489326,,,2020-12-16,,,688510.0,688510
