amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
12195837.0,,,7.23,2025-12-15,7.53,7.2,7.2,,,16553,4.6,0.52,,0.7,0.05,,603838
7028080.0,,,7.21,2025-12-16,7.39,7.2,7.29,,,9659,2.63,0.3,,-0.28,-0.02,,603838
9497070.0,,,7.32,2025-12-17,7.5,7.15,7.15,,,12929,4.85,0.4,,1.53,0.11,,603838
4023614.0,,,7.34,2025-12-18,7.43,7.25,7.26,,,5474,2.46,0.17,,0.27,0.02,,603838
12542291.0,,,7.5,2025-12-19,7.58,7.27,7.28,,,16803,4.22,0.53,,2.18,0.16,,603838
5016591.0,,,7.43,2025-12-22,7.48,7.35,7.48,,,6775,1.73,0.21,,-0.93,-0.07,,603838
4376548.0,,,7.44,2025-12-23,7.48,7.33,7.48,,,5934,2.02,0.19,,0.13,0.01,,603838
7273775.0,,,7.39,2025-12-24,7.57,7.33,7.44,,,9821,3.23,0.31,,-0.67,-0.05,,603838
3966678.0,,,7.42,2025-12-25,7.42,7.24,7.37,,,5390,2.44,0.17,,0.41,0.03,,603838
6031447.0,,,7.35,2025-12-26,7.54,7.35,7.42,,,8148,2.56,0.25,,-0.94,-0.07,,603838
7478744.0,,,7.32,2025-12-29,7.43,7.24,7.4,,,10243,2.59,0.32,,-0.41,-0.03,,603838
5298092.0,,,7.25,2025-12-30,7.32,7.24,7.28,,,7294,1.09,0.23,,-0.96,-0.07,,603838
19592326.0,,,7.48,2025-12-31,7.61,7.24,7.24,,,26296,5.1,0.82,,3.17,0.23,,603838
14216003.0,,,7.51,2026-01-05,7.6,7.3,7.42,,,19092,4.01,0.6,,0.4,0.03,,603838
15522567.0,,,7.62,2026-01-06,7.73,7.43,7.5,,,20370,3.99,0.64,,1.46,0.11,,603838
9056909.0,,,7.52,2026-01-07,7.73,7.44,7.62,,,12020,3.81,0.38,,-1.31,-0.1,,603838
6366770.0,,,7.49,2026-01-08,7.57,7.41,7.55,,,8498,2.13,0.27,,-0.4,-0.03,,603838
9995940.0,,,7.45,2026-01-09,7.53,7.41,7.53,,,13429,1.6,0.42,,-0.53,-0.04,,603838
13981117.0,,,7.45,2026-01-12,7.64,7.42,7.42,,,18712,2.95,0.58,,0.0,0.0,,603838
17095283.0,,,7.37,2026-01-13,7.47,7.32,7.43,,,23157,2.01,0.72,,-1.07,-0.08,,603838
13910714.0,,,7.32,2026-01-14,7.38,7.27,7.3,,,19003,1.49,0.59,,-0.68,-0.05,,603838
3724686.0,,,7.35,2026-01-15,7.38,7.25,7.35,,,5085,1.78,0.16,,0.41,0.03,,603838
5923735.0,,,7.31,2026-01-16,7.39,7.25,7.39,,,8124,1.9,0.25,,-0.54,-0.04,,603838
135741.0,0.0,1.7,5.18,,5.18,5.18,5.18,48.85,0.04,122,,,2015-07-01,,,603838.0,603838
