amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
42717497.3,6.09,2024-01-08,6.23,6.09,6.21,68302,2.25,0.44,-2.25,-0.14,401
40579182.0,6.11,2024-01-09,6.16,6.0,6.09,65468,2.63,0.42,0.33,0.02,401
29706155.32,6.08,2024-01-10,6.15,6.06,6.1,47910,1.47,0.31,-0.49,-0.03,401
51561506.6,6.07,2024-01-11,6.14,6.05,6.06,83337,1.48,0.54,-0.16,-0.01,401
39873586.98,6.1,2024-01-12,6.16,6.05,6.07,64162,1.81,0.41,0.49,0.03,401
32654373.85,6.08,2024-01-15,6.13,6.04,6.1,52719,1.48,0.34,-0.33,-0.02,401
39560216.88,6.04,2024-01-16,6.11,5.98,6.1,64390,2.14,0.42,-0.66,-0.04,401
41955937.0,5.91,2024-01-17,6.05,5.91,6.04,68847,2.32,0.44,-2.15,-0.13,401
76459292.86,5.79,2024-01-18,5.9,5.61,5.89,130981,4.91,0.85,-2.03,-0.12,401
36483488.87,5.76,2024-01-19,5.84,5.74,5.78,61982,1.73,0.4,-0.52,-0.03,401
60128420.56,5.49,2024-01-22,5.77,5.45,5.75,105383,5.56,0.68,-4.69,-0.27,401
45486162.71,5.58,2024-01-23,5.62,5.38,5.47,81180,4.37,0.52,1.64,0.09,401
47899204.1,5.72,2024-01-24,5.73,5.48,5.6,83768,4.48,0.54,2.51,0.14,401
83190720.2,5.91,2024-01-25,5.96,5.69,5.73,139239,4.72,0.9,3.32,0.19,401
66022982.16,6.0,2024-01-26,6.06,5.88,5.91,108205,3.05,0.7,1.52,0.09,401
48086532.0,5.94,2024-01-29,6.09,5.93,6.05,78917,2.67,0.51,-1.0,-0.06,401
45989655.67,5.77,2024-01-30,5.98,5.76,5.89,77034,3.7,0.5,-2.86,-0.17,401
54898237.42,5.63,2024-01-31,5.78,5.6,5.68,94977,3.12,0.61,-2.43,-0.14,401
51860751.89,5.5,2024-02-01,5.65,5.49,5.55,91589,2.84,0.59,-2.31,-0.13,401
67181467.77,5.36,2024-02-02,5.63,5.22,5.5,121074,7.45,0.78,-2.55,-0.14,401
93013724.03,5.12,2024-02-05,5.35,4.9,5.32,179231,8.4,1.16,-4.48,-0.24,401
93461326.69,5.58,2024-02-06,5.62,4.95,4.98,172827,13.09,1.12,8.98,0.46,401
181700157.67,5.88,2024-02-07,5.97,5.54,5.55,306018,7.71,1.98,5.38,0.3,401
