amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
25381808.0,,,20.97,2024-01-08,21.8,20.97,21.8,,,9458,3.84,0.83,-2.92,-0.63,3020
27249085.15,,,21.05,2024-01-09,21.28,20.85,21.25,,,10258,2.05,0.9,0.38,0.08,3020
19413399.75,,,20.85,2024-01-10,21.18,20.71,21.03,,,7329,2.23,0.64,-0.95,-0.2,3020
20744017.2,,,21.22,2024-01-11,21.27,20.79,20.82,,,7775,2.3,0.68,1.77,0.37,3020
20315507.88,,,21.0,2024-01-12,21.48,20.98,21.29,,,7586,2.36,0.66,-1.04,-0.22,3020
15761398.5,,,20.89,2024-01-15,21.36,20.76,20.78,,,5938,2.86,0.52,-0.52,-0.11,3020
16902141.2,,,21.06,2024-01-16,21.2,20.72,20.89,,,6396,2.3,0.56,0.81,0.17,3020
71278047.19,,,19.34,2024-01-17,21.22,19.33,21.08,,,28311,8.97,2.48,-8.17,-1.72,3020
39066276.68,,,19.45,2024-01-18,19.58,18.83,19.35,,,16059,3.88,1.41,0.57,0.11,3020
19079997.54,,,19.23,2024-01-19,19.64,19.22,19.38,,,7756,2.16,0.68,-1.13,-0.22,3020
43828104.98,,,17.72,2024-01-22,19.22,17.48,19.1,,,18727,9.05,1.64,-7.85,-1.51,3020
38339504.2,,,17.89,2024-01-23,18.05,17.31,17.72,,,16987,4.18,1.49,0.96,0.17,3020
52215660.0,,,17.51,2024-01-24,18.27,17.22,17.88,,,23274,5.87,2.04,-2.12,-0.38,3020
52121201.3,,,18.57,2024-01-25,18.68,17.4,17.53,,,22640,7.31,1.98,6.05,1.06,3020
30613623.0,,,18.23,2024-01-26,18.78,18.07,18.68,,,13035,3.82,1.14,-1.83,-0.34,3020
30138937.0,,,17.59,2024-01-29,18.56,17.53,18.23,,,13275,5.65,1.16,-3.51,-0.64,3020
28448684.05,,,17.05,2024-01-30,17.8,17.03,17.39,,,12828,4.38,1.12,-3.07,-0.54,3020
35923864.0,,,16.03,2024-01-31,17.38,16.01,17.05,,,17026,8.04,1.49,-5.98,-1.02,3020
43190134.47,,,15.63,2024-02-01,16.22,15.46,16.08,,,21337,4.74,1.87,-2.5,-0.4,3020
35792263.38,,,14.81,2024-02-02,15.99,14.3,15.72,,,18495,10.81,1.62,-5.25,-0.82,3020
36379587.83,,,13.38,2024-02-05,14.78,13.23,14.78,,,20425,10.47,1.79,-9.66,-1.43,3020
42978998.9,,,14.34,2024-02-06,14.82,12.63,12.63,,,24128,16.37,2.11,7.17,0.96,3020
53924200.29,,,14.88,2024-02-07,15.78,14.34,14.35,,,27908,10.04,2.44,3.77,0.54,3020
66754325.73,,,16.24,2024-02-08,16.47,14.45,14.67,,,33393,13.58,2.92,9.14,1.36,3020
62823668.62,,,16.83,2024-02-19,17.32,16.35,16.35,,,28939,5.97,2.53,3.63,0.59,3020
47374631.23,,,17.31,2024-02-20,17.71,16.37,16.82,,,21632,7.96,1.89,2.85,0.48,3020
37117645.83,,,17.13,2024-02-21,17.52,16.96,17.13,,,16805,3.24,1.47,-1.04,-0.18,3020
19951904.8,,,17.28,2024-02-22,17.32,17.03,17.03,,,9084,1.69,0.8,0.88,0.15,3020
27611369.58,,,17.53,2024-02-23,17.55,17.06,17.22,,,12469,2.84,1.09,1.45,0.25,3020
55732139.64,,,17.21,2024-02-26,17.68,17.03,17.51,,,25208,3.71,2.21,-1.83,-0.32,3020
43870264.4,,,17.36,2024-02-27,17.37,17.0,17.21,,,19985,2.15,1.75,0.87,0.15,3020
72475709.8,,,16.37,2024-02-28,17.93,16.37,17.47,,,32970,8.99,2.89,-5.7,-0.99,3020
55460138.68,,,16.5,2024-02-29,16.68,16.01,16.28,,,26530,4.09,2.32,0.79,0.13,3020
38682579.6,,,16.35,2024-03-01,16.5,16.13,16.39,,,18521,2.24,1.62,-0.91,-0.15,3020
72213325.63,,,16.86,2024-03-04,17.13,16.35,16.45,,,33677,4.77,2.95,3.12,0.51,3020
35149557.3,,,16.38,2024-03-05,16.71,16.31,16.69,,,16624,2.37,1.45,-2.85,-0.48,3020
30313360.54,,,16.13,2024-03-06,16.53,16.07,16.36,,,14562,2.81,1.27,-1.53,-0.25,3020
31634898.8,,,15.7,2024-03-07,16.29,15.7,16.23,,,15435,3.66,1.35,-2.67,-0.43,3020
24268118.31,,,15.88,2024-03-08,15.97,15.65,15.77,,,11933,2.04,1.04,1.15,0.18,3020
25155759.67,,,16.19,2024-03-11,16.27,15.83,15.83,,,12180,2.77,1.07,1.95,0.31,3020
34796311.81,,,16.7,2024-03-12,16.7,16.23,16.28,,,16439,2.9,1.44,3.15,0.51,3020
27676900.13,,,16.74,2024-03-13,16.87,16.45,16.72,,,12971,2.51,1.14,0.24,0.04,3020
43300143.8,,,16.62,2024-03-14,17.28,16.43,17.12,,,20048,5.08,1.75,-0.72,-0.12,3020
26156701.44,,,16.68,2024-03-15,16.83,16.43,16.45,,,12298,2.41,1.08,0.36,0.06,3020
29560217.53,,,17.03,2024-03-18,17.03,16.53,16.68,,,13735,3.0,1.2,2.1,0.35,3020
53456970.29,,,17.29,2024-03-19,17.73,16.9,16.99,,,24160,4.87,2.11,1.53,0.26,3020
48221893.9,,,17.64,2024-03-20,17.65,17.0,17.22,,,21714,3.76,1.9,2.02,0.35,3020
53537380.06,,,17.59,2024-03-21,18.03,17.31,17.67,,,23820,4.08,2.08,-0.28,-0.05,3020
43494092.99,,,17.4,2024-03-22,17.58,17.08,17.53,,,19672,2.84,1.72,-1.08,-0.19,3020
56590321.76,,,17.09,2024-03-25,17.88,17.07,17.34,,,25299,4.66,2.21,-1.78,-0.31,3020
34015196.0,,,16.91,2024-03-26,17.37,16.72,17.09,,,15668,3.8,1.37,-1.05,-0.18,3020
84495193.13,,,16.77,2024-03-27,17.45,16.68,16.95,,,38626,4.55,3.38,-0.83,-0.14,3020
35127050.29,,,16.7,2024-03-28,16.97,16.28,16.7,,,16444,4.11,1.44,-0.42,-0.07,3020
27017232.15,,,16.62,2024-03-29,16.86,16.49,16.69,,,12692,2.22,1.11,-0.48,-0.08,3020
32245485.15,,,16.93,2024-04-01,16.95,16.6,16.67,,,14973,2.11,1.31,1.87,0.31,3020
27969363.95,,,16.63,2024-04-02,16.98,16.56,16.95,,,13048,2.48,1.14,-1.77,-0.3,3020
32431435.99,,,16.54,2024-04-03,16.92,16.5,16.72,,,15205,2.53,1.33,-0.54,-0.09,3020
24251025.05,,,15.98,2024-04-08,16.59,15.97,16.59,,,11661,3.75,1.02,-3.39,-0.56,3020
32578052.24,,,16.66,2024-04-09,16.67,15.97,15.97,,,15512,4.38,1.36,4.26,0.68,3020
