amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
203146336.0,,,6.84,2025-12-15,6.97,6.82,6.92,,,295193,2.15,1.53,,-1.87,-0.13,,688779
181160238.0,,,6.74,2025-12-16,6.86,6.68,6.86,,,268876,2.63,1.39,,-1.46,-0.1,,688779
184833296.0,,,6.92,2025-12-17,6.96,6.73,6.77,,,270088,3.41,1.4,,2.67,0.18,,688779
142370231.0,,,6.82,2025-12-18,6.96,6.82,6.9,,,206882,2.02,1.07,,-1.45,-0.1,,688779
176985015.0,,,6.9,2025-12-19,6.96,6.84,6.86,,,255939,1.76,1.33,,1.17,0.08,,688779
183994554.0,,,6.94,2025-12-22,7.01,6.91,6.91,,,264286,1.45,1.37,,0.58,0.04,,688779
316182480.0,,,7.12,2025-12-23,7.2,6.91,6.94,,,446110,4.18,2.31,,2.59,0.18,,688779
457259524.0,,,7.47,2025-12-24,7.5,7.09,7.09,,,619460,5.76,3.21,,4.92,0.35,,688779
329719035.0,,,7.6,2025-12-25,7.67,7.33,7.4,,,438537,4.55,2.27,,1.74,0.13,,688779
501347061.0,,,7.82,2025-12-26,7.94,7.6,7.68,,,645651,4.47,3.35,,2.89,0.22,,688779
354342099.0,,,7.6,2025-12-29,7.85,7.56,7.84,,,462977,3.71,2.4,,-2.81,-0.22,,688779
292399241.0,,,7.57,2025-12-30,7.69,7.38,7.5,,,388496,4.08,2.01,,-0.39,-0.03,,688779
194392094.0,,,7.49,2025-12-31,7.68,7.48,7.6,,,258042,2.64,1.34,,-1.06,-0.08,,688779
313294624.0,,,7.73,2026-01-05,7.76,7.49,7.55,,,410474,3.6,2.13,,3.2,0.24,,688779
433346041.0,,,7.99,2026-01-06,8.07,7.8,7.8,,,545410,3.49,2.83,,3.36,0.26,,688779
340348932.0,,,7.93,2026-01-07,8.15,7.9,8.0,,,426895,3.13,2.21,,-0.75,-0.06,,688779
293873222.0,,,7.91,2026-01-08,8.07,7.86,7.92,,,369327,2.65,1.91,,-0.25,-0.02,,688779
477451022.0,,,8.11,2026-01-09,8.38,7.86,7.9,,,587226,6.57,3.04,,2.53,0.2,,688779
501302352.0,,,8.2,2026-01-12,8.39,8.13,8.2,,,607646,3.21,3.15,,1.11,0.09,,688779
426016709.0,,,8.19,2026-01-13,8.38,8.06,8.16,,,519853,3.9,2.69,,-0.12,-0.01,,688779
858402863.0,,,8.6,2026-01-14,8.88,8.15,8.15,,,1001983,8.91,5.19,,5.01,0.41,,688779
631721391.0,,,8.73,2026-01-15,9.19,8.58,8.68,,,715927,7.09,3.71,,1.51,0.13,,688779
657600597.0,,,8.96,2026-01-16,9.1,8.73,8.78,,,737176,4.24,3.82,,2.63,0.23,,688779
5878199808.0,109.42,17.52,22.83,,25.54,19.73,20.66,329.94,78.32,2721952,,,2021-08-11,,,688779.0,688779
