amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
185150816.0,,,17.04,2025-12-15,17.81,16.84,16.84,,,106473,5.91,7.69,,3.84,0.63,,603214
253124288.0,,,17.7,2025-12-16,18.6,16.95,17.01,,,144515,9.68,10.43,,3.87,0.66,,603214
178189323.0,,,17.26,2025-12-17,17.74,17.12,17.4,,,102699,3.5,7.41,,-2.49,-0.44,,603214
161521668.0,,,17.34,2025-12-18,17.77,17.1,17.1,,,92244,3.88,6.66,,0.46,0.08,,603214
243542415.0,,,17.96,2025-12-19,18.07,17.01,17.35,,,137771,6.11,9.94,,3.58,0.62,,603214
273148444.0,,,18.02,2025-12-22,18.57,17.52,17.9,,,150963,5.85,10.9,,0.33,0.06,,603214
159509166.0,,,17.61,2025-12-23,17.99,17.5,17.9,,,90590,2.72,6.54,,-2.28,-0.41,,603214
103726745.0,,,17.57,2025-12-24,17.65,17.41,17.53,,,59133,1.36,4.27,,-0.23,-0.04,,603214
118040716.0,,,17.44,2025-12-25,17.64,17.34,17.48,,,67763,1.71,4.89,,-0.74,-0.13,,603214
97337778.0,,,17.16,2025-12-26,17.5,17.14,17.43,,,56273,2.06,4.06,,-1.61,-0.28,,603214
59815680.0,,,17.09,2025-12-29,17.25,17.02,17.25,,,34962,1.34,2.52,,-0.41,-0.07,,603214
49852251.0,,,17.0,2025-12-30,17.12,16.94,17.05,,,29272,1.05,2.11,,-0.53,-0.09,,603214
54013913.0,,,17.16,2025-12-31,17.16,16.89,17.09,,,31701,1.59,2.29,,0.94,0.16,,603214
71643548.0,,,17.15,2026-01-05,17.28,17.06,17.2,,,41766,1.28,3.01,,-0.06,-0.01,,603214
75143186.0,,,17.29,2026-01-06,17.29,17.14,17.14,,,43599,0.87,3.15,,0.82,0.14,,603214
62672943.0,,,17.13,2026-01-07,17.27,17.08,17.27,,,36552,1.1,2.64,,-0.93,-0.16,,603214
48366297.0,,,17.17,2026-01-08,17.2,17.06,17.09,,,28203,0.82,2.04,,0.23,0.04,,603214
75011681.0,,,17.31,2026-01-09,17.31,17.12,17.16,,,43512,1.11,3.14,,0.82,0.14,,603214
143920944.0,,,17.68,2026-01-12,17.73,17.29,17.31,,,82172,2.54,5.93,,2.14,0.37,,603214
115642641.0,,,17.45,2026-01-13,17.85,17.41,17.71,,,65653,2.49,4.74,,-1.3,-0.23,,603214
123398124.0,,,17.77,2026-01-14,17.84,17.45,17.54,,,69835,2.23,5.04,,1.83,0.32,,603214
559871.0,28.86,6.27,18.12,,18.12,14.7,14.7,52.91,0.08,195,,,2018-03-30,,,603214.0,603214
