amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
250814142.0,,,5.43,2025-12-15,5.52,5.39,5.41,,,458428,2.39,0.46,,0.0,0.0,,688223
262275451.0,,,5.29,2025-12-16,5.43,5.29,5.41,,,492390,2.58,0.49,,-2.58,-0.14,,688223
224626808.0,,,5.37,2025-12-17,5.37,5.27,5.31,,,422178,1.89,0.42,,1.51,0.08,,688223
174401430.0,,,5.36,2025-12-18,5.39,5.31,5.34,,,325379,1.49,0.33,,-0.19,-0.01,,688223
195140220.0,,,5.44,2025-12-19,5.45,5.35,5.35,,,360023,1.87,0.36,,1.49,0.08,,688223
250054423.0,,,5.44,2025-12-22,5.47,5.4,5.42,,,459436,1.29,0.46,,0.0,0.0,,688223
277841906.0,,,5.38,2025-12-23,5.46,5.36,5.45,,,514621,1.84,0.51,,-1.1,-0.06,,688223
258892846.0,,,5.45,2025-12-24,5.47,5.33,5.38,,,477711,2.6,0.48,,1.3,0.07,,688223
525670867.0,,,5.62,2025-12-25,5.74,5.41,5.44,,,942652,6.06,0.94,,3.12,0.17,,688223
656313829.0,,,5.72,2025-12-26,5.83,5.69,5.75,,,1140004,2.49,1.14,,1.78,0.1,,688223
1262983211.0,,,5.94,2025-12-29,6.23,5.89,5.97,,,2087882,5.94,2.09,,3.85,0.22,,688223
630821128.0,,,5.75,2025-12-30,5.92,5.73,5.88,,,1089014,3.2,1.09,,-3.2,-0.19,,688223
416199391.0,,,5.64,2025-12-31,5.8,5.63,5.77,,,732802,2.96,0.73,,-1.91,-0.11,,688223
463461423.0,,,5.7,2026-01-05,5.77,5.68,5.76,,,811762,1.6,0.81,,1.06,0.06,,688223
944651767.0,,,6.02,2026-01-06,6.08,5.7,5.72,,,1593804,6.67,1.59,,5.61,0.32,,688223
819774368.0,,,6.07,2026-01-07,6.1,5.89,6.0,,,1368938,3.49,1.37,,0.83,0.05,,688223
1613306826.0,,,6.39,2026-01-08,6.65,6.01,6.07,,,2524633,10.54,2.52,,5.27,0.32,,688223
1324711509.0,,,6.18,2026-01-09,6.48,6.12,6.31,,,2112194,5.63,2.11,,-3.29,-0.21,,688223
1559462559.0,,,6.4,2026-01-12,6.66,6.15,6.15,,,2418290,8.25,2.42,,3.56,0.22,,688223
1063447126.0,,,6.26,2026-01-13,6.48,6.14,6.43,,,1699987,5.31,1.7,,-2.19,-0.14,,688223
1107051342.0,,,6.16,2026-01-14,6.44,6.08,6.23,,,1768731,5.75,1.77,,-1.6,-0.1,,688223
8997736960.0,73.88,5.55,10.22,,11.62,8.17,8.17,118.84,66.73,8819792,,,2022-01-26,,,688223.0,688223
