amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
12752227.0,,,10.69,2025-12-15,10.93,10.61,10.65,,,11869,2.96,0.24,,-1.02,-0.11,,603869
17127403.0,,,10.48,2025-12-16,10.69,10.4,10.61,,,16306,2.71,0.33,,-1.96,-0.21,,603869
20983890.0,,,10.27,2025-12-17,10.54,10.09,10.42,,,20479,4.29,0.41,,-2.0,-0.21,,603869
16463018.0,,,10.55,2025-12-18,10.65,10.28,10.37,,,15640,3.6,0.32,,2.73,0.28,,603869
12998427.0,,,10.77,2025-12-19,10.83,10.45,10.54,,,12101,3.6,0.24,,2.09,0.22,,603869
11554769.0,,,10.79,2025-12-22,10.99,10.71,10.79,,,10707,2.6,0.22,,0.19,0.02,,603869
19945715.0,,,10.88,2025-12-23,10.98,10.75,10.79,,,18338,2.13,0.37,,0.83,0.09,,603869
18895509.0,,,11.09,2025-12-24,11.11,10.81,10.86,,,17145,2.76,0.35,,1.93,0.21,,603869
21151196.0,,,11.19,2025-12-25,11.28,11.0,11.18,,,18962,2.52,0.38,,0.9,0.1,,603869
22127353.0,,,11.18,2025-12-26,11.42,11.11,11.36,,,19732,2.77,0.4,,-0.09,-0.01,,603869
28502584.0,,,10.85,2025-12-29,11.18,10.81,11.18,,,26132,3.31,0.53,,-2.95,-0.33,,603869
17614479.0,,,10.77,2025-12-30,10.93,10.63,10.65,,,16368,2.76,0.33,,-0.74,-0.08,,603869
17759952.0,,,10.59,2025-12-31,10.78,10.47,10.69,,,16768,2.88,0.34,,-1.67,-0.18,,603869
18399759.0,,,10.81,2026-01-05,10.9,10.55,10.67,,,17166,3.31,0.35,,2.08,0.22,,603869
12790031.0,,,10.89,2026-01-06,10.94,10.78,10.81,,,11776,1.48,0.24,,0.74,0.08,,603869
24077899.0,,,11.05,2026-01-07,11.17,10.79,10.92,,,22084,3.49,0.45,,1.47,0.16,,603869
24114260.0,,,10.84,2026-01-08,11.08,10.82,11.0,,,22045,2.35,0.45,,-1.9,-0.21,,603869
15643054.0,,,10.84,2026-01-09,10.88,10.74,10.78,,,14461,1.29,0.29,,0.0,0.0,,603869
45846134.0,,,10.51,2026-01-12,10.83,10.42,10.83,,,43399,3.78,0.88,,-3.04,-0.33,,603869
22178276.0,,,10.6,2026-01-13,10.66,10.46,10.52,,,20992,1.9,0.42,,0.86,0.09,,603869
21188433.0,,,10.52,2026-01-14,10.59,10.45,10.56,,,20156,1.32,0.41,,-0.75,-0.08,,603869
14529847.0,,,10.61,2026-01-15,10.61,10.35,10.48,,,13877,2.47,0.28,,0.86,0.09,,603869
9948466.0,,,10.58,2026-01-16,10.65,10.49,10.62,,,9432,1.51,0.19,,-0.28,-0.03,,603869
220820.0,0.0,1.53,4.33,,4.33,4.33,4.33,54.64,0.06,305,,,2015-03-26,,,603869.0,603869
