amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
44353773.1,,,23.93,2024-01-08,24.72,23.93,24.72,,,15191,3.19,0.65,-3.23,-0.8,915
59775580.84,,,24.34,2024-01-09,24.82,23.73,23.88,,,20389,4.55,0.87,1.71,0.41,915
28881832.0,,,24.05,2024-01-10,24.46,23.83,24.46,,,9912,2.59,0.42,-1.19,-0.29,915
49800268.24,,,24.73,2024-01-11,24.87,24.01,24.1,,,16898,3.58,0.72,2.83,0.68,915
38734317.0,,,24.22,2024-01-12,24.58,24.2,24.58,,,13180,1.54,0.56,-2.06,-0.51,915
42712794.6,,,24.21,2024-01-15,24.66,24.01,24.28,,,14559,2.68,0.62,-0.04,-0.01,915
70427376.31,,,23.93,2024-01-16,24.38,23.71,24.23,,,24360,2.77,1.04,-1.16,-0.28,915
68149522.78,,,23.51,2024-01-17,24.58,23.5,23.94,,,23411,4.51,1.0,-1.76,-0.42,915
74899545.64,,,22.94,2024-01-18,23.5,22.21,23.41,,,27042,5.49,1.15,-2.42,-0.57,915
37862544.54,,,22.91,2024-01-19,23.27,22.86,22.96,,,13510,1.79,0.58,-0.13,-0.03,915
212164621.05,,,22.74,2024-01-22,24.85,22.46,24.29,,,73830,10.43,3.15,-0.74,-0.17,915
120522128.38,,,23.0,2024-01-23,23.25,22.46,22.7,,,43235,3.47,1.85,1.14,0.26,915
93053070.69,,,22.85,2024-01-24,23.25,21.95,23.1,,,33658,5.65,1.44,-0.65,-0.15,915
89874524.8,,,23.95,2024-01-25,24.18,22.71,22.76,,,31514,6.43,1.35,4.81,1.1,915
71070083.17,,,24.13,2024-01-26,24.66,23.83,24.01,,,24327,3.47,1.04,0.75,0.18,915
57374526.1,,,23.95,2024-01-29,24.23,23.54,24.22,,,19941,2.86,0.85,-0.75,-0.18,915
74900475.26,,,22.63,2024-01-30,23.93,22.45,23.93,,,26740,6.18,1.14,-5.51,-1.32,915
58977590.99,,,21.77,2024-01-31,22.8,21.6,22.8,,,21797,5.3,0.93,-3.8,-0.86,915
64870079.08,,,21.88,2024-02-01,22.25,21.25,21.89,,,24133,4.59,1.03,0.51,0.11,915
95573105.3,,,20.8,2024-02-02,22.14,19.64,21.99,,,37127,11.43,1.59,-4.94,-1.08,915
108254471.42,,,21.6,2024-02-05,22.29,19.06,20.6,,,42036,15.53,1.79,3.85,0.8,915
126462223.06,,,23.6,2024-02-06,23.88,21.27,21.6,,,45114,12.08,1.93,9.26,2.0,915
117819600.9,,,24.2,2024-02-07,24.59,23.49,23.49,,,40391,4.66,1.72,2.54,0.6,915
118431516.24,,,24.5,2024-02-08,25.19,24.22,24.3,,,39713,4.01,1.7,1.24,0.3,915
91259602.51,,,24.9,2024-02-19,25.18,24.31,24.9,,,30636,3.55,1.31,1.63,0.4,915
70484120.2,,,25.17,2024-02-20,25.3,24.55,24.98,,,23447,3.01,1.0,1.08,0.27,915
90527288.8,,,24.9,2024-02-21,25.61,24.73,25.0,,,29973,3.5,1.28,-1.07,-0.27,915
65821818.98,,,25.52,2024-02-22,25.56,24.84,24.9,,,21762,2.89,0.93,2.49,0.62,915
64958027.54,,,26.04,2024-02-23,26.08,25.32,25.72,,,21132,2.98,0.9,2.04,0.52,915
85788517.01,,,26.36,2024-02-26,26.57,25.81,26.2,,,27434,2.92,1.17,1.23,0.32,915
83297801.94,,,26.48,2024-02-27,26.55,26.08,26.55,,,26651,1.78,1.14,0.46,0.12,915
106388665.78,,,25.66,2024-02-28,26.81,25.45,26.37,,,34112,5.14,1.46,-3.1,-0.82,915
