amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
569301392.0,,,125.55,2025-12-15,128.71,125.52,126.11,,,44996,2.45,2.84,,-3.42,-4.45,,688123
482332360.0,,,122.6,2025-12-16,127.99,121.21,125.25,,,39205,5.4,2.48,,-2.35,-2.95,,688123
381794944.0,,,126.0,2025-12-17,126.37,121.68,123.2,,,30789,3.83,1.95,,2.77,3.4,,688123
628066607.0,,,125.79,2025-12-18,129.37,124.88,125.2,,,49527,3.56,3.13,,-0.17,-0.21,,688123
728410031.0,,,122.5,2025-12-19,130.31,121.91,129.01,,,58730,6.68,3.71,,-2.62,-3.29,,688123
605420128.0,,,124.85,2025-12-22,127.6,123.51,123.51,,,48052,3.34,3.04,,1.92,2.35,,688123
583824872.0,,,126.71,2025-12-23,128.92,124.51,125.0,,,46061,3.53,2.91,,1.49,1.86,,688123
616643945.0,,,128.1,2025-12-24,129.0,125.6,127.66,,,48417,2.68,3.06,,1.1,1.39,,688123
782261363.0,,,130.12,2025-12-25,132.38,127.2,128.0,,,60212,4.04,3.8,,1.58,2.02,,688123
906360231.0,,,129.83,2025-12-26,134.88,128.5,129.0,,,68944,4.9,4.36,,-0.22,-0.29,,688123
652518183.0,,,127.63,2025-12-29,132.38,127.12,130.0,,,50521,4.05,3.19,,-1.69,-2.2,,688123
627799822.0,,,127.65,2025-12-30,131.93,126.49,126.49,,,48772,4.26,3.08,,0.02,0.02,,688123
600226736.0,,,125.58,2025-12-31,129.5,124.31,128.5,,,47550,4.07,3.0,,-1.62,-2.07,,688123
1429890377.0,,,136.01,2026-01-05,136.6,128.19,128.52,,,107705,6.7,6.81,,8.31,10.43,,688123
1634070730.0,,,137.0,2026-01-06,139.8,134.22,136.17,,,119299,4.1,7.54,,0.73,0.99,,688123
3325830158.0,,,151.0,2026-01-07,159.0,145.82,155.0,,,220030,9.62,13.9,,10.22,14.0,,688123
1654010320.0,,,148.6,2026-01-08,151.96,145.5,146.22,,,111703,4.28,7.06,,-1.59,-2.4,,688123
1283039845.0,,,146.52,2026-01-09,147.08,141.02,145.5,,,88729,4.08,5.61,,-1.4,-2.08,,688123
1347311062.0,,,146.26,2026-01-12,149.93,143.28,149.0,,,91770,4.54,5.8,,-0.18,-0.26,,688123
1093521696.0,,,140.5,2026-01-13,147.6,139.01,145.43,,,76614,5.87,4.84,,-3.94,-5.76,,688123
1328550200.0,,,139.95,2026-01-14,147.72,138.67,143.84,,,92658,6.44,5.85,,-0.39,-0.55,,688123
1066020860.0,,,142.41,2026-01-15,143.78,136.5,138.0,,,75791,5.2,4.79,,1.76,2.46,,688123
1791227640.0,,,153.81,2026-01-16,155.85,143.01,144.65,,,119197,9.02,7.53,,8.01,11.4,,688123
1699049411.0,47.13,35.6,59.28,,69.55,58.39,66.48,150.34,73.23,201890,,,2019-12-23,,,688123.0,688123
