amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
255632012.0,,,56.86,2025-12-15,58.35,56.56,57.17,,,44497,3.12,1.81,,-0.77,-0.44,,688063
200834110.0,,,55.51,2025-12-16,56.9,54.93,56.52,,,36129,3.46,1.47,,-2.37,-1.35,,688063
240074149.0,,,56.42,2025-12-17,56.66,55.51,55.51,,,42790,2.07,1.74,,1.64,0.91,,688063
182446353.0,,,55.82,2025-12-18,56.76,55.82,56.08,,,32490,1.67,1.32,,-1.06,-0.6,,688063
191303686.0,,,55.93,2025-12-19,56.55,55.77,56.0,,,34136,1.4,1.39,,0.2,0.11,,688063
180845638.0,,,56.11,2025-12-22,56.68,55.8,55.8,,,32093,1.57,1.31,,0.32,0.18,,688063
299220657.0,,,57.13,2025-12-23,58.16,56.01,56.01,,,52247,3.83,2.13,,1.82,1.02,,688063
289800571.0,,,58.22,2025-12-24,58.5,56.65,56.96,,,49974,3.24,2.04,,1.91,1.09,,688063
204482635.0,,,58.39,2025-12-25,58.8,57.74,58.09,,,35092,1.82,1.43,,0.29,0.17,,688063
399395206.0,,,59.4,2025-12-26,60.6,58.39,58.39,,,66949,3.78,2.73,,1.73,1.01,,688063
328730233.0,,,59.26,2025-12-29,60.28,58.56,59.4,,,55264,2.9,2.25,,-0.24,-0.14,,688063
248956951.0,,,58.61,2025-12-30,59.13,58.0,58.58,,,42557,1.91,1.73,,-1.1,-0.65,,688063
262523857.0,,,56.82,2025-12-31,58.61,56.82,58.61,,,45671,3.05,1.86,,-3.05,-1.79,,688063
314493752.0,,,58.96,2026-01-05,59.15,57.08,57.08,,,53943,3.64,2.2,,3.77,2.14,,688063
360236975.0,,,60.18,2026-01-06,60.8,59.06,59.26,,,59896,2.95,2.44,,2.07,1.22,,688063
403591714.0,,,60.69,2026-01-07,61.5,59.76,60.21,,,66625,2.89,2.72,,0.85,0.51,,688063
396429916.0,,,61.18,2026-01-08,62.31,60.01,60.45,,,64649,3.79,2.63,,0.81,0.49,,688063
376709902.0,,,61.05,2026-01-09,61.82,60.44,60.9,,,61665,2.26,2.51,,-0.21,-0.13,,688063
621261803.0,,,61.95,2026-01-12,62.0,59.28,60.45,,,102051,4.46,4.16,,1.47,0.9,,688063
518657618.0,,,61.58,2026-01-13,62.62,60.71,61.9,,,84075,3.08,3.43,,-0.6,-0.37,,688063
709879421.0,,,61.3,2026-01-14,63.99,60.41,61.69,,,114130,5.81,4.65,,-0.45,-0.28,,688063
5848337408.0,129.95,128.07,164.5,,182.18,134.84,139.3,351.55,75.95,273047,,,2020-12-30,,,688063.0,688063
