amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
322915080.89,24.71,2024-01-08,25.19,24.6,24.73,120093,2.4,0.76,0.32,0.08,408
444590460.2,24.84,2024-01-09,24.99,24.34,24.7,166167,2.63,1.05,0.53,0.13,408
216677175.48,24.85,2024-01-10,25.06,24.68,24.74,80476,1.53,0.51,0.04,0.01,408
304210660.36,24.95,2024-01-11,25.25,24.65,24.85,112695,2.41,0.71,0.4,0.1,408
301890944.27,25.34,2024-01-12,25.42,24.89,24.97,110425,2.12,0.7,1.56,0.39,408
338027852.34,24.61,2024-01-15,25.52,24.58,25.34,125151,3.71,0.79,-2.88,-0.73,408
287238284.43,24.69,2024-01-16,24.84,24.2,24.82,108060,2.6,0.68,0.33,0.08,408
170137853.51,24.15,2024-01-17,24.82,24.07,24.79,64172,3.04,0.41,-2.19,-0.54,408
418661393.29,24.21,2024-01-18,24.27,23.34,24.02,162554,3.85,1.03,0.25,0.06,408
268500362.44,24.05,2024-01-19,24.69,23.94,24.21,102200,3.1,0.65,-0.66,-0.16,408
266860193.57,23.15,2024-01-22,24.09,22.93,23.93,104179,4.82,0.66,-3.74,-0.9,408
234154525.97,23.53,2024-01-23,23.64,22.73,23.15,92220,3.93,0.58,1.64,0.38,408
211962109.2,23.64,2024-01-24,23.89,22.95,23.64,82872,3.99,0.52,0.47,0.11,408
339451115.8,24.18,2024-01-25,24.46,23.47,23.78,129620,4.19,0.82,2.28,0.54,408
338796845.23,24.6,2024-01-26,24.8,23.97,24.02,127946,3.43,0.81,1.74,0.42,408
286888502.17,23.53,2024-01-29,24.62,23.46,24.51,110425,4.72,0.7,-4.35,-1.07,408
171670634.26,23.24,2024-01-30,23.72,23.11,23.28,67315,2.59,0.43,-1.23,-0.29,408
222154973.53,22.71,2024-01-31,23.28,22.65,23.09,89135,2.71,0.56,-2.28,-0.53,408
193026929.22,22.5,2024-02-01,22.87,22.16,22.4,78467,3.13,0.5,-0.92,-0.21,408
277395142.19,21.99,2024-02-02,22.84,21.34,22.5,114443,6.67,0.72,-2.27,-0.51,408
311204638.22,21.82,2024-02-05,22.41,21.0,21.8,130597,6.41,0.83,-0.77,-0.17,408
354711647.8,23.31,2024-02-06,23.52,21.49,21.61,141964,9.3,0.9,6.83,1.49,408
332946315.57,24.31,2024-02-07,24.34,23.21,23.31,127385,4.85,0.81,4.29,1.0,408
355053893.42,24.04,2024-02-08,24.66,23.76,24.39,135221,3.7,0.86,-1.11,-0.27,408
316996506.72,24.35,2024-02-19,24.53,23.77,24.19,120616,3.16,0.76,1.29,0.31,408
222168742.15,24.42,2024-02-20,24.56,24.09,24.19,84150,1.93,0.53,0.29,0.07,408
245054939.82,24.36,2024-02-21,24.77,24.19,24.44,92260,2.38,0.58,-0.25,-0.06,408
260921798.35,24.88,2024-02-22,24.92,24.19,24.26,98132,3.0,0.62,2.13,0.52,408
416929271.45,25.64,2024-02-23,25.82,24.84,24.89,151632,3.94,0.96,3.05,0.76,408
425429078.62,25.77,2024-02-26,26.94,25.69,25.85,150319,4.88,0.95,0.51,0.13,408
258712983.62,25.72,2024-02-27,25.94,25.35,25.75,93597,2.29,0.59,-0.19,-0.05,408
268729057.54,25.4,2024-02-28,26.13,25.32,25.84,96740,3.15,0.61,-1.24,-0.32,408
613089752.01,27.23,2024-02-29,27.23,25.41,25.44,215177,7.17,1.36,7.2,1.83,408
597803831.06,27.37,2024-03-01,28.42,27.1,27.22,200701,4.85,1.27,0.51,0.14,408
498033605.52,27.61,2024-03-04,28.32,27.39,27.39,166432,3.4,1.05,0.88,0.24,408
408883167.64,27.17,2024-03-05,27.74,26.92,27.73,140109,2.97,0.89,-1.59,-0.44,408
313263746.02,27.36,2024-03-06,27.82,26.67,26.98,106848,4.23,0.68,0.7,0.19,408
386577799.37,27.54,2024-03-07,28.15,27.41,27.55,129330,2.7,0.82,0.66,0.18,408
339453339.78,27.84,2024-03-08,28.22,27.54,27.62,113690,2.47,0.72,1.09,0.3,408
456268852.68,27.63,2024-03-11,27.84,27.1,27.63,154227,2.66,0.98,-0.75,-0.21,408
418888471.96,26.94,2024-03-12,27.68,26.78,27.44,143709,3.26,0.91,-2.5,-0.69,408
283450976.96,26.84,2024-03-13,27.17,26.66,26.95,98084,1.89,0.62,-0.37,-0.1,408
