amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
674339322.0,,,30.27,2025-12-15,30.99,30.27,30.9,,,220512,2.3,3.07,,-3.1,-0.97,,603881
809160310.0,,,29.13,2025-12-16,30.26,28.91,30.1,,,275568,4.46,3.84,,-3.77,-1.14,,603881
541796266.0,,,29.6,2025-12-17,29.74,28.97,29.12,,,184559,2.64,2.57,,1.61,0.47,,603881
451076392.0,,,29.11,2025-12-18,29.71,29.06,29.21,,,153595,2.2,2.14,,-1.66,-0.49,,603881
452094666.0,,,29.2,2025-12-19,29.45,29.11,29.25,,,154391,1.17,2.15,,0.31,0.09,,603881
565882253.0,,,29.54,2025-12-22,29.78,29.22,29.28,,,191406,1.92,2.66,,1.16,0.34,,603881
1118287600.0,,,30.16,2025-12-23,30.55,29.23,29.6,,,373248,4.47,5.2,,2.1,0.62,,603881
709659793.0,,,30.03,2025-12-24,30.11,29.67,30.01,,,236933,1.46,3.3,,-0.43,-0.13,,603881
591854736.0,,,30.21,2025-12-25,30.33,29.9,30.0,,,196345,1.43,2.73,,0.6,0.18,,603881
628559858.0,,,30.07,2025-12-26,30.36,29.9,30.2,,,208770,1.52,2.91,,-0.46,-0.14,,603881
790390133.0,,,30.3,2025-12-29,30.7,29.96,30.08,,,260351,2.46,3.62,,0.76,0.23,,603881
558877494.0,,,30.1,2025-12-30,30.37,29.93,30.1,,,185212,1.45,2.58,,-0.66,-0.2,,603881
815488439.0,,,30.43,2025-12-31,30.99,30.11,30.18,,,266817,2.92,3.71,,1.1,0.33,,603881
1012708675.0,,,31.49,2026-01-05,31.49,30.52,30.7,,,324591,3.19,4.52,,3.48,1.06,,603881
1201735769.0,,,31.84,2026-01-06,32.19,31.28,31.63,,,380011,2.89,5.29,,1.11,0.35,,603881
2007607390.0,,,33.05,2026-01-07,33.66,31.5,31.94,,,614949,6.78,8.56,,3.8,1.21,,603881
1546780243.0,,,32.73,2026-01-08,33.54,32.56,32.73,,,468544,2.97,6.52,,-0.97,-0.32,,603881
2400496685.0,,,34.48,2026-01-09,34.85,33.4,33.4,,,701671,4.43,9.77,,5.35,1.75,,603881
2943862392.0,,,35.73,2026-01-12,36.62,34.14,35.52,,,831536,7.19,11.58,,3.63,1.25,,603881
2850514281.0,,,35.02,2026-01-13,37.99,34.87,37.98,,,788157,8.73,10.97,,-1.99,-0.71,,603881
4790238856.0,,,38.52,2026-01-14,38.52,35.9,35.9,,,1265441,7.48,17.62,,9.99,3.5,,603881
151418.0,26.99,1.12,3.38,,3.38,2.77,2.77,49.56,0.03,135,,,2017-02-08,,,603881.0,603881
