amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
253734449.0,,,30.06,2025-12-15,30.67,30.0,30.25,,,83784,2.2,2.49,,-1.09,-0.33,,688262
230916334.0,,,29.4,2025-12-16,30.44,29.02,30.07,,,78368,4.72,2.33,,-2.2,-0.66,,688262
271550732.0,,,29.6,2025-12-17,29.65,28.38,29.3,,,93632,4.32,2.79,,0.68,0.2,,688262
223592789.0,,,29.48,2025-12-18,29.92,29.01,29.1,,,75754,3.07,2.25,,-0.41,-0.12,,688262
349921125.0,,,28.45,2025-12-19,29.89,28.38,29.65,,,121002,5.12,3.6,,-3.49,-1.03,,688262
223792487.0,,,29.01,2025-12-22,29.39,28.51,28.52,,,77105,3.09,2.29,,1.97,0.56,,688262
244962806.0,,,28.76,2025-12-23,29.82,28.7,29.09,,,84006,3.86,2.5,,-0.86,-0.25,,688262
244485205.0,,,29.21,2025-12-24,29.48,28.57,28.8,,,83939,3.16,2.5,,1.56,0.45,,688262
221087316.0,,,29.44,2025-12-25,29.66,29.05,29.2,,,75115,2.09,2.24,,0.79,0.23,,688262
309708290.0,,,29.45,2025-12-26,30.21,29.3,29.48,,,104362,3.09,3.11,,0.03,0.01,,688262
281378144.0,,,29.68,2025-12-29,30.36,29.31,29.32,,,94210,3.57,2.8,,0.78,0.23,,688262
467029381.0,,,30.5,2025-12-30,30.88,29.62,29.68,,,153413,4.25,4.57,,2.76,0.82,,688262
278736769.0,,,30.35,2025-12-31,30.88,30.1,30.79,,,91778,2.56,2.73,,-0.49,-0.15,,688262
713195219.0,,,32.53,2026-01-05,32.6,30.78,31.0,,,223854,6.0,6.66,,7.18,2.18,,688262
509427796.0,,,32.26,2026-01-06,32.52,31.71,32.2,,,158338,2.49,4.71,,-0.83,-0.27,,688262
617684267.0,,,32.88,2026-01-07,33.2,32.31,32.5,,,188718,2.76,5.62,,1.92,0.62,,688262
473444626.0,,,32.82,2026-01-08,33.26,32.57,32.57,,,143818,2.1,4.28,,-0.18,-0.06,,688262
454100205.0,,,33.29,2026-01-09,33.6,32.37,32.67,,,137482,3.75,4.09,,1.43,0.47,,688262
808618717.0,,,34.41,2026-01-12,34.8,32.8,33.34,,,239871,6.01,7.14,,3.36,1.12,,688262
776650633.0,,,31.74,2026-01-13,33.63,31.55,33.3,,,239831,6.04,7.14,,-7.76,-2.67,,688262
628729768.0,,,31.92,2026-01-14,32.97,31.5,32.0,,,195369,4.63,5.81,,0.57,0.18,,688262
344000584.0,,,31.73,2026-01-15,32.16,31.2,31.81,,,108803,3.01,3.24,,-0.6,-0.19,,688262
447995784.0,,,32.26,2026-01-16,32.78,31.51,31.97,,,139686,4.0,4.16,,1.67,0.53,,688262
1728057056.0,30.14,3.38,32.94,,37.78,28.87,31.0,11.43,72.59,386588,,,2022-01-06,,,688262.0,688262
