amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
12238720.0,,,35.96,2025-12-15,36.56,35.91,36.56,,,3384,1.8,0.57,,-0.58,-0.21,,688646
14925820.0,,,36.1,2025-12-16,36.33,35.7,35.96,,,4142,1.75,0.7,,0.39,0.14,,688646
17732840.0,,,36.15,2025-12-17,36.4,35.36,35.83,,,4955,2.88,0.84,,0.14,0.05,,688646
20679177.0,,,35.77,2025-12-18,36.29,35.5,35.8,,,5769,2.19,0.98,,-1.05,-0.38,,688646
14705483.0,,,35.8,2025-12-19,36.11,35.6,35.6,,,4110,1.43,0.7,,0.08,0.03,,688646
14434521.0,,,35.95,2025-12-22,36.17,35.8,36.0,,,4010,1.03,0.68,,0.42,0.15,,688646
16023301.0,,,36.0,2025-12-23,36.28,35.88,36.06,,,4446,1.11,0.75,,0.14,0.05,,688646
27585545.0,,,36.93,2025-12-24,37.13,35.93,36.33,,,7496,3.33,1.27,,2.58,0.93,,688646
22274672.0,,,36.55,2025-12-25,37.38,36.36,36.81,,,6083,2.76,1.03,,-1.03,-0.38,,688646
18303396.0,,,36.45,2025-12-26,36.78,36.39,36.78,,,5010,1.07,0.85,,-0.27,-0.1,,688646
28462926.0,,,35.78,2025-12-29,36.58,35.53,36.45,,,7923,2.88,1.34,,-1.84,-0.67,,688646
13229999.0,,,35.63,2025-12-30,35.95,35.42,35.7,,,3710,1.48,0.63,,-0.42,-0.15,,688646
8761373.0,,,35.69,2025-12-31,35.8,35.52,35.76,,,2458,0.79,0.42,,0.17,0.06,,688646
23423531.0,,,35.87,2026-01-05,36.15,35.59,35.59,,,6524,1.57,1.11,,0.5,0.18,,688646
34216717.0,,,35.44,2026-01-06,36.15,35.2,35.77,,,9613,2.65,1.63,,-1.2,-0.43,,688646
23653673.0,,,35.93,2026-01-07,35.96,35.29,35.54,,,6654,1.89,1.13,,1.38,0.49,,688646
25464766.0,,,36.15,2026-01-08,36.68,35.9,35.99,,,7009,2.17,1.19,,0.61,0.22,,688646
12594296.0,,,36.23,2026-01-09,36.31,36.0,36.25,,,3483,0.86,0.59,,0.22,0.08,,688646
34571760.0,,,36.35,2026-01-12,36.48,36.04,36.23,,,9510,1.21,1.61,,0.33,0.12,,688646
47721346.0,,,35.43,2026-01-13,36.33,35.3,36.33,,,13418,2.83,2.27,,-2.53,-0.92,,688646
43322598.0,,,35.6,2026-01-14,36.36,35.32,35.54,,,12144,2.94,2.06,,0.48,0.17,,688646
57017292.0,,,37.35,2026-01-15,37.35,35.46,35.59,,,15635,5.31,2.65,,4.92,1.75,,688646
40171948.0,,,37.05,2026-01-16,38.49,36.88,37.78,,,10692,4.31,1.81,,-0.8,-0.3,,688646
803528212.0,30.2,9.7,56.05,,61.55,47.55,47.55,20.93,81.62,146014,,,2023-07-28,,,688646.0,688646
