date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2024-09-13,300658,4.31,4.22,4.35,4.2,26090,11368617.0,3.49,-1.86,-0.08,1.16
2024-09-18,300658,4.21,4.16,4.24,4.06,42181,17860297.0,4.27,-1.42,-0.06,1.87
2024-09-19,300658,4.19,4.38,4.39,4.19,52508,23282912.0,4.81,5.29,0.22,2.33
2024-09-20,300658,4.37,4.33,4.56,4.28,54179,24138891.0,6.39,-1.14,-0.05,2.4
2024-09-23,300658,4.32,4.37,4.38,4.27,34753,15401730.0,2.54,0.92,0.04,1.54
2024-09-24,300658,4.36,4.48,4.5,4.32,42763,19345869.0,4.12,2.52,0.11,1.9
2024-09-25,300658,4.51,4.52,4.59,4.48,64320,29772539.0,2.46,0.89,0.04,2.85
2024-09-26,300658,4.52,4.64,4.65,4.47,54676,25498552.0,3.98,2.65,0.12,2.43
2024-09-27,300658,4.81,4.86,4.93,4.62,81934,40013630.0,6.68,4.74,0.22,3.63
2024-09-30,300658,4.99,5.51,5.6,4.81,180181,95504457.0,16.26,13.37,0.65,7.99
2024-10-08,300658,6.53,6.0,6.53,5.51,186560,112474017.0,18.51,8.89,0.49,8.28
2024-10-09,300658,5.76,5.1,5.78,5.08,126155,69536597.0,11.67,-15.0,-0.9,5.6
2024-10-10,300658,5.18,5.23,5.42,5.15,77445,41581085.0,5.29,2.55,0.13,3.44
2024-10-11,300658,5.23,5.16,5.39,5.13,84240,45156239.0,4.97,-1.34,-0.07,3.74
2024-10-14,300658,5.21,5.29,5.33,5.13,68799,36707435.0,3.88,2.52,0.13,3.05
2024-10-15,300658,5.29,5.24,5.38,5.2,60335,32578459.0,3.4,-0.95,-0.05,2.68
2024-10-16,300658,5.16,5.28,5.31,5.16,44044,23595343.0,2.86,0.76,0.04,1.95
2024-10-17,300658,5.3,5.31,5.42,5.28,51540,28124204.0,2.65,0.57,0.03,2.29
2024-10-18,300658,5.36,5.39,5.46,5.27,64450,35101586.0,3.58,1.51,0.08,2.86
2024-10-21,300658,5.39,5.43,5.48,5.32,64382,35135438.0,2.97,0.74,0.04,2.86
2024-10-22,300658,5.44,5.59,5.76,5.38,105516,59649999.0,7.0,2.95,0.16,4.68
2024-10-23,300658,5.58,5.53,5.64,5.45,77835,43604925.0,3.4,-1.07,-0.06,3.45
2024-10-24,300658,5.46,5.31,5.47,5.29,82608,44683969.0,3.25,-3.98,-0.22,3.66
2024-10-25,300658,5.33,5.43,5.45,5.31,76925,41969339.0,2.64,2.26,0.12,3.41
2024-10-28,300658,5.51,5.68,5.72,5.42,98632,56000861.0,5.52,4.6,0.25,4.38
2024-10-29,300658,5.82,5.53,5.94,5.49,101683,58177821.0,7.92,-2.64,-0.15,4.51
2024-10-30,300658,5.5,5.46,5.58,5.38,61620,34142689.0,3.62,-1.27,-0.07,2.73
2024-10-31,300658,5.45,5.55,5.61,5.45,61514,34423902.0,2.93,1.65,0.09,2.73
2024-11-01,300658,5.53,5.32,5.58,5.29,67821,36911637.0,5.23,-4.14,-0.23,3.01
2024-11-04,300658,5.3,5.41,5.45,5.25,51172,27833373.0,3.76,1.69,0.09,2.27
2024-11-05,300658,5.41,5.52,5.54,5.4,48597,26945595.0,2.59,2.03,0.11,2.16
2024-11-06,300658,5.52,5.59,5.66,5.49,67338,37969071.0,3.08,1.27,0.07,2.99
2024-11-07,300658,5.55,5.78,5.79,5.53,62142,35762866.0,4.65,3.4,0.19,2.76
2024-11-08,300658,5.82,5.66,5.87,5.65,72812,42159892.0,3.81,-2.08,-0.12,3.23
2024-11-11,300658,5.65,5.71,5.72,5.57,70005,40059109.0,2.65,0.88,0.05,3.11
2024-11-12,300658,5.71,5.7,5.86,5.63,82457,48084801.0,4.03,-0.18,-0.01,3.66
2024-11-13,300658,5.65,5.81,5.92,5.57,99879,58061927.0,6.14,1.93,0.11,4.43
2024-11-14,300658,6.01,5.76,6.45,5.72,292744,182132928.0,12.56,-0.86,-0.05,12.99
2024-11-15,300658,5.62,5.61,5.93,5.6,214253,124526977.0,5.73,-2.6,-0.15,9.51
2024-11-18,300658,5.64,5.33,5.66,5.29,154631,84801490.0,6.6,-4.99,-0.28,6.86
2024-11-19,300658,5.34,5.49,5.5,5.31,84207,45787903.0,3.56,3.0,0.16,3.74
2024-11-20,300658,5.48,5.59,5.61,5.45,92572,52039012.0,2.91,1.82,0.1,4.11
2024-11-21,300658,5.57,5.79,5.9,5.56,155019,89485602.0,6.08,3.58,0.2,6.88
2024-11-22,300658,5.79,5.48,5.85,5.46,136596,78099928.0,6.74,-5.35,-0.31,6.06
