date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2025-02-20,000670,7.23,7.16,7.25,7.11,340214,244273986.4,1.93,-1.1,-0.08,4.71
2025-02-21,000670,7.16,7.34,7.44,7.06,583657,424351414.4,5.31,2.51,0.18,8.08
2025-02-24,000670,7.3,7.33,7.42,7.21,395742,289098185.05,2.86,-0.14,-0.01,5.48
2025-02-25,000670,7.22,7.36,7.48,7.18,485858,358968196.6,4.09,0.41,0.03,6.73
2025-02-26,000670,7.44,7.68,7.87,7.26,866438,651598064.24,8.29,4.35,0.32,12.0
2025-02-27,000670,7.61,7.9,7.95,7.58,1010473,787532356.3,4.82,2.86,0.22,13.99
2025-02-28,000670,7.85,7.35,7.87,7.3,770518,582062971.77,7.22,-6.96,-0.55,10.67
2025-03-03,000670,7.36,7.2,7.48,7.14,498559,363070328.0,4.63,-2.04,-0.15,6.9
2025-03-04,000670,7.08,7.36,7.4,6.99,469495,340061380.28,5.69,2.22,0.16,6.5
2025-03-05,000670,7.39,7.3,7.54,7.19,410305,301365838.63,4.76,-0.82,-0.06,5.68
2025-03-06,000670,7.34,7.39,7.5,7.33,460001,340312235.6,2.33,1.23,0.09,6.37
2025-03-07,000670,7.34,7.38,7.46,7.17,499675,366018780.81,3.92,-0.14,-0.01,6.92
2025-03-10,000670,7.34,7.26,7.38,7.19,300781,218518067.27,2.57,-1.63,-0.12,4.17
2025-03-11,000670,7.16,7.33,7.34,7.12,279255,203169807.36,3.03,0.96,0.07,3.87
2025-03-12,000670,7.35,7.26,7.4,7.24,321771,235756531.25,2.18,-0.95,-0.07,4.46
2025-03-13,000670,7.27,7.11,7.27,7.06,297480,212143995.1,2.89,-2.07,-0.15,4.12
2025-03-14,000670,7.11,7.17,7.18,7.05,209707,149651601.33,1.83,0.84,0.06,2.9
2025-03-17,000670,7.14,7.26,7.31,7.13,239416,173537568.0,2.51,1.26,0.09,3.32
2025-03-18,000670,7.29,7.45,7.5,7.22,528711,392413678.0,3.86,2.62,0.19,7.32
2025-03-19,000670,7.45,7.27,7.5,7.25,314849,230763374.41,3.36,-2.42,-0.18,4.36
2025-03-20,000670,7.27,7.19,7.38,7.18,277487,201408993.0,2.75,-1.1,-0.08,3.84
2025-03-21,000670,7.12,7.03,7.16,7.01,262878,185888409.8,2.09,-2.23,-0.16,3.64
2025-03-24,000670,6.96,6.81,7.03,6.68,288001,196204557.0,4.98,-3.13,-0.22,3.99
2025-03-25,000670,6.89,6.78,6.93,6.72,151919,103186584.0,3.08,-0.44,-0.03,2.1
2025-03-26,000670,6.73,6.76,6.83,6.73,118649,80516170.0,1.47,-0.29,-0.02,1.64
2025-03-27,000670,6.76,6.7,6.8,6.6,176739,118567361.0,2.96,-0.89,-0.06,2.45
2025-03-28,000670,6.7,6.49,6.73,6.49,206347,135789828.0,3.58,-3.13,-0.21,2.86
2025-03-31,000670,6.46,6.44,6.48,6.31,185489,118348223.76,2.62,-0.77,-0.05,2.57
2025-04-01,000670,6.43,6.48,6.55,6.4,161662,104575931.83,2.33,0.62,0.04,2.24
2025-04-02,000670,6.45,6.32,6.48,6.31,166252,106063558.0,2.62,-2.47,-0.16,2.3
2025-04-03,000670,6.19,6.24,6.35,6.19,151255,94621029.0,2.53,-1.27,-0.08,2.09
2025-04-07,000670,5.86,5.62,5.92,5.62,167538,95241945.5,4.81,-9.94,-0.62,2.32
2025-04-08,000670,5.41,5.38,5.68,5.28,324657,176110009.0,7.12,-4.27,-0.24,4.5
2025-04-09,000670,5.27,5.56,5.59,4.84,393701,210183735.14,13.94,3.35,0.18,5.45
2025-04-10,000670,5.63,5.65,5.81,5.62,264302,151075413.0,3.42,1.62,0.09,3.66
2025-04-11,000670,5.59,6.22,6.22,5.56,191517,116202769.0,11.68,10.09,0.57,2.65
2025-04-14,000670,6.84,6.84,6.84,6.84,132806,90839304.0,0.0,9.97,0.62,1.84
2025-04-15,000670,7.09,6.99,7.52,6.76,1437397,1021938332.99,11.11,2.19,0.15,19.91
2025-04-16,000670,6.42,6.57,6.82,6.35,947864,623181029.83,6.72,-6.01,-0.42,13.13
2025-04-17,000670,6.34,6.59,6.8,6.34,781933,519132406.33,7.0,0.3,0.02,10.83
2025-04-18,000670,6.58,6.2,6.63,6.2,589294,371751768.0,6.53,-5.92,-0.39,8.16
2025-04-21,000670,6.13,6.36,6.77,6.13,474542,305022723.0,10.32,2.58,0.16,6.57
2025-04-22,000670,6.35,7.0,7.0,6.31,531115,361550482.28,10.85,10.06,0.64,7.36
2025-04-23,000670,6.88,6.81,7.04,6.78,891454,612467741.35,3.71,-2.71,-0.19,12.35
2025-04-24,000670,6.78,6.75,6.95,6.68,511353,347164039.44,3.96,-0.88,-0.06,7.08
2025-04-25,000670,6.75,6.98,7.3,6.59,937309,654321424.18,10.52,3.41,0.23,12.98
2025-04-28,000670,6.74,6.65,6.85,6.6,538320,360579874.6,3.58,-4.73,-0.33,7.45
2025-04-29,000670,6.68,6.54,6.68,6.52,327189,214919740.0,2.41,-1.65,-0.11,4.53
2025-04-30,000670,6.47,6.56,6.7,6.47,339463,223757784.0,3.52,0.31,0.02,4.7
2025-05-06,000670,6.61,6.85,6.86,6.61,451597,304265559.56,3.81,4.42,0.29,6.25
2025-05-07,000670,6.9,6.97,7.17,6.78,656743,456184694.3,5.69,1.75,0.12,9.09
2025-05-08,000670,6.92,7.12,7.17,6.85,657296,462783175.0,4.59,2.15,0.15,9.1
2025-05-09,000670,7.0,6.86,7.04,6.84,406841,280776929.0,2.81,-3.65,-0.26,5.63
2025-05-12,000670,6.92,7.02,7.04,6.83,369289,256628792.0,3.06,2.33,0.16,5.11
2025-05-13,000670,7.09,6.87,7.11,6.86,344582,239150833.86,3.56,-2.14,-0.15,4.77
2025-05-14,000670,6.87,6.91,6.99,6.78,286304,196758200.88,3.06,0.58,0.04,3.96
2025-05-15,000670,6.88,6.64,6.88,6.63,304703,204345884.7,3.62,-3.91,-0.27,4.22
2025-05-16,000670,6.6,6.68,6.78,6.6,236852,158841864.68,2.71,0.6,0.04,3.28
2025-05-19,000670,6.72,6.87,6.87,6.65,296494,201200877.0,3.29,2.84,0.19,4.11
2025-05-20,000670,6.88,7.56,7.56,6.79,899252,659403634.25,11.21,10.04,0.69,12.45
2025-05-21,000670,7.56,7.32,7.56,7.28,1230800,911843178.5,3.7,-3.17,-0.24,17.04
2025-05-22,000670,7.36,7.43,7.55,7.28,926596,684802324.28,3.69,1.5,0.11,12.83
2025-05-23,000670,7.38,7.13,7.4,7.11,636734,461350433.25,3.9,-4.04,-0.3,8.82
2025-05-26,000670,7.23,7.31,7.36,7.15,487850,355368332.0,2.95,2.52,0.18,6.76
2025-05-27,000670,7.2,7.4,7.5,7.19,708999,522582357.72,4.24,1.23,0.09,9.82
2025-05-28,000670,7.2,7.02,7.27,6.9,741349,521233608.4,5.0,-5.14,-0.38,10.27
2025-05-29,000670,6.9,7.08,7.15,6.83,523606,367472878.84,4.56,0.85,0.06,7.25
2025-05-30,000670,7.0,6.7,7.02,6.69,506304,343206657.0,4.66,-5.37,-0.38,7.01
2025-06-03,000670,6.65,6.68,6.75,6.58,292800,195283000.8,2.54,-0.3,-0.02,4.05
2025-06-04,000670,6.7,6.73,6.75,6.65,222425,149316838.0,1.5,0.75,0.05,3.08
2025-06-05,000670,6.72,6.84,6.89,6.62,402942,272481026.59,4.01,1.63,0.11,5.58
2025-06-06,000670,6.84,6.96,7.24,6.7,647316,452871615.18,7.89,1.75,0.12,8.96
2025-06-09,000670,6.91,6.96,7.0,6.89,346540,240911021.7,1.58,0.0,0.0,4.8
2025-06-10,000670,6.96,6.78,6.98,6.68,357967,244006439.0,4.31,-2.59,-0.18,4.96
2025-06-11,000670,6.79,6.85,6.96,6.76,270865,185524844.0,2.95,1.03,0.07,3.75
2025-06-12,000670,6.79,6.78,6.88,6.75,205506,139777067.0,1.9,-1.02,-0.07,2.85
2025-06-13,000670,6.76,6.56,6.76,6.55,311731,206459099.0,3.1,-3.24,-0.22,4.32
2025-06-16,000670,6.5,6.59,6.62,6.46,155083,101890801.0,2.44,0.46,0.03,2.15
2025-06-17,000670,6.59,6.71,6.78,6.58,264898,177037562.0,3.03,1.82,0.12,3.67
2025-06-18,000670,6.65,6.73,6.8,6.56,259678,173446040.0,3.58,0.3,0.02,3.6
2025-06-19,000670,6.67,6.6,6.78,6.59,225824,150851377.0,2.82,-1.93,-0.13,3.13
2025-06-20,000670,6.56,6.5,6.67,6.41,199649,130604473.42,3.94,-1.52,-0.1,2.76
2025-06-23,000670,6.41,6.66,6.72,6.37,263304,174426907.33,5.38,2.46,0.16,3.65
2025-06-24,000670,6.68,6.76,6.82,6.65,283253,191109625.07,2.55,1.5,0.1,3.92
2025-06-25,000670,6.76,7.09,7.44,6.72,962793,681865646.3,10.65,4.88,0.33,13.33
2025-06-26,000670,7.01,6.97,7.15,6.9,685040,480287061.09,3.53,-1.69,-0.12,9.49
2025-06-27,000670,7.08,7.06,7.29,7.02,567524,402988763.54,3.87,1.29,0.09,7.86
2025-06-30,000670,7.16,7.19,7.38,7.11,654501,472485631.55,3.82,1.84,0.13,9.06
2025-07-01,000670,7.21,7.42,7.9,7.21,1262631,948831672.98,9.6,3.2,0.23,17.49
2025-07-02,000670,7.27,7.06,7.3,7.03,837522,597334518.2,3.64,-4.85,-0.36,11.6
2025-07-03,000670,7.07,7.77,7.77,7.07,607837,468744574.12,9.92,10.06,0.71,8.42
2025-07-04,000670,7.99,8.33,8.55,7.63,3015795,2448349248.18,11.84,7.21,0.56,41.76
2025-07-07,000670,7.85,7.91,8.07,7.82,1885764,1495561101.33,3.0,-5.04,-0.42,26.11
2025-07-08,000670,8.01,7.91,8.12,7.84,1345699,1069694431.18,3.54,0.0,0.0,18.64
2025-07-09,000670,7.86,7.68,7.94,7.62,1171756,908503790.72,4.05,-2.91,-0.23,16.23
2025-07-10,000670,7.66,7.61,7.82,7.54,763411,582845013.73,3.65,-0.91,-0.07,10.57
2025-07-11,000670,7.55,7.59,7.67,7.45,666599,503968847.96,2.89,-0.26,-0.02,9.23
2025-07-14,000670,7.42,7.49,7.59,7.42,521563,390578854.4,2.24,-1.32,-0.1,7.22
2025-07-15,000670,7.49,7.39,7.57,7.31,505740,375367746.0,3.47,-1.34,-0.1,7.0
2025-07-16,000670,7.45,7.68,7.8,7.41,950454,726124163.95,5.28,3.92,0.29,13.16
2025-07-17,000670,7.7,7.63,7.7,7.51,548590,416344158.7,2.47,-0.65,-0.05,7.6
2025-07-18,000670,7.59,7.59,7.65,7.47,504961,380813950.0,2.36,-0.52,-0.04,6.99
2025-07-21,000670,7.51,7.64,7.65,7.5,414000,314062204.4,1.98,0.66,0.05,5.73
2025-07-22,000670,7.6,7.68,7.8,7.53,654453,502279997.02,3.53,0.52,0.04,9.06
2025-07-23,000670,7.63,7.42,7.64,7.41,508455,381268770.2,2.99,-3.39,-0.26,7.04
2025-07-24,000670,7.37,7.44,7.49,7.37,333572,248094552.8,1.62,0.27,0.02,4.62
2025-07-25,000670,7.44,7.63,7.68,7.42,557449,420351311.32,3.49,2.55,0.19,7.72
2025-07-28,000670,7.62,7.59,7.7,7.55,454693,346851231.0,1.97,-0.52,-0.04,6.3
2025-07-29,000670,7.54,7.76,7.98,7.48,1039436,808878281.0,6.59,2.24,0.17,14.39
2025-07-30,000670,7.68,7.71,7.93,7.61,820126,636807756.08,4.12,-0.64,-0.05,11.36
2025-07-31,000670,7.61,7.45,7.78,7.44,639881,483114256.96,4.41,-3.37,-0.26,8.86
2025-08-01,000670,7.4,7.45,7.53,7.38,288884,215066920.9,2.01,0.0,0.0,4.0
2025-08-04,000670,7.38,7.47,7.52,7.32,280700,208144893.59,2.68,0.27,0.02,3.89
2025-08-05,000670,7.45,7.52,7.59,7.44,320769,241246904.0,2.01,0.67,0.05,4.44
2025-08-06,000670,7.53,7.67,7.77,7.46,528557,403537975.2,4.12,1.99,0.15,7.32
2025-08-07,000670,7.68,8.44,8.44,7.67,2076603,1717566315.16,10.04,10.04,0.77,28.76
2025-08-08,000670,8.27,8.07,8.34,8.07,1777561,1452072640.02,3.2,-4.38,-0.37,24.62
2025-08-11,000670,8.14,8.16,8.19,8.04,880339,715945808.6,1.86,1.12,0.09,12.19
2025-08-12,000670,8.14,8.26,8.46,8.12,1419419,1173036275.87,4.17,1.23,0.1,19.66
2025-08-13,000670,8.19,8.18,8.35,8.13,959663,786278601.94,2.66,-0.97,-0.08,13.29
2025-08-14,000670,8.15,7.98,8.31,7.91,901437,729641693.19,4.89,-2.44,-0.2,12.48
2025-08-15,000670,7.93,8.06,8.11,7.91,642271,516011559.1,2.51,1.0,0.08,8.89
2025-08-18,000670,8.17,8.24,8.38,8.11,968256,799431467.36,3.35,2.23,0.18,13.41
2025-08-19,000670,8.19,8.21,8.33,8.13,675208,553871284.93,2.43,-0.36,-0.03,9.35
2025-08-20,000670,8.13,8.35,8.46,8.01,1082849,891166069.7,5.48,1.71,0.14,15.0
2025-08-21,000670,8.28,8.48,8.75,8.25,1349334,1145077274.41,5.99,1.56,0.13,18.69
2025-08-22,000670,8.39,9.02,9.33,8.36,2318446,2116603579.99,11.44,6.37,0.54,28.39
2025-08-25,000670,8.93,8.95,9.19,8.83,1843684,1658663067.19,3.99,-0.78,-0.07,22.58
2025-08-26,000670,8.82,8.96,9.2,8.73,1242621,1117203367.02,5.25,0.11,0.01,15.22
2025-08-27,000670,8.96,9.11,9.46,8.77,1602395,1456451587.59,7.7,1.67,0.15,19.62
2025-08-28,000670,8.9,9.79,9.98,8.9,1952300,1871211057.3,11.86,7.46,0.68,23.91
2025-08-29,000670,9.5,9.17,9.56,9.05,1263783,1167428653.33,5.21,-6.33,-0.62,15.48
2025-09-01,000670,9.28,9.6,9.86,9.05,1311437,1233020650.13,8.83,4.69,0.43,16.06
2025-09-02,000670,9.52,9.67,10.35,9.41,1497209,1477393912.11,9.79,0.73,0.07,18.33
2025-09-03,000670,9.5,9.0,9.57,8.99,1090276,1002170392.71,6.0,-6.93,-0.67,13.35
2025-09-04,000670,9.01,8.29,9.08,8.1,1023353,870537774.71,10.89,-7.89,-0.71,12.53
2025-09-05,000670,8.29,8.44,8.54,8.07,609844,508370286.11,5.67,1.81,0.15,7.47
2025-09-08,000670,8.4,8.61,8.69,8.36,589368,504133900.08,3.91,2.01,0.17,7.22
2025-09-09,000670,8.53,8.53,8.7,8.37,494716,423320601.24,3.83,-0.93,-0.08,6.06
2025-09-10,000670,8.51,8.55,8.72,8.46,388594,333255854.85,3.05,0.23,0.02,4.76
2025-09-11,000670,8.45,8.84,8.9,8.36,724173,629082247.72,6.32,3.39,0.29,8.87
2025-09-12,000670,8.79,9.03,9.18,8.72,835533,750342292.56,5.2,2.15,0.19,10.23
2025-09-15,000670,9.29,9.02,9.48,9.0,716670,655547318.24,5.32,-0.11,-0.01,8.78
2025-09-16,000670,8.95,9.02,9.1,8.88,505284,453385891.2,2.44,0.0,0.0,6.19
2025-09-17,000670,9.05,8.91,9.15,8.88,486234,436611627.0,2.99,-1.22,-0.11,5.95
2025-09-18,000670,8.89,8.72,9.12,8.67,638480,567913786.99,5.05,-2.13,-0.19,7.82
2025-09-19,000670,8.68,8.51,8.83,8.48,430953,371814904.0,4.01,-2.41,-0.21,5.28
2025-09-22,000670,8.51,8.66,8.68,8.46,334386,287248925.0,2.59,1.76,0.15,4.09
2025-09-23,000670,8.61,8.5,8.64,8.21,434237,363454731.3,4.97,-1.85,-0.16,5.32
2025-09-24,000670,8.43,8.77,8.82,8.37,530823,460667848.92,5.29,3.18,0.27,6.5
2025-09-25,000670,8.77,8.86,8.97,8.63,647233,569466528.0,3.88,1.03,0.09,7.93
2025-09-26,000670,8.82,8.71,9.05,8.7,600417,535050573.0,3.95,-1.69,-0.15,7.35
2025-09-29,000670,8.73,8.71,8.85,8.51,446577,387385148.13,3.9,0.0,0.0,5.47
2025-09-30,000670,8.79,8.93,8.99,8.72,551241,490968275.98,3.1,2.53,0.22,6.75
2025-10-09,000670,9.05,9.24,9.33,8.95,860064,787978224.06,4.26,3.47,0.31,10.53
2025-10-10,000670,9.1,8.72,9.11,8.71,588555,521821373.76,4.33,-5.63,-0.52,7.21
2025-10-13,000670,8.25,8.64,8.77,8.18,368833,313369152.0,6.77,-0.92,-0.08,4.52
2025-10-14,000670,8.68,8.4,8.8,8.39,364504,311552738.84,4.75,-2.78,-0.24,4.46
2025-10-15,000670,8.41,8.4,8.46,8.23,238676,198873761.0,2.74,0.0,0.0,2.92
2025-10-16,000670,8.37,8.29,8.46,8.26,273130,227924952.7,2.38,-1.31,-0.11,3.34
2025-10-17,000670,8.2,7.81,8.29,7.8,378459,302931030.13,5.91,-5.79,-0.48,4.63
2025-10-20,000670,7.9,7.97,8.02,7.87,216625,172158435.19,1.92,2.05,0.16,2.65
2025-10-21,000670,7.97,8.1,8.15,7.91,231240,186719823.07,3.01,1.63,0.13,2.83
2025-10-22,000670,8.03,8.1,8.14,7.98,182818,147416987.0,1.98,0.0,0.0,2.24
2025-10-23,000670,8.02,8.06,8.07,7.88,193552,154097492.4,2.35,-0.49,-0.04,2.37
2025-10-24,000670,8.13,8.3,8.35,8.11,324201,267985586.91,2.98,2.98,0.24,3.97
2025-10-27,000670,8.37,8.46,8.55,8.21,476451,399345520.45,4.1,1.93,0.16,5.83
2025-10-28,000670,8.29,8.29,8.4,8.22,287976,239368585.35,2.13,-2.01,-0.17,3.53
2025-10-29,000670,8.24,8.26,8.45,8.21,264349,218773225.0,2.9,-0.36,-0.03,3.24
2025-10-30,000670,8.23,8.28,8.65,8.19,384409,322493825.36,5.57,0.24,0.02,4.71
2025-10-31,000670,8.18,8.17,8.25,8.09,269401,220007749.0,1.93,-1.33,-0.11,3.3
2025-11-03,000670,8.16,8.34,8.36,8.02,398937,326836832.19,4.16,2.08,0.17,4.89
2025-11-04,000670,8.29,8.22,8.37,8.16,207461,170736836.0,2.52,-1.44,-0.12,2.54
2025-11-05,000670,7.95,7.99,8.06,7.91,321492,257172847.76,1.82,-2.8,-0.23,3.94
2025-11-06,000670,8.04,8.14,8.24,7.96,312713,253257599.0,3.5,1.88,0.15,3.83
2025-11-07,000670,8.1,8.01,8.1,7.98,217173,173985028.8,1.47,-1.6,-0.13,2.66
2025-11-10,000670,8.01,8.24,8.27,8.01,379679,310918661.5,3.25,2.87,0.23,4.65
2025-11-11,000670,8.23,8.13,8.31,8.12,263089,215933102.5,2.31,-1.33,-0.11,3.22
2025-11-12,000670,8.12,8.37,8.46,7.97,667530,553291520.5,6.03,2.95,0.24,8.17
2025-11-13,000670,8.37,8.27,8.38,8.21,379452,313718481.0,2.03,-1.19,-0.1,4.65
2025-11-14,000670,8.19,8.05,8.19,8.04,293796,237985484.0,1.81,-2.66,-0.22,3.58
2025-11-17,000670,8.03,8.06,8.08,8.0,168470,135532811.05,0.99,0.12,0.01,2.05
2025-11-18,000670,8.01,8.07,8.15,7.98,212207,170750423.12,2.11,0.12,0.01,2.59
2025-11-19,000670,8.01,7.92,8.04,7.91,165949,132063696.49,1.61,-1.86,-0.15,2.02
2025-11-20,000670,7.96,7.81,8.0,7.81,138768,109066708.0,2.4,-1.39,-0.11,1.69
2025-11-21,000670,7.65,7.36,7.76,7.32,251133,188073920.51,5.63,-5.76,-0.45,3.06
2025-11-24,000670,7.38,7.44,7.46,7.28,143470,105869432.8,2.45,1.09,0.08,1.75
2025-11-25,000670,7.47,7.51,7.59,7.47,137202,103350044.0,1.61,0.94,0.07,1.67
2025-11-26,000670,7.5,7.65,7.79,7.46,216477,164708659.0,4.39,1.86,0.14,2.64
2025-11-27,000670,7.6,7.56,7.74,7.55,175621,134143539.0,2.48,-1.18,-0.09,2.14
2025-11-28,000670,7.55,7.6,7.63,7.53,101111,76717275.0,1.32,0.53,0.04,1.23
2025-12-01,000670,7.62,7.8,7.83,7.56,237277,183314496.63,3.55,2.63,0.2,2.89
2025-12-02,000670,7.76,7.69,7.82,7.65,139120,107337936.0,2.18,-1.41,-0.11,1.69
2025-12-03,000670,7.66,7.51,7.7,7.49,138828,104862883.0,2.73,-2.34,-0.18,1.69
2025-12-04,000670,7.5,7.56,7.62,7.38,129746,97319305.0,3.2,0.67,0.05,1.58
2025-12-05,000670,7.53,7.6,7.6,7.43,124011,93317186.42,2.25,0.53,0.04,1.51
2025-12-08,000670,7.61,7.7,7.75,7.61,158090,121578288.13,1.84,1.32,0.1,1.92
2025-12-09,000670,7.76,7.63,7.76,7.61,115904,88879734.0,1.95,-0.91,-0.07,1.41
2025-12-10,000670,7.58,7.6,7.63,7.52,108910,82415863.24,1.44,-0.39,-0.03,1.33
2025-12-11,000670,7.6,7.4,7.63,7.4,118498,88780386.0,3.03,-2.63,-0.2,1.44
2025-12-12,000670,7.4,7.51,7.57,7.35,123611,92485359.0,2.97,1.49,0.11,1.5
2025-12-15,000670,7.43,7.31,7.51,7.31,157111,116075631.88,2.66,-2.66,-0.2,1.91
2025-12-16,000670,7.32,7.19,7.33,7.17,149821,108187435.4,2.19,-1.64,-0.12,1.82
2025-12-17,000670,7.21,7.27,7.3,7.08,158331,113888999.0,3.06,1.11,0.08,1.93
2025-12-18,000670,7.2,7.31,7.42,7.2,149012,109550508.34,3.03,0.55,0.04,1.81
2025-12-19,000670,7.36,7.32,7.38,7.27,111746,81784447.0,1.5,0.14,0.01,1.36
2025-12-22,000670,7.32,7.4,7.46,7.32,134872,100069721.68,1.91,1.09,0.08,1.64
2025-12-23,000670,7.37,7.26,7.41,7.23,121976,89220916.97,2.43,-1.89,-0.14,1.48
2025-12-24,000670,7.25,7.41,7.46,7.24,170983,126475143.0,3.03,2.07,0.15,2.08
2025-12-25,000670,7.44,7.56,7.58,7.4,214184,160388194.0,2.43,2.02,0.15,2.61
2025-12-26,000670,7.55,7.49,7.59,7.46,148043,111422665.25,1.72,-0.93,-0.07,1.8
2025-12-29,000670,7.49,7.42,7.57,7.41,132545,99010938.25,2.14,-0.93,-0.07,1.61
2025-12-30,000670,7.4,7.36,7.47,7.36,107857,79886646.2,1.48,-0.81,-0.06,1.31
2025-12-31,000670,7.45,7.38,7.46,7.31,101978,75197224.68,2.04,0.27,0.02,1.24
2026-01-05,000670,7.56,7.73,7.75,7.47,394443,301479855.4,3.79,4.74,0.35,4.8
