amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
381277848.0,,,37.68,2025-12-15,38.9,36.2,36.65,,,101204,7.27,13.89,,1.4,0.52,,688545
322324182.0,,,38.14,2025-12-16,38.8,36.88,37.31,,,85243,5.1,11.7,,1.22,0.46,,688545
269169613.0,,,38.34,2025-12-17,38.92,37.6,38.2,,,70496,3.46,9.67,,0.52,0.2,,688545
184141961.0,,,37.48,2025-12-18,38.68,37.44,38.34,,,48651,3.23,6.68,,-2.24,-0.86,,688545
168497802.0,,,37.38,2025-12-19,38.55,36.6,37.73,,,44744,5.2,6.14,,-0.27,-0.1,,688545
177504907.0,,,37.62,2025-12-22,38.42,37.3,37.73,,,46923,3.0,6.44,,0.64,0.24,,688545
177724879.0,,,37.13,2025-12-23,38.1,36.88,37.54,,,47560,3.24,6.53,,-1.3,-0.49,,688545
172870460.0,,,37.28,2025-12-24,37.57,36.71,37.05,,,46559,2.32,6.39,,0.4,0.15,,688545
250312224.0,,,38.1,2025-12-25,38.6,37.06,37.5,,,65891,4.13,9.04,,2.2,0.82,,688545
226373430.0,,,37.25,2025-12-26,38.35,37.13,38.1,,,60214,3.2,8.26,,-2.23,-0.85,,688545
128459658.0,,,36.66,2025-12-29,37.7,36.5,37.7,,,34905,3.22,4.79,,-1.58,-0.59,,688545
141297958.0,,,36.49,2025-12-30,37.41,36.25,36.78,,,38467,3.16,5.28,,-0.46,-0.17,,688545
372216007.0,,,37.55,2025-12-31,39.39,36.49,36.97,,,98032,7.95,13.45,,2.9,1.06,,688545
384207490.0,,,39.04,2026-01-05,39.95,37.49,37.69,,,99262,6.55,13.62,,3.97,1.49,,688545
269100311.0,,,38.78,2026-01-06,39.55,38.57,38.7,,,69151,2.51,9.49,,-0.67,-0.26,,688545
762882084.0,,,44.85,2026-01-07,44.88,39.4,39.8,,,182458,14.13,25.03,,15.65,6.07,,688545
646829817.0,,,44.74,2026-01-08,44.88,41.9,44.0,,,150715,6.64,20.68,,-0.25,-0.11,,688545
394226268.0,,,42.88,2026-01-09,44.11,42.36,43.5,,,91531,3.91,12.56,,-4.16,-1.86,,688545
456530588.0,,,41.82,2026-01-12,42.66,40.82,42.1,,,110025,4.29,15.1,,-2.47,-1.06,,688545
360250495.0,,,39.85,2026-01-13,41.74,39.71,41.5,,,88813,4.85,12.19,,-4.71,-1.97,,688545
324881418.0,,,40.56,2026-01-14,41.15,39.55,39.66,,,80425,4.02,11.03,,1.78,0.71,,688545
369797583.0,,,42.27,2026-01-15,42.5,40.0,40.01,,,88631,6.16,12.16,,4.22,1.71,,688545
592613950.0,,,45.78,2026-01-16,47.99,42.7,42.75,,,129536,12.51,17.77,,8.3,3.51,,688545
1359683745.0,55.23,15.71,27.19,,33.15,26.81,33.15,136.85,70.63,483296,,,2025-01-22,,,688545.0,688545
