amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
59056627.0,,,10.72,2025-12-15,10.94,10.68,10.74,,,54818,2.39,1.73,,-1.47,-0.16,,603527
60165498.0,,,10.49,2025-12-16,10.7,10.4,10.7,,,57259,2.8,1.81,,-2.15,-0.23,,603527
66965260.0,,,10.77,2025-12-17,10.77,10.36,10.57,,,63345,3.91,2.0,,2.67,0.28,,603527
50345003.0,,,10.73,2025-12-18,10.86,10.62,10.7,,,46781,2.23,1.48,,-0.37,-0.04,,603527
104634448.0,,,10.78,2025-12-19,10.88,10.72,10.75,,,96994,1.49,3.06,,0.47,0.05,,603527
79067746.0,,,10.84,2025-12-22,10.98,10.76,10.83,,,72617,2.04,2.29,,0.56,0.06,,603527
103644684.0,,,10.78,2025-12-23,11.01,10.71,10.84,,,95630,2.77,3.02,,-0.55,-0.06,,603527
78701221.0,,,10.95,2025-12-24,10.98,10.76,10.78,,,72341,2.04,2.28,,1.58,0.17,,603527
80694164.0,,,10.93,2025-12-25,10.96,10.73,10.87,,,74265,2.1,2.34,,-0.18,-0.02,,603527
132994227.0,,,11.08,2025-12-26,11.28,10.91,10.91,,,119724,3.39,3.78,,1.37,0.15,,603527
118732428.0,,,11.26,2025-12-29,11.35,10.96,11.15,,,105956,3.52,3.34,,1.62,0.18,,603527
88449944.0,,,11.13,2025-12-30,11.28,10.93,11.13,,,79589,3.11,2.51,,-1.15,-0.13,,603527
58217245.0,,,11.09,2025-12-31,11.17,11.02,11.09,,,52512,1.35,1.66,,-0.36,-0.04,,603527
78296550.0,,,11.08,2026-01-05,11.16,11.04,11.1,,,70646,1.08,2.23,,-0.09,-0.01,,603527
93633245.0,,,11.21,2026-01-06,11.28,11.12,11.18,,,83640,1.44,2.64,,1.17,0.13,,603527
96584069.0,,,11.11,2026-01-07,11.29,11.08,11.19,,,86503,1.87,2.73,,-0.89,-0.1,,603527
88352709.0,,,11.09,2026-01-08,11.21,11.02,11.09,,,79454,1.71,2.51,,-0.18,-0.02,,603527
106822589.0,,,11.09,2026-01-09,11.2,11.04,11.09,,,96072,1.44,3.03,,0.0,0.0,,603527
204185843.0,,,11.49,2026-01-12,11.54,11.06,11.15,,,179905,4.33,5.68,,3.61,0.4,,603527
161163195.0,,,11.27,2026-01-13,11.48,11.24,11.4,,,141972,2.09,4.48,,-1.91,-0.22,,603527
139737596.0,,,11.34,2026-01-14,11.61,11.19,11.29,,,122552,3.73,3.87,,0.62,0.07,,603527
95674405.0,,,11.38,2026-01-15,11.48,11.16,11.2,,,84364,2.82,2.66,,0.35,0.04,,603527
122203763.0,,,11.38,2026-01-16,11.54,11.36,11.4,,,106923,1.58,3.37,,0.0,0.0,,603527
288561.0,0.0,2.98,8.49,,8.49,8.49,8.49,54.08,0.05,151,,,2017-09-07,,,603527.0,603527
