amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
243463688.0,,,40.92,2024-01-08,41.78,39.7,40.06,,,42022,5.19,14.46,2.15,0.86,301383
213454339.0,,,41.33,2024-01-09,42.76,39.97,40.63,,,36269,6.82,12.48,1.0,0.41,301383
202618355.0,,,39.24,2024-01-10,41.91,38.61,41.91,,,35434,7.98,12.19,-5.06,-2.09,301383
164157350.0,,,39.95,2024-01-11,41.27,37.92,38.32,,,28867,8.54,9.93,1.81,0.71,301383
125853875.0,,,38.5,2024-01-12,39.96,37.92,39.75,,,22749,5.11,7.83,-3.63,-1.45,301383
212551727.0,,,40.54,2024-01-15,41.5,37.92,38.47,,,37367,9.3,12.86,5.3,2.04,301383
135303584.0,,,39.74,2024-01-16,41.06,38.71,40.69,,,24047,5.8,8.28,-1.97,-0.8,301383
98703779.0,,,37.73,2024-01-17,39.87,37.52,39.74,,,18017,5.91,6.2,-5.06,-2.01,301383
181102397.0,,,39.06,2024-01-18,40.06,36.14,37.56,,,33722,10.39,11.6,3.53,1.33,301383
132878013.0,,,38.67,2024-01-19,40.25,38.06,38.88,,,23942,5.61,8.24,-1.0,-0.39,301383
129827365.0,,,35.92,2024-01-22,39.2,35.08,38.84,,,24630,10.65,8.48,-7.11,-2.75,301383
160936689.0,,,36.01,2024-01-23,36.99,34.52,35.77,,,31673,6.88,10.9,0.25,0.09,301383
106173355.0,,,34.81,2024-01-24,37.05,33.74,36.01,,,21445,9.19,7.38,-3.33,-1.2,301383
133366005.0,,,34.82,2024-01-25,35.63,33.63,34.69,,,26911,5.75,9.26,0.03,0.01,301383
88737175.0,,,33.52,2024-01-26,35.14,33.33,34.56,,,18204,5.2,6.26,-3.73,-1.3,301383
99701380.0,,,32.19,2024-01-29,34.25,31.34,33.89,,,21620,8.68,7.44,-3.97,-1.33,301383
79988739.0,,,31.49,2024-01-30,33.02,30.79,32.05,,,17459,6.93,6.01,-2.17,-0.7,301383
122682710.0,,,29.42,2024-01-31,31.89,29.06,30.44,,,28539,8.99,9.82,-6.57,-2.07,301383
127532250.0,,,28.62,2024-02-01,30.21,27.77,30.21,,,31262,8.29,10.76,-2.72,-0.8,301383
111600412.0,,,26.28,2024-02-02,28.82,25.36,27.72,,,28965,12.09,9.97,-8.18,-2.34,301383
93010535.0,,,23.11,2024-02-05,26.04,22.53,25.77,,,27141,13.36,9.34,-12.06,-3.17,301383
111006403.0,,,24.7,2024-02-06,26.26,21.81,22.49,,,32617,19.26,11.22,6.88,1.59,301383
190789224.0,,,22.33,2024-02-07,25.54,21.98,24.7,,,56691,14.41,19.51,-9.6,-2.37,301383
208030203.0,,,25.99,2024-02-08,26.79,17.73,22.38,,,62090,40.57,21.37,16.39,3.66,301383
206928859.0,,,26.48,2024-02-19,28.26,25.57,25.77,,,54166,10.35,18.64,1.89,0.49,301383
117848519.0,,,27.79,2024-02-20,28.24,25.42,26.68,,,30446,10.65,10.48,4.95,1.31,301383
201290419.0,,,29.49,2024-02-21,32.04,26.49,27.2,,,47687,19.97,16.41,6.12,1.7,301383
164529405.0,,,29.67,2024-02-22,29.83,28.36,28.63,,,39514,4.98,13.6,0.61,0.18,301383
193529789.0,,,30.81,2024-02-23,31.24,28.65,29.34,,,45338,8.73,15.6,3.84,1.14,301383
248637869.0,,,32.7,2024-02-26,33.63,30.42,30.81,,,54284,10.42,18.68,6.13,1.89,301383
219667778.0,,,32.88,2024-02-27,33.04,31.15,31.57,,,48052,5.78,16.54,0.55,0.18,301383
266146503.0,,,27.99,2024-02-28,32.77,27.92,32.33,,,61031,14.75,21.0,-14.87,-4.89,301383
143034733.0,,,28.87,2024-02-29,29.27,27.22,27.26,,,34930,7.32,12.02,3.14,0.88,301383
127962459.0,,,29.65,2024-03-01,30.92,28.65,28.8,,,29909,7.86,10.29,2.7,0.78,301383
171521419.0,,,29.4,2024-03-04,30.27,28.22,30.02,,,41137,6.91,14.16,-0.84,-0.25,301383
106739354.0,,,28.46,2024-03-05,29.54,28.33,28.81,,,25773,4.12,8.87,-3.2,-0.94,301383
187385676.0,,,29.84,2024-03-06,31.17,28.2,28.42,,,43893,10.44,15.1,4.85,1.38,301383
126572917.0,,,29.79,2024-03-07,30.7,28.94,29.92,,,29725,5.9,10.23,-0.17,-0.05,301383
99071263.0,,,30.03,2024-03-08,30.21,29.22,29.35,,,23208,3.32,7.99,0.81,0.24,301383
82235866.0,,,30.02,2024-03-11,30.03,29.35,29.62,,,19397,2.26,6.67,-0.03,-0.01,301383
90931075.0,,,30.21,2024-03-12,30.42,29.71,30.05,,,21094,2.37,7.26,0.63,0.19,301383
89863141.0,,,29.86,2024-03-13,30.42,29.74,30.09,,,20908,2.25,7.19,-1.16,-0.35,301383
89642532.0,,,28.96,2024-03-14,29.97,28.33,29.92,,,21498,5.49,7.4,-3.01,-0.9,301383
79938492.0,,,28.67,2024-03-15,28.99,28.32,28.74,,,19518,2.31,6.72,-1.0,-0.29,301383
93235805.0,,,29.62,2024-03-18,29.62,28.69,28.7,,,22214,3.24,7.64,3.31,0.95,301383
238602478.0,,,31.59,2024-03-19,32.19,29.46,29.49,,,53394,9.22,18.37,6.65,1.97,301383
126621160.0,,,31.06,2024-03-20,31.87,30.87,31.16,,,28448,3.17,9.79,-1.68,-0.53,301383
108965897.0,,,30.94,2024-03-21,31.43,30.29,30.93,,,24687,3.67,8.5,-0.39,-0.12,301383
99406399.0,,,29.64,2024-03-22,31.13,29.54,30.74,,,23151,5.14,7.97,-4.2,-1.3,301383
102077683.0,,,27.52,2024-03-25,29.59,27.43,29.47,,,24925,7.29,8.58,-7.15,-2.12,301383
105633735.0,,,26.7,2024-03-26,28.1,26.31,27.36,,,27323,6.5,9.4,-2.98,-0.82,301383
67207279.0,,,25.21,2024-03-27,26.84,25.2,26.7,,,18040,6.14,6.21,-5.58,-1.49,301383
64367443.0,,,26.11,2024-03-28,26.63,25.14,25.2,,,17245,5.91,5.93,3.57,0.9,301383
53617422.0,,,25.94,2024-03-29,26.45,25.49,26.1,,,14458,3.68,4.98,-0.65,-0.17,301383
62260567.0,,,26.95,2024-04-01,27.02,26.02,26.02,,,16281,3.86,5.6,3.89,1.01,301383
53995040.0,,,26.43,2024-04-02,27.16,26.24,26.95,,,14185,3.41,4.88,-1.93,-0.52,301383
