amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
1528620769.0,,,26.73,2025-12-15,27.62,25.8,26.0,,,568783,6.84,13.69,,0.41,0.11,,603686
2240335010.0,,,27.71,2025-12-16,28.5,27.03,27.15,,,805976,5.5,19.4,,3.67,0.98,,603686
1918693023.0,,,25.68,2025-12-17,27.76,25.02,27.0,,,736235,9.89,17.72,,-7.33,-2.03,,603686
1184090536.0,,,24.89,2025-12-18,25.55,24.67,25.03,,,472459,3.43,11.37,,-3.08,-0.79,,603686
1256411813.0,,,25.7,2025-12-19,26.08,24.82,24.88,,,490378,5.06,11.8,,3.25,0.81,,603686
978773828.0,,,25.7,2025-12-22,26.03,25.39,25.44,,,380655,2.49,9.16,,0.0,0.0,,603686
1192573534.0,,,24.79,2025-12-23,25.57,24.51,25.5,,,479129,4.12,11.53,,-3.54,-0.91,,603686
809447958.0,,,25.18,2025-12-24,25.47,24.58,24.79,,,322181,3.59,7.76,,1.57,0.39,,603686
1535064626.0,,,25.97,2025-12-25,26.58,24.9,25.0,,,592612,6.67,14.27,,3.14,0.79,,603686
3206729085.0,,,28.57,2025-12-26,28.57,25.59,25.61,,,1154810,11.47,27.8,,10.01,2.6,,603686
4825444843.0,,,28.71,2025-12-29,31.2,28.43,30.0,,,1620572,9.7,39.01,,0.49,0.14,,603686
4236522951.0,,,31.58,2025-12-30,31.58,27.65,28.51,,,1419355,13.69,34.17,,10.0,2.87,,603686
3500943420.0,,,29.69,2025-12-31,31.27,28.98,31.27,,,1166500,7.25,28.08,,-5.98,-1.89,,603686
2288109296.0,,,28.88,2026-01-05,29.66,28.51,28.92,,,790826,3.87,19.04,,-2.73,-0.81,,603686
1848319314.0,,,28.98,2026-01-06,29.47,28.5,28.53,,,639296,3.36,15.39,,0.35,0.1,,603686
1842885788.0,,,28.39,2026-01-07,29.11,28.1,28.51,,,647213,3.49,15.58,,-2.04,-0.59,,603686
1328890849.0,,,27.95,2026-01-08,28.44,27.88,27.92,,,473365,1.97,11.39,,-1.55,-0.44,,603686
1210067959.0,,,28.13,2026-01-09,28.38,27.68,27.68,,,430709,2.5,10.37,,0.64,0.18,,603686
1804671196.0,,,28.38,2026-01-12,28.6,27.8,28.04,,,639341,2.84,15.39,,0.89,0.25,,603686
2633048311.0,,,25.55,2026-01-13,28.52,25.54,28.5,,,984576,10.5,23.7,,-9.97,-2.83,,603686
1265669214.0,,,25.69,2026-01-14,26.11,25.24,25.24,,,492002,3.41,11.84,,0.55,0.14,,603686
669195.0,42.05,2.33,5.35,,5.35,4.08,4.08,77.15,0.09,315,,,2015-01-26,,,603686.0,603686
