amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
15286126.0,,,10.69,2025-12-15,10.78,10.65,10.67,,,14273,1.21,0.33,,-0.74,-0.08,,603676
14556390.0,,,10.52,2025-12-16,10.73,10.51,10.62,,,13748,2.06,0.32,,-1.59,-0.17,,603676
18809609.0,,,10.72,2025-12-17,10.72,10.48,10.52,,,17733,2.28,0.41,,1.9,0.2,,603676
32516897.0,,,10.93,2025-12-18,11.02,10.64,10.64,,,29856,3.54,0.69,,1.96,0.21,,603676
16257670.0,,,10.98,2025-12-19,11.06,10.87,10.96,,,14801,1.74,0.34,,0.46,0.05,,603676
13174847.0,,,11.03,2025-12-22,11.08,10.94,11.04,,,11959,1.28,0.27,,0.46,0.05,,603676
10864271.0,,,10.96,2025-12-23,11.07,10.95,11.05,,,9871,1.09,0.23,,-0.63,-0.07,,603676
12784380.0,,,10.9,2025-12-24,11.03,10.89,11.03,,,11682,1.28,0.27,,-0.55,-0.06,,603676
12987004.0,,,10.98,2025-12-25,10.99,10.89,10.95,,,11863,0.92,0.27,,0.73,0.08,,603676
17741964.0,,,10.79,2025-12-26,11.0,10.75,11.0,,,16366,2.28,0.38,,-1.73,-0.19,,603676
14473468.0,,,10.64,2025-12-29,10.86,10.62,10.78,,,13572,2.22,0.31,,-1.39,-0.15,,603676
13656804.0,,,10.57,2025-12-30,10.7,10.52,10.69,,,12909,1.69,0.3,,-0.66,-0.07,,603676
12238101.0,,,10.52,2025-12-31,10.59,10.49,10.55,,,11622,0.95,0.27,,-0.47,-0.05,,603676
27697895.0,,,10.88,2026-01-05,10.93,10.52,10.57,,,25622,3.9,0.59,,3.42,0.36,,603676
27284596.0,,,10.92,2026-01-06,10.97,10.86,10.91,,,25014,1.01,0.57,,0.37,0.04,,603676
23894981.0,,,11.08,2026-01-07,11.09,10.9,10.92,,,21733,1.74,0.5,,1.47,0.16,,603676
41304431.0,,,11.11,2026-01-08,11.75,11.02,11.19,,,36923,6.59,0.85,,0.27,0.03,,603676
33969275.0,,,11.23,2026-01-09,11.24,11.04,11.09,,,30473,1.8,0.7,,1.08,0.12,,603676
26139121.0,,,11.18,2026-01-12,11.35,11.13,11.27,,,23385,1.96,0.54,,-0.45,-0.05,,603676
31734388.0,,,11.21,2026-01-13,11.4,11.17,11.17,,,28079,2.06,0.65,,0.27,0.03,,603676
32102078.0,,,11.16,2026-01-14,11.3,11.04,11.26,,,28696,2.32,0.66,,-0.45,-0.05,,603676
321584.0,0.0,2.43,6.52,,6.52,6.52,6.52,59.41,0.06,404,,,2017-07-21,,,603676.0,603676
