amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
33989702.0,,,21.09,2025-12-15,21.8,21.01,21.5,,,16068,3.68,1.17,,-1.72,-0.37,,688246
50107257.0,,,20.5,2025-12-16,21.18,20.4,21.03,,,24303,3.7,1.77,,-2.8,-0.59,,688246
84799471.0,,,21.39,2025-12-17,22.08,20.54,20.6,,,39911,7.51,2.9,,4.34,0.89,,688246
280569072.0,,,25.67,2025-12-18,25.67,21.18,21.39,,,117243,20.99,8.52,,20.01,4.28,,688246
333988735.0,,,25.53,2025-12-19,26.56,25.06,25.85,,,128991,5.84,9.38,,-0.55,-0.14,,688246
273265932.0,,,25.82,2025-12-22,26.12,24.3,25.51,,,108404,7.13,7.88,,1.14,0.29,,688246
145007237.0,,,24.49,2025-12-23,25.72,24.41,25.2,,,58114,5.07,4.22,,-5.15,-1.33,,688246
119399856.0,,,23.9,2025-12-24,24.39,23.62,24.32,,,49889,3.14,3.63,,-2.41,-0.59,,688246
140533159.0,,,24.57,2025-12-25,25.17,23.68,23.88,,,57489,6.23,4.18,,2.8,0.67,,688246
89763323.0,,,24.28,2025-12-26,24.78,24.02,24.36,,,36771,3.09,2.67,,-1.18,-0.29,,688246
136592086.0,,,22.96,2025-12-29,24.42,22.88,24.41,,,58507,6.34,4.25,,-5.44,-1.32,,688246
111697630.0,,,22.32,2025-12-30,23.05,22.2,23.05,,,49476,3.7,3.6,,-2.79,-0.64,,688246
133236348.0,,,23.25,2025-12-31,23.66,22.15,22.4,,,57795,6.77,4.2,,4.17,0.93,,688246
140842819.0,,,24.35,2026-01-05,24.49,23.07,23.26,,,58399,6.11,4.24,,4.73,1.1,,688246
86938184.0,,,24.25,2026-01-06,24.57,23.97,24.37,,,35910,2.46,2.61,,-0.41,-0.1,,688246
94329728.0,,,23.95,2026-01-07,24.83,23.77,24.56,,,39286,4.37,2.86,,-1.24,-0.3,,688246
231890295.0,,,25.79,2026-01-08,26.49,24.0,24.0,,,91035,10.4,6.62,,7.68,1.84,,688246
565860373.0,,,28.67,2026-01-09,30.95,27.4,27.48,,,192402,13.77,13.98,,11.17,2.88,,688246
720572449.0,,,31.96,2026-01-12,32.79,28.7,29.59,,,233456,14.27,16.97,,11.48,3.29,,688246
793331849.0,,,32.64,2026-01-13,37.0,31.66,35.46,,,229514,16.71,16.68,,2.13,0.68,,688246
947386715.0,,,35.1,2026-01-14,39.0,32.0,32.0,,,263439,21.45,19.15,,7.54,2.46,,688246
546338000.0,,,31.25,2026-01-15,34.28,30.5,33.78,,,171166,10.77,12.44,,-10.97,-3.85,,688246
339596628.0,,,29.0,2026-01-16,31.72,29.0,30.91,,,113538,8.7,8.25,,-7.2,-2.25,,688246
947333056.0,20.96,3.25,42.75,,47.48,39.2,41.0,8.23,71.35,225304,,,2021-12-14,,,688246.0,688246
