amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
8275498.0,,,11.53,2025-12-15,11.61,11.5,11.52,,,7157,0.95,0.18,,0.0,0.0,,605007
12847987.0,,,11.45,2025-12-16,11.53,11.36,11.5,,,11249,1.47,0.28,,-0.69,-0.08,,605007
11418746.0,,,11.48,2025-12-17,11.5,11.34,11.4,,,9997,1.4,0.25,,0.26,0.03,,605007
13701866.0,,,11.59,2025-12-18,11.73,11.41,11.48,,,11827,2.79,0.29,,0.96,0.11,,605007
16476037.0,,,11.67,2025-12-19,11.69,11.55,11.59,,,14153,1.21,0.35,,0.69,0.08,,605007
13544887.0,,,11.7,2025-12-22,11.77,11.66,11.77,,,11559,0.94,0.29,,0.26,0.03,,605007
13024737.0,,,11.73,2025-12-23,11.78,11.62,11.62,,,11101,1.37,0.28,,0.26,0.03,,605007
185278183.0,,,12.9,2025-12-24,12.9,11.65,11.73,,,147540,10.66,3.67,,9.97,1.17,,605007
313207872.0,,,14.19,2025-12-25,14.19,13.55,13.8,,,222233,4.96,5.53,,10.0,1.29,,605007
744598812.0,,,15.61,2025-12-26,15.61,14.7,15.61,,,481784,6.41,12.0,,10.01,1.42,,605007
231109921.0,,,14.05,2025-12-29,14.92,14.05,14.7,,,162215,5.57,4.04,,-9.99,-1.56,,605007
472501149.0,,,13.73,2025-12-30,14.54,12.77,12.77,,,350692,12.6,8.73,,-2.28,-0.32,,605007
314023781.0,,,13.51,2025-12-31,13.92,13.2,13.8,,,232450,5.24,5.79,,-1.6,-0.22,,605007
237142070.0,,,13.54,2026-01-05,13.88,13.36,13.36,,,174798,3.85,4.35,,0.22,0.03,,605007
211541054.0,,,13.58,2026-01-06,13.7,13.23,13.42,,,156813,3.47,3.91,,0.3,0.04,,605007
150900007.0,,,13.26,2026-01-07,13.55,13.16,13.44,,,112792,2.87,2.81,,-2.36,-0.32,,605007
120667611.0,,,13.33,2026-01-08,13.37,13.1,13.23,,,91114,2.04,2.27,,0.53,0.07,,605007
154470255.0,,,13.46,2026-01-09,13.59,13.15,13.21,,,115553,3.3,2.88,,0.98,0.13,,605007
152306492.0,,,13.53,2026-01-12,13.67,13.33,13.45,,,112832,2.53,2.81,,0.52,0.07,,605007
239212001.0,,,13.83,2026-01-13,14.33,13.42,13.48,,,172554,6.73,4.3,,2.22,0.3,,605007
193590738.0,,,13.42,2026-01-14,13.8,13.24,13.72,,,143112,4.05,3.56,,-2.96,-0.41,,605007
104442149.0,,,13.38,2026-01-15,13.65,13.22,13.3,,,77726,3.2,1.94,,-0.3,-0.04,,605007
156697133.0,,,13.09,2026-01-16,13.8,13.05,13.6,,,117130,5.61,2.92,,-2.17,-0.29,,605007
5401312.0,27.31,4.44,13.3,,13.3,10.88,10.88,50.11,0.93,3720,,,2020-11-10,,,605007.0,605007
