amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
138965092.0,,,208.18,2025-12-15,208.98,200.0,200.0,,,6720,4.47,1.06,,3.65,7.33,,688656
164885692.0,,,196.69,2025-12-16,209.43,191.97,209.43,,,8311,8.39,1.31,,-5.52,-11.49,,688656
92014580.0,,,196.5,2025-12-17,197.66,192.04,196.69,,,4732,2.86,0.75,,-0.1,-0.19,,688656
268491196.0,,,182.25,2025-12-18,195.62,179.88,195.48,,,14445,8.01,2.28,,-7.25,-14.25,,688656
134959764.0,,,180.1,2025-12-19,185.75,179.01,185.17,,,7422,3.7,1.17,,-1.18,-2.15,,688656
88070983.0,,,180.24,2025-12-22,181.62,177.45,180.28,,,4910,2.32,0.77,,0.08,0.14,,688656
86319330.0,,,181.8,2025-12-23,184.0,177.77,178.24,,,4776,3.46,0.75,,0.87,1.56,,688656
82497070.0,,,183.9,2025-12-24,184.48,178.7,183.66,,,4539,3.18,0.71,,1.16,2.1,,688656
116815868.0,,,180.85,2025-12-25,183.9,177.33,183.9,,,6504,3.57,1.02,,-1.66,-3.05,,688656
59511234.0,,,180.43,2025-12-26,184.17,178.98,180.03,,,3300,2.87,0.52,,-0.23,-0.42,,688656
142889603.0,,,181.1,2025-12-29,184.0,179.01,180.44,,,7880,2.77,1.24,,0.37,0.67,,688656
250186258.0,,,167.23,2025-12-30,185.3,166.97,181.86,,,14379,10.12,2.27,,-7.66,-13.87,,688656
328768087.0,,,153.8,2025-12-31,168.56,153.33,167.22,,,20719,9.11,3.26,,-8.03,-13.43,,688656
213649720.0,,,156.99,2026-01-05,162.0,151.53,154.62,,,13541,6.81,2.13,,2.07,3.19,,688656
144957182.0,,,157.94,2026-01-06,160.59,156.0,158.88,,,9174,2.92,1.45,,0.61,0.95,,688656
102945359.0,,,158.17,2026-01-07,159.9,156.51,157.47,,,6504,2.15,1.02,,0.15,0.23,,688656
118240640.0,,,160.69,2026-01-08,162.27,156.5,159.59,,,7420,3.65,1.17,,1.59,2.52,,688656
137387189.0,,,161.88,2026-01-09,161.98,156.59,159.61,,,8620,3.35,1.36,,0.74,1.19,,688656
141100518.0,,,163.0,2026-01-12,166.01,159.25,163.28,,,8644,4.18,1.36,,0.69,1.12,,688656
194817448.0,,,157.3,2026-01-13,165.96,155.0,163.0,,,12289,6.72,1.94,,-3.5,-5.7,,688656
189023259.0,,,156.65,2026-01-14,163.88,153.04,158.15,,,11965,6.89,1.88,,-0.41,-0.65,,688656
112561360.0,,,154.25,2026-01-15,159.44,153.5,156.65,,,7211,3.79,1.14,,-1.53,-2.4,,688656
90087502.0,,,156.41,2026-01-16,158.1,154.48,154.48,,,5773,2.35,0.91,,1.4,2.16,,688656
719251280.0,42.61,28.74,62.18,,74.06,59.81,63.68,85.94,83.32,106939,,,2021-01-13,,,688656.0,688656
