date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,amplitude,pct_change,change,turnover
2024-02-21,301218,22.78,23.78,26.11,22.51,110070,268041865.0,15.6,3.08,0.71,19.64,,,,
2024-02-22,301218,23.59,25.12,25.44,23.59,102877,253815344.0,7.78,5.63,1.34,18.36,,,,
2024-02-23,301218,24.96,26.78,27.51,24.56,122528,318481338.0,11.74,6.61,1.66,21.86,,,,
2024-02-26,301218,26.78,26.78,27.31,25.66,100118,266282385.0,6.16,0.0,0.0,17.87,,,,
2024-02-27,301218,26.48,28.1,28.28,26.31,105546,291694633.0,7.36,4.93,1.32,18.83,,,,
2024-02-28,301218,28.16,25.07,29.21,24.82,126493,346613734.0,15.62,-10.78,-3.03,22.57,,,,
2024-02-29,301218,24.28,26.53,26.58,24.22,81541,212294768.0,9.41,5.82,1.46,14.55,,,,
2024-03-01,301218,26.94,27.6,28.83,26.94,105248,294008508.0,7.12,4.03,1.07,18.78,,,,
2024-03-04,301218,27.8,28.04,28.09,26.4,82637,226561600.0,6.12,1.59,0.44,14.75,,,,
2024-03-05,301218,27.38,29.07,29.45,27.21,132817,382589530.0,7.99,3.67,1.03,23.7,,,,
2024-03-06,301218,29.13,28.38,29.14,27.78,84472,239730073.0,4.68,-2.37,-0.69,15.07,,,,
2024-03-07,301218,28.25,26.99,28.66,26.82,70972,196740133.0,6.48,-4.9,-1.39,12.66,,,,
2024-03-08,301218,26.99,27.35,27.76,26.96,43548,119486548.0,2.96,1.33,0.36,7.77,,,,
2024-03-11,301218,26.93,27.43,27.43,26.81,43600,118643072.0,2.27,0.29,0.08,7.78,,,,
2024-03-12,301218,27.39,27.97,28.03,27.38,52308,145439286.0,2.37,1.97,0.54,9.33,,,,
2024-03-13,301218,28.08,28.5,29.72,27.91,101296,291937241.0,6.47,1.89,0.53,18.08,,,,
2024-03-14,301218,28.58,27.81,28.59,27.08,62312,174474991.0,5.3,-2.42,-0.69,11.12,,,,
2024-03-15,301218,26.17,26.88,27.06,24.83,110639,290435534.0,8.02,-3.34,-0.93,19.74,,,,
2024-03-18,301218,27.27,28.04,28.06,26.69,86250,237610357.0,5.1,4.32,1.16,15.39,,,,
2024-03-19,301218,27.89,28.81,29.26,27.74,91132,261147932.0,5.42,2.75,0.77,16.26,,,,
2024-03-20,301218,28.76,29.12,29.19,28.33,73170,211412442.0,2.99,1.08,0.31,13.06,,,,
2024-03-21,301218,29.11,28.7,29.4,28.43,52978,152920468.0,3.33,-1.44,-0.42,9.45,,,,
2024-03-22,301218,28.53,28.21,28.73,27.68,47012,132685765.0,3.66,-1.71,-0.49,8.39,,,,
2024-03-25,301218,27.7,26.33,28.62,26.29,55785,152701338.0,8.26,-6.66,-1.88,9.95,,,,
2024-03-26,301218,26.29,25.13,26.85,24.82,51197,131915584.0,7.71,-4.56,-1.2,9.14,,,,
2024-03-27,301218,25.07,23.22,25.42,23.21,48792,117632215.0,8.79,-7.6,-1.91,8.71,,,,
2024-03-28,301218,23.44,25.02,25.38,23.28,51579,126663297.0,9.04,7.75,1.8,9.2,,,,
2024-03-29,301218,25.12,24.92,25.12,24.21,39334,97185641.0,3.64,-0.4,-0.1,7.02,,,,
2024-04-01,301218,25.21,26.08,26.22,24.95,41216,106231245.0,5.1,4.65,1.16,7.35,,,,
2024-04-02,301218,26.43,25.35,26.78,25.02,36831,94001357.0,6.75,-2.8,-0.73,6.57,,,,
2024-04-03,301218,25.31,24.13,25.39,23.66,46022,111635855.0,6.82,-4.81,-1.22,8.21,,,,
2024-04-08,301218,24.03,22.86,24.03,22.81,37739,87848966.0,5.06,-5.26,-1.27,6.73,,,,
2024-04-09,301218,23.13,23.31,23.45,22.82,26152,60717580.0,2.76,1.97,0.45,4.67,,,,
2024-04-10,301218,23.25,22.63,23.25,22.26,30932,70284621.0,4.25,-2.92,-0.68,5.52,,,,
2024-04-11,301218,22.33,22.64,23.05,22.26,27029,61645827.0,3.49,0.04,0.01,4.82,,,,
2024-04-12,301218,22.65,22.41,23.15,22.38,23477,53537478.0,3.4,-1.02,-0.23,4.19,,,,
2024-04-15,301218,22.73,20.83,22.76,20.26,42653,90428016.0,11.16,-7.05,-1.58,7.61,,,,
2024-04-16,301218,20.75,18.51,20.75,18.43,45113,86060422.0,11.14,-11.14,-2.32,8.05,,,,
2024-04-17,301218,19.03,21.88,22.18,19.01,62602,130399642.0,17.13,18.21,3.37,11.17,,,,
2024-04-18,301218,22.28,21.14,22.34,20.84,48215,103088606.0,6.86,-3.38,-0.74,8.6,,,,
2024-04-19,301218,21.04,20.92,21.33,20.7,30036,63275989.0,2.98,-1.04,-0.22,5.36,,,,
2024-04-22,301218,20.7,20.96,21.55,20.11,33304,70321106.0,6.88,0.19,0.04,5.94,,,,
2024-04-23,301218,21.15,22.29,22.62,20.93,52023,115433867.0,8.06,6.35,1.33,9.28,,,,
2024-04-24,301218,22.23,22.77,23.13,22.13,50952,116250524.0,4.49,2.15,0.48,9.09,,,,
2024-04-25,301218,22.75,22.78,23.23,22.45,38370,88054393.0,3.43,0.04,0.01,6.85,,,,
2024-04-26,301218,22.89,23.07,23.43,22.48,41868,96703710.0,4.17,1.27,0.29,7.47,,,,
2024-04-29,301218,23.13,23.62,23.72,22.94,38976,91758217.0,3.38,2.38,0.55,6.95,,,,
2024-04-30,301218,23.45,23.08,23.74,22.77,32865,76458590.0,4.11,-2.29,-0.54,5.86,,,,
2024-05-06,301218,23.36,23.04,23.72,22.98,30316,70708803.0,3.21,-0.17,-0.04,5.41,,,,
2024-05-07,301218,22.96,22.99,23.25,22.62,29954,68910053.0,2.73,-0.22,-0.05,5.34,,,,
2024-05-08,301218,22.98,22.26,22.98,22.21,26686,60199716.0,3.35,-3.18,-0.73,4.76,,,,
2024-05-09,301218,22.23,22.53,22.82,22.22,21471,48692554.0,2.7,1.21,0.27,3.83,,,,
2024-05-10,301218,22.82,22.04,24.11,22.04,54055,123842467.0,9.19,-2.17,-0.49,9.65,,,,
2024-05-13,301218,21.81,21.13,21.95,20.97,35313,75389163.0,4.45,-4.13,-0.91,6.3,,,,
2024-05-14,301218,21.34,21.93,22.02,21.29,27948,60799682.0,3.45,3.79,0.8,4.99,,,,
2024-05-15,301218,21.73,21.54,22.01,21.45,20629,44941570.0,2.55,-1.78,-0.39,3.68,,,,
2024-05-16,301218,21.37,21.88,22.22,21.33,22652,49845167.0,4.13,1.58,0.34,4.04,,,,
2024-05-17,301218,22.2,22.04,22.26,21.64,18633,40895748.0,2.83,0.73,0.16,3.32,,,,
2024-05-20,301218,22.35,22.4,22.66,21.85,26870,60209232.0,3.68,1.63,0.36,4.79,,,,
2024-05-21,301218,22.33,22.05,22.45,21.87,19441,42899032.0,2.59,-1.56,-0.35,3.47,,,,
2024-05-22,301218,21.96,22.38,22.4,21.75,20409,45327002.0,2.95,1.5,0.33,3.64,,,,
2024-05-23,301218,22.35,21.78,22.4,21.63,20342,44654486.0,3.44,-2.68,-0.6,3.63,,,,
2024-05-24,301218,21.86,21.02,21.93,20.95,22885,48812140.0,4.5,-3.49,-0.76,4.08,,,,
2024-05-27,301218,20.85,21.03,21.08,20.32,20604,42616267.0,3.62,0.05,0.01,3.68,,,,
2024-05-28,301218,20.7,20.66,21.28,20.54,14744,30741809.0,3.52,-1.76,-0.37,2.63,,,,
2024-05-29,301218,20.16,20.46,21.06,20.16,15877,32749319.0,4.36,-0.97,-0.2,2.83,,,,
2024-05-30,301218,20.44,20.48,20.78,19.88,15519,31805825.0,4.4,0.1,0.02,2.77,,,,
2024-05-31,301218,20.55,21.46,21.54,20.47,29362,62448745.0,5.22,4.79,0.98,5.24,,,,
2024-06-03,301218,21.47,20.84,21.72,20.61,27683,58312789.0,5.17,-2.89,-0.62,4.94,,,,
2024-06-04,301218,20.59,19.93,20.84,19.62,29960,59901403.0,5.85,-4.37,-0.91,5.35,,,,
2024-06-05,301218,19.69,19.64,20.12,19.48,20664,41027113.0,3.21,-1.46,-0.29,3.69,,,,
2024-06-06,301218,19.93,18.53,19.93,18.31,30456,57258727.0,8.25,-5.65,-1.11,5.43,,,,
2024-06-07,301218,19.01,19.23,19.4,18.73,26944,51645137.0,3.62,3.78,0.7,4.81,,,,
2024-06-11,301218,19.16,19.53,19.72,18.48,22052,42491896.0,6.45,1.56,0.3,3.93,,,,
2024-06-12,301218,19.53,19.84,20.05,19.43,20511,40822893.0,3.17,1.59,0.31,3.66,,,,
2024-06-13,301218,19.99,19.92,20.17,19.62,19607,39135399.0,2.77,0.4,0.08,3.5,,,,
2024-06-14,301218,19.97,20.26,20.33,19.48,20645,41478250.0,4.27,1.71,0.34,3.68,,,,
2024-06-17,301218,20.09,20.27,20.88,20.07,20710,42281697.0,4.0,0.05,0.01,3.7,,,,
2024-06-18,301218,20.3,21.92,22.87,20.04,76984,166663759.0,13.96,8.14,1.65,13.74,,,,
2024-06-19,301218,22.97,22.84,25.13,22.69,146092,345913130.0,11.13,4.2,0.92,26.07,,,,
2024-06-20,301218,22.5,21.42,22.82,21.42,100659,220731927.0,6.13,-6.22,-1.42,17.96,,,,
2024-06-21,301218,21.62,21.63,22.44,21.0,82006,178434315.0,6.72,0.98,0.21,14.63,,,,
2024-06-24,301218,21.38,19.96,21.38,19.89,67512,138326645.0,6.89,-7.72,-1.67,12.05,,,,
2024-06-25,301218,19.78,20.25,20.66,19.78,43372,87411352.0,4.41,1.45,0.29,7.74,,,,
2024-06-26,301218,19.99,21.07,21.13,19.53,53576,109191205.0,7.9,4.05,0.82,9.56,,,,
2024-06-27,301218,20.93,21.12,21.87,20.66,59947,127817203.0,5.74,0.24,0.05,10.7,,,,
2024-06-28,301218,21.13,20.69,21.34,20.5,45948,96334019.0,3.98,-2.04,-0.43,8.2,,,,
2024-07-01,301218,20.91,20.92,21.1,20.28,34819,72143777.0,3.96,1.11,0.23,6.11,,,,
2024-07-02,301218,21.01,22.86,23.24,20.92,112634,252619957.0,11.09,9.27,1.94,19.76,,,,
2024-07-03,301218,22.17,21.86,22.46,21.56,72622,158656661.0,3.94,-4.37,-1.0,12.74,,,,
2024-07-04,301218,21.55,20.94,22.11,20.86,50122,107495939.0,5.72,-4.21,-0.92,8.79,,,,
2024-07-05,301218,20.83,22.08,22.34,20.01,87416,190385003.0,11.13,5.44,1.14,15.33,,,,
2024-07-08,301218,22.08,22.69,22.88,21.55,102292,228745876.0,6.02,2.76,0.61,17.94,,,,
2024-07-09,301218,22.63,22.94,22.94,21.76,94875,212271164.0,5.2,1.1,0.25,16.64,,,,
2024-07-10,301218,22.48,22.02,22.86,21.88,68502,153276440.0,4.27,-4.01,-0.92,12.02,,,,
2024-07-11,301218,22.31,22.83,22.86,22.1,75153,169710870.0,3.45,3.68,0.81,13.18,,,,
2024-07-12,301218,22.75,22.02,22.75,21.98,52784,117922544.0,3.37,-3.55,-0.81,9.26,,,,
2024-07-15,301218,21.73,21.26,21.85,20.88,46109,97996286.0,4.41,-3.45,-0.76,8.09,,,,
2024-07-16,301218,21.01,21.22,21.39,20.87,32591,68990559.0,2.45,-0.19,-0.04,5.72,,,,
2024-07-17,301218,20.98,19.65,21.51,19.63,63074,128440462.0,8.86,-7.4,-1.57,11.06,,,,
2024-07-18,301218,19.41,19.17,19.45,18.49,44401,84075208.0,4.89,-2.44,-0.48,7.79,,,,
2024-07-19,301218,19.01,19.23,19.57,18.9,34346,66336808.0,3.5,0.31,0.06,6.02,,,,
2024-07-22,301218,19.48,20.54,20.98,19.44,73848,151532644.0,8.01,6.81,1.31,12.95,,,,
2024-07-23,301218,20.24,19.97,20.66,19.91,40614,82379971.0,3.65,-2.78,-0.57,7.12,,,,
2024-07-24,301218,19.97,19.6,20.14,19.31,31495,62015453.0,4.16,-1.85,-0.37,5.52,,,,
2024-07-25,301218,19.43,19.43,19.81,19.18,27662,53996562.0,3.21,-0.87,-0.17,4.85,,,,
2024-07-26,301218,19.38,19.84,19.98,19.38,29589,58547621.0,3.09,2.11,0.41,5.19,,,,
2024-07-29,301218,20.13,20.27,20.65,19.71,44412,89696756.0,4.74,2.17,0.43,7.79,,,,
2024-07-30,301218,20.09,20.64,20.96,20.08,48944,100935799.0,4.34,1.83,0.37,8.58,,,,
2024-07-31,301218,20.55,21.13,21.18,20.38,45730,95648687.0,3.88,2.37,0.49,8.02,,,,
2024-08-01,301218,21.1,21.17,21.41,20.89,35071,74190647.0,2.46,0.19,0.04,6.15,,,,
2024-08-02,301218,20.93,20.36,21.2,20.34,32077,66713257.0,4.06,-3.83,-0.81,5.63,,,,
2024-08-05,301218,20.1,19.4,20.69,19.39,31300,62764546.0,6.39,-4.72,-0.96,5.49,,,,
2024-08-06,301218,19.76,19.73,20.03,19.44,21081,41467480.0,3.04,1.7,0.33,3.7,,,,
2024-08-07,301218,19.75,20.04,20.67,19.75,28492,57697175.0,4.66,1.57,0.31,5.0,,,,
2024-08-08,301218,20.09,19.81,20.1,19.33,24183,47729744.0,3.84,-1.15,-0.23,4.24,,,,
2024-08-09,301218,19.94,19.57,20.13,19.56,15683,31086612.0,2.88,-1.21,-0.24,2.75,,,,
2024-08-12,301218,19.48,19.34,19.57,18.98,16144,31137818.0,3.01,-1.18,-0.23,2.83,,,,
2024-08-13,301218,19.46,19.53,19.53,19.07,15100,29205699.0,2.38,0.98,0.19,2.65,,,,
2024-08-14,301218,19.58,19.62,19.8,19.4,15647,30763736.0,2.05,0.46,0.09,2.74,,,,
2024-08-15,301218,19.65,19.68,19.86,19.24,23031,45234535.0,3.16,0.31,0.06,4.04,,,,
2024-08-16,301218,19.76,20.18,20.37,19.73,36888,74348180.0,3.25,2.54,0.5,6.47,,,,
2024-08-19,301218,20.28,19.97,20.54,19.86,25836,52152257.0,3.37,-1.04,-0.21,4.53,,,,
2024-08-20,301218,19.88,19.57,19.97,19.44,17762,34869863.0,2.65,-2.0,-0.4,3.12,,,,
2024-08-21,301218,19.57,19.74,20.13,19.49,20716,41214586.0,3.27,0.87,0.17,3.63,,,,
2024-08-22,301218,19.69,19.82,20.76,19.6,46532,94231347.0,5.88,0.41,0.08,8.16,,,,
2024-08-23,301218,19.28,19.1,19.82,19.05,36252,70469314.0,3.88,-3.63,-0.72,6.36,,,,
2024-08-26,301218,18.73,18.58,19.04,18.07,28299,53073651.0,5.08,-2.72,-0.52,4.96,,,,
2024-08-27,301218,18.64,17.84,18.71,17.73,27918,50579639.0,5.27,-3.98,-0.74,4.9,,,,
2024-08-28,301218,17.94,17.84,18.13,17.38,18705,33366415.0,4.2,0.0,0.0,3.28,,,,
2024-08-29,301218,17.8,18.12,18.23,17.59,17597,31792091.0,3.59,1.57,0.28,3.09,,,,
2024-08-30,301218,18.24,18.5,18.8,18.13,24398,45355414.0,3.7,2.1,0.38,4.28,,,,
2024-09-02,301218,18.43,17.8,18.51,17.78,22058,40000965.0,3.95,-3.78,-0.7,3.87,,,,
2024-09-03,301218,17.88,18.36,18.36,17.73,22269,40405601.0,3.54,3.15,0.56,3.91,,,,
2024-09-04,301218,18.16,18.08,18.34,18.01,15299,27835297.0,1.8,-1.53,-0.28,2.68,,,,
2024-09-05,301218,18.11,18.38,18.44,18.11,15306,28079098.0,1.83,1.66,0.3,2.68,,,,
2024-09-06,301218,18.71,17.75,18.71,17.74,23031,41644628.0,5.28,-3.43,-0.63,4.04,,,,
2024-09-09,301218,17.59,17.75,17.88,17.44,13228,23393241.0,2.48,0.0,0.0,2.32,,,,
2024-09-10,301218,17.78,18.28,18.36,17.59,19315,34834910.0,4.34,2.99,0.53,3.39,,,,
2024-09-11,301218,18.37,18.01,18.37,17.93,13531,24488154.0,2.41,-1.48,-0.27,2.37,,,,
2024-09-12,301218,17.99,18.16,18.48,17.99,17875,32613090.0,2.72,0.83,0.15,3.14,,,,
2024-09-13,301218,18.23,17.58,18.28,17.53,17729,31707924.0,4.13,-3.19,-0.58,3.11,,,,
2024-09-18,301218,17.56,17.32,17.72,16.87,19538,33703593.0,4.84,-1.48,-0.26,3.43,,,,
2024-09-19,301218,17.37,17.71,17.83,17.23,18009,31746535.0,3.46,2.25,0.39,3.16,,,,
2024-09-20,301218,17.77,17.87,18.06,17.73,16886,30269373.0,1.86,0.9,0.16,2.96,,,,
2024-09-23,301218,17.78,18.02,18.23,17.68,18506,33370494.0,3.08,0.84,0.15,3.25,,,,
2024-09-24,301218,18.06,18.39,18.42,17.71,25412,46233680.0,3.94,2.05,0.37,4.46,,,,
2024-09-25,301218,18.58,18.51,18.86,18.4,37205,69516539.0,2.5,0.65,0.12,6.53,,,,
2024-09-26,301218,18.41,18.87,18.88,18.39,29675,55427191.0,2.65,1.94,0.36,5.21,,,,
2024-09-27,301218,19.25,20.16,20.66,19.06,53401,105703721.0,8.48,6.84,1.29,9.37,,,,
2024-09-30,301218,21.16,23.48,23.68,20.69,98830,219691763.0,14.83,16.47,3.32,17.33,,,,
2024-10-08,301218,28.09,27.59,28.1,24.37,113054,298446059.0,15.89,17.5,4.11,19.83,,,,
2024-10-09,301218,26.22,22.95,26.22,22.85,85691,212107630.0,12.21,-16.82,-4.64,15.03,,,,
2024-10-10,301218,24.97,27.54,27.54,24.86,125805,337414882.0,11.68,20.0,4.59,22.07,,,,
2024-10-11,301218,27.54,24.72,27.54,23.88,165465,421703166.0,13.29,-10.24,-2.82,29.02,,,,
2024-10-14,301218,23.53,24.75,24.96,22.73,101570,242789111.0,9.02,0.12,0.03,17.82,,,,
2024-10-15,301218,24.03,23.99,25.13,23.88,75525,184444520.0,5.05,-3.07,-0.76,13.25,,,,
2024-10-16,301218,23.26,24.26,24.48,23.1,53538,127740649.0,5.75,1.13,0.27,9.39,,,,
2024-10-17,301218,24.58,23.86,24.87,23.78,67744,165215201.0,4.49,-1.65,-0.4,11.88,,,,
2024-10-18,301218,23.66,24.39,24.98,23.43,80240,194555730.0,6.5,2.22,0.53,14.07,,,,
2024-10-21,301218,24.85,25.06,25.56,24.48,86052,215355199.0,4.43,2.75,0.67,15.09,,,,
2024-10-22,301218,25.09,24.43,25.34,24.0,67134,165348267.0,5.35,-2.51,-0.63,11.78,,,,
2024-10-23,301218,24.56,24.53,25.31,24.16,67830,168720059.0,4.71,0.41,0.1,11.9,,,,
2024-10-24,301218,24.31,23.75,24.48,23.66,46281,110489906.0,3.34,-3.18,-0.78,8.12,,,,
2024-10-25,301218,23.97,23.88,24.17,23.61,40276,96242984.0,2.36,0.55,0.13,7.06,,,,
2024-10-28,301218,23.91,24.61,24.62,23.79,43647,105895388.0,3.48,3.06,0.73,7.66,,,,
2024-10-29,301218,24.66,23.59,24.75,23.58,49794,119623332.0,4.75,-4.14,-1.02,8.73,,,,
2024-10-30,301218,23.64,23.64,24.06,23.14,39112,92021593.0,3.9,0.21,0.05,6.86,,,,
2024-10-31,301218,23.57,23.82,24.12,23.3,44430,105892046.0,3.47,0.76,0.18,7.79,,,,
2024-11-01,301218,23.67,21.83,23.81,21.73,58616,131989641.0,8.73,-8.35,-1.99,10.28,,,,
2024-11-04,301218,21.77,22.58,22.58,21.59,30446,67875371.0,4.54,3.44,0.75,5.34,,,,
2024-11-05,301218,22.68,23.7,23.77,22.54,47620,111189443.0,5.45,4.96,1.12,8.35,,,,
2024-11-06,301218,23.7,24.28,24.93,23.54,73980,179900481.0,5.86,2.45,0.58,12.98,,,,
2024-11-07,301218,24.47,24.78,25.15,23.98,59921,147021177.0,4.82,2.06,0.5,10.51,,,,
2024-11-08,301218,24.97,24.46,25.13,24.35,58300,144573753.0,3.15,-1.29,-0.32,10.23,,,,
2024-11-11,301218,24.45,25.24,25.28,24.34,63530,158966118.0,3.84,3.19,0.78,11.14,,,,
2024-11-12,301218,26.36,25.42,26.75,25.0,94338,242971949.0,6.93,0.71,0.18,16.55,,,,
2024-11-13,301218,25.12,25.47,25.94,24.79,54938,139382176.0,4.52,0.2,0.05,9.64,,,,
2024-11-14,301218,25.35,24.48,25.57,24.4,42212,105531598.0,4.59,-3.89,-0.99,7.4,,,,
2024-11-15,301218,24.48,24.17,25.58,24.17,50661,126457111.0,5.76,-1.27,-0.31,8.89,,,,
2024-11-18,301218,24.38,22.88,24.96,22.42,44702,103189451.0,10.51,-5.34,-1.29,7.84,,,,
2024-11-19,301218,22.88,23.74,23.78,22.56,31658,73519686.0,5.33,3.76,0.86,5.55,,,,
2024-11-20,301218,23.72,24.79,25.47,23.59,50371,124111728.0,7.92,4.42,1.05,8.84,,,,
2024-11-21,301218,24.55,24.72,24.96,24.22,33149,81771809.0,2.99,-0.28,-0.07,5.81,,,,
2024-11-22,301218,24.58,23.68,25.41,23.54,47041,116625049.0,7.56,-4.21,-1.04,8.25,,,,
2024-11-25,301218,24.13,24.22,24.38,23.29,27783,66217169.0,4.6,2.28,0.54,4.87,,,,
2024-11-26,301218,24.1,23.83,24.73,23.73,27356,66256816.0,4.13,-1.61,-0.39,4.8,,,,
2024-11-27,301218,23.95,25.65,25.65,23.01,94271,234582831.0,11.08,7.64,1.82,16.54,,,,
2024-11-28,301218,25.82,25.22,26.37,24.99,79766,204467336.0,5.38,-1.68,-0.43,13.99,,,,
2024-11-29,301218,25.0,25.4,25.71,24.83,62749,159163483.0,3.49,0.71,0.18,11.01,,,,
2024-12-02,301218,25.2,25.43,25.62,25.03,52099,132315779.0,2.32,0.12,0.03,9.14,,,,
2024-12-03,301218,25.45,26.5,26.72,25.08,99763,260270214.0,6.45,4.21,1.07,17.5,,,,
2024-12-04,301218,26.18,25.63,26.28,25.28,66030,170720292.0,3.77,-3.28,-0.87,11.58,,,,
2024-12-05,301218,25.65,26.39,26.73,25.43,70109,184115443.0,5.07,2.97,0.76,12.3,,,,
2024-12-06,301218,26.52,26.22,27.38,25.89,82936,219881466.0,5.65,-0.64,-0.17,14.55,,,,
2024-12-09,301218,26.34,25.48,26.41,25.33,50947,131327087.0,4.12,-2.82,-0.74,8.94,,,,
2024-12-10,301218,26.33,25.58,26.35,25.51,48350,125743263.0,3.3,0.39,0.1,8.48,,,,
2024-12-11,301218,25.56,25.55,25.85,25.21,36263,92388196.0,2.5,-0.12,-0.03,6.36,,,,
2024-12-12,301218,25.63,25.74,26.13,25.26,38693,99311627.0,3.41,0.74,0.19,6.79,,,,
2024-12-13,301218,25.62,25.02,25.97,25.0,32714,83300183.0,3.77,-2.8,-0.72,5.74,,,,
2024-12-16,301218,24.6,24.24,24.83,23.98,49954,121264571.0,3.4,-3.12,-0.78,8.76,,,,
2024-12-17,301218,24.25,23.16,24.38,23.05,39806,94150694.0,5.49,-4.46,-1.08,6.98,,,,
2024-12-18,301218,23.28,23.69,24.04,22.49,38754,90982212.0,6.69,2.29,0.53,6.8,,,,
2024-12-19,301218,23.42,24.22,24.4,23.26,36047,86203317.0,4.81,2.24,0.53,6.32,,,,
2024-12-20,301218,24.17,24.38,24.61,23.92,25236,61506625.0,2.85,0.66,0.16,4.43,,,,
2024-12-23,301218,24.37,22.73,24.58,22.58,38884,90611895.0,8.2,-6.77,-1.65,6.82,,,,
2024-12-24,301218,23.04,22.71,23.24,22.28,25814,58526588.0,4.22,-0.09,-0.02,4.53,,,,
2024-12-25,301218,22.55,21.88,22.94,21.41,32575,71249598.0,6.74,-3.65,-0.83,5.71,,,,
2024-12-26,301218,21.88,22.42,22.77,21.74,28457,64021513.0,4.71,2.47,0.54,4.99,,,,
2024-12-27,301218,22.47,22.55,23.0,22.37,24038,54579550.0,2.81,0.58,0.13,4.22,,,,
2024-12-30,301218,22.38,22.52,22.79,21.75,22597,50761262.0,4.61,-0.13,-0.03,3.96,,,,
2024-12-31,301218,22.82,21.71,22.92,21.71,26648,59261368.0,5.37,-3.6,-0.81,4.67,,,,
2025-01-02,301218,21.7,20.95,22.05,20.73,28843,61773414.0,6.08,-3.5,-0.76,5.06,,,,
2025-01-03,301218,21.05,19.73,21.37,19.71,29207,59142143.0,7.92,-5.82,-1.22,5.12,,,,
2025-01-06,301218,19.73,19.56,19.93,18.79,23252,45472528.0,5.78,-0.86,-0.17,4.08,,,,
2025-01-07,301218,19.72,20.56,20.56,19.59,25162,50565202.0,4.96,5.11,1.0,4.41,,,,
2025-01-08,301218,20.83,20.35,20.88,19.48,29650,60380026.0,6.81,-1.02,-0.21,5.2,,,,
2025-01-09,301218,20.23,20.5,20.87,20.18,25078,51774455.0,3.39,0.74,0.15,4.4,,,,
2025-01-10,301218,20.48,19.63,20.78,19.58,21573,43519842.0,5.85,-4.24,-0.87,3.78,,,,
2025-01-13,301218,19.53,19.9,20.0,18.81,19798,38702024.0,6.06,1.38,0.27,3.47,,,,
2025-01-14,301218,20.24,21.09,21.47,20.1,31099,64931318.0,6.88,5.98,1.19,5.45,,,,
2025-01-15,301218,21.15,20.83,21.3,20.64,23802,49766957.0,3.13,-1.23,-0.26,4.17,,,,
