amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
20075215.0,,,21.37,2025-12-15,21.51,21.31,21.51,,,9377,0.94,0.54,,0.0,0.0,,605259
32819128.0,,,20.84,2025-12-16,21.39,20.76,21.37,,,15655,2.95,0.91,,-2.48,-0.53,,605259
32369790.0,,,20.92,2025-12-17,20.93,20.59,20.84,,,15623,1.63,0.91,,0.38,0.08,,605259
31332726.0,,,21.02,2025-12-18,21.24,20.85,20.89,,,14849,1.86,0.86,,0.48,0.1,,605259
37667099.0,,,21.43,2025-12-19,21.52,21.01,21.01,,,17624,2.43,1.02,,1.95,0.41,,605259
28838197.0,,,21.47,2025-12-22,21.58,21.37,21.45,,,13420,0.98,0.78,,0.19,0.04,,605259
26184814.0,,,21.52,2025-12-23,21.66,21.36,21.5,,,12168,1.4,0.71,,0.23,0.05,,605259
98324294.0,,,22.17,2025-12-24,22.48,21.7,21.7,,,44155,3.62,2.56,,3.02,0.65,,605259
63769843.0,,,22.42,2025-12-25,22.52,22.2,22.2,,,28467,1.44,1.65,,1.13,0.25,,605259
44770477.0,,,22.15,2025-12-26,22.47,22.06,22.47,,,20148,1.83,1.17,,-1.2,-0.27,,605259
26412137.0,,,22.19,2025-12-29,22.2,22.0,22.2,,,11949,0.9,0.69,,0.18,0.04,,605259
27904386.0,,,22.2,2025-12-30,22.29,22.05,22.19,,,12578,1.08,0.73,,0.05,0.01,,605259
32155134.0,,,22.38,2025-12-31,22.38,21.89,22.16,,,14560,2.21,0.84,,0.81,0.18,,605259
46303464.0,,,22.39,2026-01-05,22.53,22.27,22.5,,,20683,1.16,1.2,,0.04,0.01,,605259
48032386.0,,,22.5,2026-01-06,22.59,22.34,22.4,,,21371,1.12,1.24,,0.49,0.11,,605259
42529590.0,,,22.63,2026-01-07,22.96,22.46,22.5,,,18804,2.22,1.09,,0.58,0.13,,605259
32205562.0,,,22.63,2026-01-08,22.74,22.52,22.66,,,14234,0.97,0.83,,0.0,0.0,,605259
41114258.0,,,22.55,2026-01-09,22.65,22.39,22.58,,,18250,1.15,1.06,,-0.35,-0.08,,605259
72854520.0,,,22.07,2026-01-12,22.64,22.01,22.47,,,32801,2.79,1.9,,-2.13,-0.48,,605259
50190673.0,,,22.13,2026-01-13,22.39,22.04,22.1,,,22613,1.59,1.31,,0.27,0.06,,605259
48702931.0,,,21.99,2026-01-14,22.25,21.78,22.16,,,22097,2.12,1.28,,-0.63,-0.14,,605259
21653759.0,0.0,6.08,17.93,,17.93,17.93,17.93,51.31,2.52,5549,,,2021-06-15,,,605259.0,605259
