amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
808689101.0,,,92.6,2025-12-15,95.46,92.58,93.61,,,86303,3.02,1.51,,-3.04,-2.9,,603296
641181127.0,,,90.88,2025-12-16,92.97,90.01,92.4,,,70399,3.2,1.23,,-1.86,-1.72,,603296
725668958.0,,,93.55,2025-12-17,93.77,90.6,90.79,,,78613,3.49,1.38,,2.94,2.67,,603296
680490114.0,,,90.4,2025-12-18,92.7,90.31,92.5,,,74596,2.55,1.31,,-3.37,-3.15,,603296
648415614.0,,,89.37,2025-12-19,91.49,89.32,91.4,,,71732,2.4,1.26,,-1.14,-1.03,,603296
825156513.0,,,92.06,2025-12-22,92.96,89.81,90.0,,,89736,3.52,1.57,,3.01,2.69,,603296
589194627.0,,,92.31,2025-12-23,94.16,91.9,92.26,,,63556,2.45,1.11,,0.27,0.25,,603296
847132881.0,,,94.45,2025-12-24,94.96,92.55,92.66,,,89959,2.61,1.57,,2.32,2.14,,603296
620106276.0,,,93.72,2025-12-25,94.55,92.16,94.51,,,66376,2.53,1.16,,-0.77,-0.73,,603296
682168037.0,,,91.97,2025-12-26,93.6,91.66,93.55,,,73809,2.07,1.29,,-1.87,-1.75,,603296
759466883.0,,,91.76,2025-12-29,94.25,91.45,91.8,,,81819,3.04,1.43,,-0.23,-0.21,,603296
691789069.0,,,92.55,2025-12-30,93.17,90.86,91.46,,,74994,2.52,1.31,,0.86,0.79,,603296
691021777.0,,,90.74,2025-12-31,93.21,90.04,93.02,,,75853,3.43,1.33,,-1.96,-1.81,,603296
1347260292.0,,,95.1,2026-01-05,95.2,91.13,91.54,,,143185,4.49,2.51,,4.8,4.36,,603296
885774471.0,,,94.91,2026-01-06,95.5,93.58,95.1,,,93598,2.02,1.64,,-0.2,-0.19,,603296
907028420.0,,,93.2,2026-01-07,95.0,92.87,95.0,,,96622,2.24,1.69,,-1.8,-1.71,,603296
1813302564.0,,,95.1,2026-01-08,99.23,93.4,93.47,,,186815,6.26,3.27,,2.04,1.9,,603296
1064680508.0,,,96.4,2026-01-09,97.69,94.02,94.99,,,110731,3.86,1.94,,1.37,1.3,,603296
1520086368.0,,,97.25,2026-01-12,97.96,94.11,97.6,,,158515,3.99,2.78,,0.88,0.85,,603296
1100643675.0,,,95.56,2026-01-13,98.48,95.38,97.0,,,113887,3.19,1.99,,-1.74,-1.69,,603296
1335849553.0,,,96.5,2026-01-14,98.13,94.81,96.0,,,138199,3.47,2.42,,0.98,0.94,,603296
1296702469.0,11.23,-5.37,50.63,,56.0,49.71,56.0,-9.59,29.21,173687,,,2023-08-08,,,603296.0,603296
