amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
22938954.0,,,14.55,2025-12-15,14.66,14.35,14.58,,,15800,2.12,0.89,,-0.61,-0.09,,603208
28934531.0,,,14.58,2025-12-16,14.66,14.31,14.47,,,19926,2.41,1.12,,0.21,0.03,,603208
38838408.0,,,14.72,2025-12-17,14.74,14.36,14.65,,,26660,2.61,1.5,,0.96,0.14,,603208
54032302.0,,,14.76,2025-12-18,14.87,14.57,14.7,,,36579,2.04,2.06,,0.27,0.04,,603208
48139978.0,,,14.8,2025-12-19,14.95,14.65,14.87,,,32522,2.03,1.84,,0.27,0.04,,603208
44575344.0,,,14.65,2025-12-22,14.87,14.63,14.87,,,30247,1.62,1.71,,-1.01,-0.15,,603208
30705244.0,,,14.69,2025-12-23,14.76,14.58,14.76,,,20949,1.23,1.18,,0.27,0.04,,603208
32481181.0,,,14.83,2025-12-24,14.84,14.58,14.7,,,21985,1.77,1.24,,0.95,0.14,,603208
55060093.0,,,15.14,2025-12-25,15.14,14.77,14.83,,,36808,2.49,2.08,,2.09,0.31,,603208
97893381.0,,,15.2,2025-12-26,15.28,14.98,15.19,,,64503,1.98,3.64,,0.4,0.06,,603208
65086310.0,,,14.72,2025-12-29,15.1,14.6,15.1,,,44194,3.29,2.49,,-3.16,-0.48,,603208
31292057.0,,,14.46,2025-12-30,14.7,14.4,14.68,,,21545,2.04,1.22,,-1.77,-0.26,,603208
22120733.0,,,14.55,2025-12-31,14.59,14.33,14.5,,,15301,1.8,0.86,,0.62,0.09,,603208
31888449.0,,,14.63,2026-01-05,14.65,14.5,14.5,,,21877,1.03,1.23,,0.55,0.08,,603208
41045512.0,,,14.63,2026-01-06,14.66,14.53,14.63,,,28113,0.89,1.59,,0.0,0.0,,603208
40186345.0,,,14.56,2026-01-07,14.63,14.37,14.62,,,27781,1.78,1.57,,-0.48,-0.07,,603208
52664033.0,,,14.57,2026-01-08,14.71,14.4,14.59,,,36197,2.13,2.04,,0.07,0.01,,603208
39073746.0,,,14.6,2026-01-09,14.64,14.53,14.6,,,26815,0.75,1.51,,0.21,0.03,,603208
64701096.0,,,14.8,2026-01-12,14.91,14.51,14.63,,,43971,2.74,2.48,,1.37,0.2,,603208
40818155.0,,,14.74,2026-01-13,14.89,14.66,14.8,,,27592,1.55,1.56,,-0.41,-0.06,,603208
53469865.0,,,14.61,2026-01-14,14.78,14.54,14.74,,,36386,1.63,2.05,,-0.88,-0.13,,603208
199912579.0,,,15.61,2026-01-15,15.7,14.59,14.63,,,130285,7.6,7.35,,6.84,1.0,,603208
178420845.0,,,15.83,2026-01-16,16.2,15.35,15.68,,,113389,5.45,6.4,,1.41,0.22,,603208
579312.0,0.0,4.97,10.43,,10.43,10.43,10.43,91.03,0.08,162,,,2017-02-10,,,603208.0,603208
