amount,amplitude,change,close,date,high,low,open,pct_change,turnover,volume,振幅,换手率,日期,涨跌幅,涨跌额,股　　票　　代　　码　,股票代码
924418710.0,,,29.85,2025-12-15,31.02,29.15,29.21,,,306580,6.37,4.52,,1.74,0.51,,603185
547261743.0,,,28.61,2025-12-16,30.1,28.3,29.9,,,189053,6.03,2.78,,-4.15,-1.24,,603185
487987907.0,,,29.48,2025-12-17,29.6,28.58,28.63,,,166929,3.57,2.46,,3.04,0.87,,603185
396821852.0,,,28.64,2025-12-18,29.4,28.55,29.26,,,137291,2.88,2.02,,-2.85,-0.84,,603185
409017955.0,,,28.63,2025-12-19,29.54,28.57,28.7,,,141467,3.39,2.08,,-0.03,-0.01,,603185
475865274.0,,,29.16,2025-12-22,29.68,28.52,28.59,,,163444,4.05,2.41,,1.85,0.53,,603185
506606077.0,,,29.5,2025-12-23,30.0,29.1,29.2,,,171084,3.09,2.52,,1.17,0.34,,603185
727117827.0,,,30.48,2025-12-24,30.53,28.95,29.2,,,243131,5.36,3.58,,3.32,0.98,,603185
767061317.0,,,31.3,2025-12-25,31.62,30.14,30.14,,,246670,4.86,3.63,,2.69,0.82,,603185
1131499270.0,,,31.78,2025-12-26,33.48,31.71,32.88,,,350148,5.65,5.16,,1.53,0.48,,603185
744726268.0,,,30.95,2025-12-29,32.25,30.79,31.85,,,238010,4.59,3.51,,-2.61,-0.83,,603185
651715859.0,,,31.0,2025-12-30,32.3,30.41,30.56,,,209350,6.11,3.08,,0.16,0.05,,603185
464508877.0,,,30.5,2025-12-31,31.5,30.41,31.0,,,150918,3.52,2.22,,-1.61,-0.5,,603185
778652920.0,,,31.54,2026-01-05,32.16,30.38,30.53,,,247191,5.84,3.64,,3.41,1.04,,603185
724902103.0,,,31.82,2026-01-06,32.24,31.21,31.63,,,229010,3.27,3.37,,0.89,0.28,,603185
507436103.0,,,31.73,2026-01-07,32.0,31.29,31.65,,,160431,2.23,2.36,,-0.28,-0.09,,603185
583025869.0,,,31.6,2026-01-08,32.01,31.12,31.43,,,184525,2.8,2.72,,-0.41,-0.13,,603185
1972927842.0,,,28.69,2026-01-09,31.37,28.44,31.2,,,673342,9.27,9.92,,-9.21,-2.91,,603185
1313149330.0,,,28.26,2026-01-12,28.84,27.67,27.76,,,467316,4.08,6.88,,-1.5,-0.43,,603185
1088055029.0,,,27.15,2026-01-13,28.22,26.81,27.81,,,397657,4.99,5.86,,-3.93,-1.11,,603185
731546570.0,,,27.22,2026-01-14,27.77,26.88,27.16,,,267165,3.28,3.93,,0.26,0.07,,603185
391413514.0,,,27.35,2026-01-15,27.6,26.92,26.92,,,143396,2.5,2.11,,0.48,0.13,,603185
1237730518.0,,,29.17,2026-01-16,29.75,27.44,27.55,,,433030,8.45,6.38,,6.65,1.82,,603185
7425835.0,0.0,4.21,9.99,,9.99,9.99,9.99,72.84,0.48,1512,,,2018-12-28,,,603185.0,603185
