amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
28629841.75,5.66,2024-01-08,5.83,5.65,5.83,49850,3.13,0.75,-1.74,-0.1,42
29387409.78,5.7,2024-01-09,5.79,5.62,5.65,51467,3.0,0.78,0.71,0.04,42
25547920.0,5.69,2024-01-10,5.74,5.57,5.68,45052,2.98,0.68,-0.18,-0.01,42
26246092.36,5.73,2024-01-11,5.74,5.6,5.69,46344,2.46,0.7,0.7,0.04,42
28609611.06,5.77,2024-01-12,5.86,5.68,5.72,49457,3.14,0.74,0.7,0.04,42
27748598.0,5.86,2024-01-15,5.87,5.63,5.75,47954,4.16,0.72,1.56,0.09,42
38692535.6,5.66,2024-01-16,5.89,5.56,5.84,68330,5.63,1.03,-3.41,-0.2,42
27589658.52,5.52,2024-01-17,5.66,5.5,5.65,49452,2.83,0.74,-2.47,-0.14,42
34793055.24,5.39,2024-01-18,5.51,5.25,5.49,64886,4.71,0.98,-2.36,-0.13,42
31466538.6,5.47,2024-01-19,5.59,5.4,5.43,57174,3.53,0.86,1.48,0.08,42
54784132.0,5.07,2024-01-22,5.46,5.01,5.45,104370,8.23,1.57,-7.31,-0.4,42
31598245.26,5.12,2024-01-23,5.15,4.92,5.1,62458,4.54,0.94,0.99,0.05,42
41768521.6,5.39,2024-01-24,5.4,5.13,5.16,79202,5.27,1.19,5.27,0.27,42
39074236.76,5.64,2024-01-25,5.66,5.39,5.41,70206,5.01,1.06,4.64,0.25,42
53783537.0,5.88,2024-01-26,5.94,5.64,5.67,92007,5.32,1.39,4.26,0.24,42
46166175.0,5.61,2024-01-29,5.97,5.6,5.95,80185,6.29,1.21,-4.59,-0.27,42
44179841.4,5.33,2024-01-30,5.61,5.31,5.57,80853,5.35,1.22,-4.99,-0.28,42
59789170.2,4.88,2024-01-31,5.29,4.81,5.18,119070,9.01,1.79,-8.44,-0.45,42
61090626.46,4.58,2024-02-01,4.99,4.48,4.85,132503,10.45,2.0,-6.15,-0.3,42
74607411.25,4.46,2024-02-02,4.97,4.33,4.56,159409,13.97,2.4,-2.62,-0.12,42
46992144.89,4.01,2024-02-05,4.54,4.01,4.5,114675,11.88,1.73,-10.09,-0.45,42
77987021.98,3.61,2024-02-06,3.71,3.61,3.61,215183,2.49,3.24,-9.98,-0.4,42
65351007.85,3.25,2024-02-07,3.65,3.25,3.61,198810,11.08,2.99,-9.97,-0.36,42
88965579.66,3.36,2024-02-08,3.41,2.93,3.08,286436,14.77,4.31,3.38,0.11,42
63909982.66,3.49,2024-02-19,3.51,3.35,3.37,186155,4.76,2.8,3.87,0.13,42
60372098.0,3.68,2024-02-20,3.73,3.43,3.48,169068,8.6,2.55,5.44,0.19,42
68214823.9,3.81,2024-02-21,3.94,3.59,3.66,178467,9.51,2.69,3.53,0.13,42
46624164.4,3.92,2024-02-22,3.97,3.79,3.82,120688,4.72,1.82,2.89,0.11,42
65264968.69,4.11,2024-02-23,4.12,3.9,3.94,162807,5.61,2.45,4.85,0.19,42
75670465.41,4.21,2024-02-26,4.31,3.98,4.1,182061,8.03,2.74,2.43,0.1,42
60628448.8,4.63,2024-02-27,4.63,4.16,4.2,136623,11.16,2.06,9.98,0.42,42
163649819.75,4.17,2024-02-28,4.88,4.17,4.88,363404,15.33,5.47,-9.94,-0.46,42
83384847.69,4.22,2024-02-29,4.24,4.03,4.04,200407,5.04,3.02,1.2,0.05,42
60879290.73,4.21,2024-03-01,4.44,4.14,4.25,142915,7.11,2.15,-0.24,-0.01,42
58486960.75,4.13,2024-03-04,4.25,4.04,4.22,141340,4.99,2.13,-1.9,-0.08,42
40356961.48,4.03,2024-03-05,4.2,4.01,4.12,98724,4.6,1.49,-2.42,-0.1,42
33917612.92,4.06,2024-03-06,4.11,3.99,4.03,83539,2.98,1.26,0.74,0.03,42
34417731.68,4.05,2024-03-07,4.16,4.03,4.05,84095,3.2,1.27,-0.25,-0.01,42
